id,name,revives,medicalitemsused,bloodwithdrawn,hospital,vandalism,theft,counterfeiting,fraud,illicitservices,cybercrime,racingpointsearned,raceswon,jailed,peoplebusted,peoplebought,auctionswon,bazaarcustomers,heahits,machits,rifhits,smghits,shohits,pishits,grehits,piehits,slahits,axehits,chahits,h2hhits,dumpfinds,candyused,alcoholused,energydrinkused,argtravel,mextravel,dubtravel,hawtravel,japtravel,lontravel,soutravel,switravel,chitravel,cantravel,caytravel,attackswon,attacksdraw,attacksassisted,yourunaway,attackcriticalhits,attacksstealthed,attackslost,cantaken,exttaken,kettaken,lsdtaken,opitaken,pcptaken,shrtaken,spetaken,victaken,xantaken,update
2802273,RockaRolla,0,361,275,62,648,156,168,27,83,988,87,15,7,8,0,0,0,0,8,84,0,0,0,0,36,5,6,0,1,0,0,497,2,0,0,9,0,0,0,4,6,11,0,0,140,8,40,0,135,27,8,0,0,0,0,0,0,0,0,3,71,2025-06-29T12:10:03.285444Z
2802472,Tarvs01,0,3459,1,1398,0,17,83,47,504,1209,82,14,5,6,0,2,16,10,6,5,8,0,1,1,7,0,6,0,0,2,0,712,0,2,5,0,70,0,4,1,7,1,0,0,44,3,40,5,232,13,1339,0,0,0,0,0,0,0,0,3,78,2025-06-29T12:10:03.285444Z
2802632,Hoboblue,0,127,65,24,42,531,28,78,19,917,6,1,1,0,0,0,0,0,0,64,2,0,0,0,121,0,1,0,0,5,91,241,0,7,1,4,3,2,5,3,2,7,2,7,188,2,5,4,113,145,11,2,0,0,0,0,0,0,0,2,39,2025-06-29T12:10:03.285444Z
2802637,Mogao,0,347,326,9,3,133,25,85,521,128,45,7,2,0,0,0,86,0,2,17,6,0,0,0,49,0,1,0,1,2,1308,0,0,20,63,0,0,0,17,1,0,0,52,52,76,2,2,0,46,43,8,0,0,0,0,0,0,0,0,0,0,2025-06-29T12:10:03.285444Z
2802807,Protekta,0,432,319,47,1,182,0,978,2,368,62,11,3,0,0,0,7,0,0,0,0,101,0,6,27,0,0,0,1,6,0,0,2,3,0,1,0,1,1,0,5,44,0,0,121,3,12,0,101,0,10,0,0,0,0,0,0,0,0,4,64,2025-06-29T12:10:03.285444Z
2803011,Kat_Nightshade,0,367,347,15,1771,1468,178,37,0,7,11,2,11,0,0,0,0,0,0,0,3,2,3,1,1,4,0,0,0,0,0,351,0,0,0,0,1,0,3,0,2,1,0,0,14,1,4,0,18,3,2,0,0,0,0,0,0,0,0,1,25,2025-06-29T12:10:03.285444Z
2803697,ExoT0piC,0,1164,371,753,1,823,0,0,523,338,215,41,4,0,0,0,0,5,0,44,161,0,0,0,8,0,28,0,3,0,0,650,0,2,3,3,0,0,4,2,6,3,3,3,245,2,0,0,221,30,42,0,0,0,0,0,0,0,0,8,73,2025-06-29T12:10:03.285444Z
2804165,IreatVoss,0,199,66,73,0,157,0,893,477,146,173,44,18,64,5,1,0,5,6,47,16,0,0,6,9,22,1,0,1,0,0,664,4,0,0,0,0,0,0,0,6,8,0,0,106,4,4,0,123,19,17,0,0,0,0,0,0,0,0,0,78,2025-06-29T12:10:03.285444Z
2804837,Kenergy,0,166,96,43,287,57,0,310,204,500,56,37,12,11,0,0,7,0,0,0,0,11,6,0,0,16,1,0,2,2,23,266,2,2,0,0,1,1,0,0,1,0,4,3,35,0,4,0,28,11,12,11,1,0,0,0,0,0,1,1,19,2025-06-29T12:10:03.285444Z
2806010,Manda,0,193,16,100,6,290,2,1525,229,0,59,6,10,0,0,0,2,0,0,44,5,0,0,11,24,20,0,0,4,0,0,650,86,0,0,0,0,0,0,0,6,0,0,0,101,0,15,0,104,22,11,3,0,0,0,0,0,0,0,5,64,2025-06-29T12:10:03.285444Z
2806920,WuYan263,902,46,0,13,0,809,21,42,525,195,9,5,6,24,5,0,7,0,0,16,5,0,0,9,0,22,208,0,0,4,0,79,249,0,3,0,1,0,5,0,4,0,0,2,55,0,35,0,103,12,2,0,0,0,0,0,0,0,0,0,72,2025-06-29T12:10:03.285444Z
2807317,Keeljoy,40,261,87,57,33,326,462,526,1,25,1,0,7,0,0,0,5,0,0,139,0,0,0,0,3,0,8,0,0,14,5,48,0,14,7,2,0,0,1,8,5,0,8,0,148,0,7,0,97,3,7,0,5,0,0,0,0,0,0,0,35,2025-06-29T12:10:03.285444Z
2807579,Swedeheart,0,662,659,21,5031,2,4,0,36,0,246,38,4,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,13,669,2,0,1,0,0,0,0,0,10,0,0,0,19,0,0,0,18,2,0,0,0,0,0,0,0,0,0,0,90,2025-06-29T12:10:03.285444Z
2808033,s0m3b0dy_12,0,484,420,72,3428,20,0,0,0,0,59,8,5,0,0,0,0,0,0,2,0,0,10,0,0,0,80,0,0,0,0,659,2,2,2,2,0,0,3,38,10,0,1,3,74,2,0,1,86,47,21,0,0,0,0,0,0,0,0,1,60,2025-06-29T12:10:03.285444Z
2808898,Todorokil,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2025-06-29T12:10:03.285444Z
2808960,LeOtter,0,153,1,113,0,7,3,0,6,1002,0,0,2,0,0,9,30,0,0,179,0,5,13,0,91,31,0,3,4,0,0,1,8,0,0,0,0,0,0,0,6,0,0,5,322,0,15,0,155,87,7,1,0,0,0,0,0,0,0,4,71,2025-06-29T12:10:03.285444Z
2809404,Realm,0,155,21,48,0,0,87,871,0,0,185,24,3,0,0,0,0,0,0,66,25,0,1,1,0,0,20,0,1,0,615,0,10,0,0,0,0,0,0,0,8,0,0,0,109,1,11,2,92,27,14,0,0,0,0,0,0,0,0,7,62,2025-06-29T12:10:03.285444Z
2811251,Maks,0,305,3,153,9,548,371,213,505,126,218,62,54,285,4,62,0,3,0,25,169,0,9,59,3,0,3,0,2,1,0,0,437,0,0,0,0,0,0,0,5,0,0,0,243,175,149,3,1418,15,18,21,0,0,0,0,0,0,0,0,80,2025-06-29T12:10:03.285444Z
2811488,Xintless,0,387,0,170,3,1242,25,17,34,0,0,0,19,0,0,0,0,0,7,7,0,0,0,10,0,125,6,3,2,3,9,124,0,0,1,0,0,0,0,0,2,0,0,0,156,2,0,5,94,13,58,9,0,0,0,1,0,0,0,5,23,2025-06-29T12:10:03.285444Z
2811829,Ygaria_Varr,0,351,106,108,3128,40,0,2,22,0,68,21,9,0,0,0,0,0,0,0,0,21,0,16,0,810,2,0,0,2,0,704,6,0,0,0,0,0,0,0,3,0,0,0,845,1,0,14,354,388,25,86,0,0,0,0,0,0,0,0,28,2025-06-29T12:10:03.285444Z
2811867,iat,0,128,0,107,3,316,109,321,498,146,36,22,15,61,0,0,0,7,0,95,0,0,17,0,0,8,0,0,0,0,0,0,344,0,0,0,0,0,0,0,13,0,0,1,119,2,103,2,152,6,17,0,0,0,0,0,0,0,0,2,81,2025-06-29T12:10:03.285444Z
2811898,MissMeg,19,454,37,70,0,235,116,1419,231,272,191,35,15,73,0,1,3,50,42,20,0,2,0,8,1,60,2,0,27,31,0,536,131,1,0,1,0,0,0,3,5,4,0,0,208,162,213,5,2023,42,31,0,0,0,0,0,1,1,0,0,67,2025-06-29T12:10:03.285444Z
2812039,kleinezuen,0,29,1,21,0,1681,0,18,0,246,0,0,6,0,0,0,98,0,0,41,0,0,0,0,2,23,0,0,0,0,0,101,0,1,9,0,0,0,0,2,3,0,19,0,65,0,0,0,22,13,5,0,0,0,0,0,0,0,0,0,59,2025-06-29T12:10:03.285444Z
2812159,Daniel_Meni,0,482,332,88,819,174,89,150,0,234,120,9,3,0,0,0,81,68,0,5,0,11,0,7,179,0,8,0,3,6,0,0,0,2,2,0,0,0,0,1,4,0,2,0,276,2,7,0,97,114,10,0,0,0,0,0,0,0,0,2,19,2025-06-29T12:10:03.285444Z
2812337,Blobi,0,88,4,80,1008,6,0,29,524,611,324,59,5,1,0,0,0,0,0,0,4,0,9,0,0,38,1,0,0,1,0,430,154,0,0,0,0,0,0,0,4,0,0,0,52,0,11,0,67,8,10,0,0,0,0,0,0,0,0,0,80,2025-06-29T12:10:03.285444Z
2812460,__John__,0,259,80,94,0,45,1316,44,0,0,9,2,2,0,0,0,0,0,0,1,0,4,0,7,175,0,0,0,0,2,0,546,0,0,0,0,1,0,22,3,13,0,0,0,184,2,1,0,141,158,14,0,0,0,0,0,0,0,0,0,53,2025-06-29T12:10:03.285444Z
2812995,Enderion,1,379,223,41,791,177,0,67,531,0,0,0,5,0,0,0,0,0,1,28,3,0,115,6,1,0,3,0,21,0,0,547,0,2,0,2,0,0,0,54,5,1,1,1,175,1,2,1,169,130,18,0,0,0,0,0,0,0,0,3,60,2025-06-29T12:10:03.285444Z
2813208,BrotherB,0,397,247,73,0,1687,1,235,476,394,302,78,10,1,0,0,1,0,5,83,0,0,5,39,8,63,2,0,3,0,39,578,9,0,0,0,0,0,0,0,15,0,0,0,202,1,27,8,197,32,8,0,0,0,0,0,0,0,0,0,94,2025-06-29T12:10:03.285444Z
2813453,Apatxe,0,890,44,512,2,208,0,897,510,446,113,11,10,125,0,14,486,0,0,25,83,0,0,11,21,0,4,0,0,1,0,302,210,0,0,0,0,0,0,0,6,0,0,0,132,4,1,0,116,15,4,3,0,0,0,0,0,0,0,1,79,2025-06-29T12:10:03.285444Z
2813644,Julian840,0,151,39,14,327,862,106,0,358,549,35,6,23,259,0,0,0,166,5,9,0,0,20,9,0,4,32,0,2,1,33,919,25,0,0,1,20,0,60,0,5,0,25,1,247,3,0,4,559,22,2,0,0,0,0,0,0,0,0,0,75,2025-06-29T12:10:03.285444Z
2814291,BugsyMaroon,0,39,9,48,0,619,0,0,13,0,0,0,10,0,0,0,14,0,0,68,13,0,0,0,2,0,0,0,0,0,111,0,0,7,2,13,9,0,8,10,6,4,6,2,82,1,0,2,38,43,9,1,5,0,0,0,0,0,0,1,32,2025-06-29T12:10:03.285444Z
2814592,Sam69_,0,138,0,72,503,417,822,141,1,6,0,0,8,0,0,0,0,0,9,1,0,0,23,1,66,0,4,0,8,4,174,39,14,0,0,0,0,0,0,1,2,9,0,0,108,1,0,0,73,55,19,0,8,0,0,0,0,0,0,0,46,2025-06-29T12:10:03.285444Z
2814870,Emmily,0,10,0,28,0,66,4,0,0,0,0,0,2,0,0,0,0,0,0,0,34,0,1,30,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,3,55,0,0,67,1,0,4,10,49,0,0,0,0,0,0,0,0,0,0,50,2025-06-29T12:10:03.285444Z
2816038,Arianna,0,286,5,126,0,635,1264,73,450,14,71,59,48,237,0,0,5,1,81,2,0,0,0,0,0,15,0,0,8,0,0,632,20,12,10,9,1,0,7,36,14,15,7,8,106,154,129,0,1209,1,22,27,0,0,0,0,0,0,0,0,78,2025-06-29T12:10:03.285444Z
2816179,BlackWaterV,0,472,123,144,0,3515,18,21,0,0,118,29,7,0,0,0,65,0,0,0,11,108,0,8,1,0,7,0,0,165,0,614,32,0,1,0,0,0,2,26,5,0,5,0,130,48,91,1,485,18,95,5,0,8,0,0,6,4,3,0,44,2025-06-29T12:10:03.285444Z
2816879,Cr33p-740,0,359,246,89,561,740,691,1278,0,18,0,0,4,0,0,0,43,0,1,13,15,1,0,0,0,31,2,0,0,0,87,570,39,0,0,0,0,0,0,1,4,0,0,0,60,2,1,1,73,5,11,0,0,0,0,0,0,0,0,0,87,2025-06-29T12:10:03.285444Z
2817588,Curran,1,39,3,7,1509,155,0,13,456,3,46,14,14,1,0,0,1,0,0,35,0,0,2,0,0,6,1,0,0,5,0,0,340,0,1,0,0,0,0,0,5,0,0,0,43,0,6,0,70,0,4,0,0,0,0,0,0,0,0,0,78,2025-06-29T12:10:03.285444Z
2817688,LastVarangian,0,160,34,13,0,7,0,1320,0,0,0,0,0,0,0,0,0,0,0,17,7,0,0,10,12,0,9,0,1,1081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,2,0,2,42,11,12,0,0,0,0,0,0,0,0,4,0,2025-06-29T12:10:03.285444Z
2817802,Debore,0,257,0,220,1411,188,69,14,0,0,29,2,7,0,0,0,0,0,0,187,0,0,9,2,0,0,2,0,0,0,346,167,0,4,1,7,0,0,0,0,1,0,0,14,196,5,8,0,52,2,90,8,0,0,0,0,0,2,0,2,20,2025-06-29T12:10:03.285444Z
2818013,elputojack,0,641,515,74,2664,23,2,0,449,0,177,30,33,61,0,0,0,1,0,12,24,0,0,0,2,0,0,0,0,0,0,185,0,0,0,0,0,0,0,0,5,0,0,1,36,1,7,0,52,2,2,0,0,0,0,0,0,0,0,1,84,2025-06-29T12:10:03.285444Z
2818417,MaxxCarnage,0,537,466,22,0,0,0,0,0,0,0,0,75,36,58,0,6,87,19,0,16,0,0,4,0,7,0,0,0,6,1252,8,0,25,22,19,9,0,44,0,1,20,19,19,123,2,0,0,51,5,2,0,0,0,56,0,0,0,0,0,0,2025-06-29T12:10:03.285444Z
2818432,Chudat,0,360,317,24,2,68,21,1,480,482,26,4,2,2,0,0,11,0,0,0,17,0,0,0,0,8,3,0,1,11,0,0,0,0,0,0,0,0,0,28,4,0,0,1,29,15,2,1,58,7,8,0,0,0,0,0,0,0,0,0,70,2025-06-29T12:10:03.285444Z
2819351,Akorbryn,0,442,391,16,0,649,37,36,3,1162,55,9,6,0,0,0,0,0,5,0,93,0,0,0,0,0,77,0,0,2,0,347,21,0,0,0,0,0,37,1,4,0,7,0,174,0,0,0,69,77,14,0,0,0,0,0,0,0,0,0,66,2025-06-29T12:10:03.285444Z
2819595,ColdLand,0,3516,0,3830,1320,6,1913,779,7,118,323,58,3,1,0,0,0,0,2,0,18,0,0,0,0,28,0,0,0,0,0,0,232,0,0,0,0,0,0,0,1,0,0,0,45,1,3,1,55,16,4,0,0,0,0,0,0,0,0,0,93,2025-06-29T12:10:03.285444Z
2820733,Sorain,0,3446,3,290,0,56,0,662,523,489,0,59,8,57,0,0,7,21,2,87,21,0,0,0,1,0,0,0,13,12,0,368,197,0,0,0,0,0,0,0,6,0,0,0,139,8,17,0,167,1,6,0,0,0,0,1,0,0,0,1,84,2025-06-29T12:10:03.285444Z
2821214,eljefe9000,53,28,12,2,0,0,2029,22,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,20,2025-06-29T12:10:03.285444Z
2822031,Crapple,0,31,0,18,12,217,86,1092,1,0,19,0,3,0,0,0,0,0,0,0,102,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,109,3,1,0,61,69,4,0,0,0,0,0,0,0,0,0,23,2025-06-29T12:10:03.285444Z
2822838,AfroBoy,0,416,215,122,0,367,12,376,18,473,85,10,7,0,0,0,0,0,5,197,0,0,1,0,0,0,24,1,2,0,29,486,0,5,2,2,3,1,4,2,4,5,1,0,224,3,11,1,107,113,18,0,0,0,0,8,0,0,0,7,37,2025-06-29T12:10:03.285444Z
2822924,RustyWindmill,0,1289,374,129,0,579,6,110,472,615,1,70,22,177,0,2,0,0,1,70,20,0,37,0,0,10,0,0,0,1,0,134,173,0,0,0,0,0,0,1,9,0,0,0,137,10,18,1,146,44,4,0,0,0,0,0,0,0,0,1,82,2025-06-29T12:10:03.285444Z
2822967,Razereus,0,644,578,71,0,32,8707,21,23,47,219,31,1,0,0,0,1,0,0,0,69,0,1,0,0,0,16,0,0,0,13,536,0,0,0,0,0,0,0,0,2,0,0,0,79,1,14,1,91,41,8,0,0,0,0,0,0,0,0,0,69,2025-06-29T12:10:03.285444Z
2823501,yanniwu01,0,83,56,24,7,305,0,22,1,1,5,0,5,0,0,0,0,0,0,0,3,2,0,7,6,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,1,1,2,19,4,5,1,2,0,0,0,0,0,0,0,14,2025-06-29T12:10:03.285444Z
2823545,JackTheCarver,0,173,5,26,4,1614,101,0,0,69,0,0,11,0,0,0,56,0,0,55,0,0,0,0,9,0,0,0,1,0,0,543,15,0,0,0,0,0,0,1,0,0,0,0,65,4,0,0,55,4,19,27,2,0,0,0,1,0,0,3,7,2025-06-29T12:10:03.285444Z
2823831,OxidoX,0,74,0,70,9,83,1227,609,0,380,59,8,2,0,0,0,0,0,0,49,0,0,0,3,0,30,0,0,0,0,0,689,41,24,1,0,0,0,4,3,9,0,1,0,82,0,39,0,75,15,3,0,0,0,0,0,0,0,0,0,74,2025-06-29T12:10:03.285444Z
2823898,Bozo,0,7,3,22,0,34,0,25,524,716,81,15,2,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,18,3,0,0,0,0,0,0,0,0,0,0,79,2025-06-29T12:10:03.285444Z
2823919,Viola_,0,342,6,199,1,46,0,0,310,782,9,1,10,0,0,0,6,2,0,7,304,0,7,5,2,76,1,0,1,0,0,36,29,1,14,0,2,0,0,1,5,0,0,0,393,1,60,0,256,57,30,0,0,0,0,1,0,0,0,8,56,2025-06-29T12:10:03.285444Z
2824191,Gn0m3,0,351,30,75,0,512,0,10,482,906,60,8,22,112,2,0,22,0,0,12,0,0,1,5,1,204,0,0,1,1,336,490,0,0,0,0,0,0,0,0,6,0,0,0,216,0,0,0,167,1,11,0,0,0,0,0,0,0,0,0,83,2025-06-29T12:10:03.285444Z
2824713,Blacko51,0,167,0,166,0,0,681,4,0,0,0,0,1,0,0,266,0,0,19,0,0,0,0,0,0,60,0,0,0,0,0,0,198,0,0,0,0,0,0,0,4,0,0,0,70,0,0,0,24,8,3,0,0,0,0,0,0,0,0,0,62,2025-06-29T12:10:03.285444Z
2825160,Prevalence,0,70,14,8,0,329,1,2,148,1214,77,11,4,0,0,0,0,0,3,7,17,0,0,2,7,0,1,0,1,0,0,576,0,0,0,0,0,0,0,0,1,0,0,0,37,0,1,0,31,0,6,0,0,0,0,0,0,0,0,0,52,2025-06-29T12:10:03.285444Z
2825453,Cribbley,0,7599,45,551,0,7,0,66,0,1754,0,0,2,0,0,0,8,1,0,83,0,0,0,15,9,0,1,0,1,0,0,633,7,0,0,1,0,0,1,0,8,0,0,0,108,0,14,0,76,3,11,0,0,0,0,0,0,0,0,1,72,2025-06-29T12:10:03.285444Z
2825952,UmbraeNoctem,0,273,190,35,266,1600,25,516,22,166,60,10,8,14,0,0,198,0,0,51,0,0,9,6,0,25,19,0,3,0,99,786,0,18,1,0,0,0,2,0,8,0,4,2,110,1,6,3,120,55,21,0,0,0,0,0,0,0,0,0,70,2025-06-29T12:10:03.285444Z
2826221,TootyMcBooty,0,30,4,11,0,1850,0,232,0,0,21,1,2,0,0,0,0,0,21,0,11,0,0,73,0,78,1,0,1,0,0,128,0,0,0,0,0,0,0,0,5,0,0,0,183,1,2,2,59,143,5,0,0,0,0,0,0,0,0,2,79,2025-06-29T12:10:03.285444Z
2826991,Zhorak,0,212,144,76,0,26,149,108,184,134,0,1403,8,77,0,0,0,0,0,11,21,1,0,24,0,1,7,0,0,0,232,128,15,0,0,0,0,0,0,0,1,0,0,0,33,2,4,1,69,13,6,0,0,0,0,0,0,0,0,0,38,2025-06-29T12:10:03.285444Z
2827332,Theri,0,36,8,41,0,0,366,457,0,0,6,0,1,0,0,0,0,0,0,0,108,0,0,0,0,20,0,0,0,0,0,30,0,2,0,0,0,0,0,0,4,1,0,0,128,0,0,0,52,87,0,0,0,0,1,0,0,0,0,2,58,2025-06-29T12:10:03.285444Z
2828174,TheGuy,0,13,11,12,0,899,37,206,0,0,0,0,12,0,0,0,0,0,0,251,0,0,1,0,0,2,0,0,7,0,0,25,0,0,0,0,0,0,0,0,5,0,0,0,244,1,3,0,63,154,0,0,0,0,0,0,0,0,0,0,45,2025-06-29T12:10:03.285444Z
2830326,8choBanGGs,0,97,33,99,0,281,291,28,0,0,13,2,7,0,0,0,0,0,0,29,21,0,0,0,0,17,0,0,2,1,48,0,1,1,0,0,0,0,0,2,0,0,0,0,62,0,4,0,78,8,7,0,0,0,0,0,0,0,0,0,3,2025-06-29T12:10:03.285444Z
2833176,Murdock,1,90,50,50,0,0,0,0,0,0,7,0,24,0,0,0,0,0,0,2,0,41,0,15,6,19,0,0,1,0,126,448,7,0,0,0,0,1,0,0,9,0,0,0,81,0,2,0,52,11,5,10,2,0,0,0,0,0,0,1,54,2025-06-29T12:10:03.285444Z
2835100,GamerGod77,0,36,3,92,0,34,2206,0,0,0,0,0,2,0,0,0,0,0,0,0,0,7,0,0,24,0,0,0,1,0,98,35,0,0,0,0,0,0,0,0,1,0,0,0,32,0,0,0,13,25,0,0,1,0,0,0,0,0,0,0,25,2025-06-29T12:10:03.285444Z
2837046,JadeDragonSS,68,822,0,405,0,1586,0,5,0,0,0,0,25,0,0,2,0,13,0,454,20,0,9,0,438,121,0,0,0,16,0,0,16,0,5,0,0,0,0,0,7,0,0,7,1040,15,3,6,1012,355,59,0,0,0,0,0,0,0,0,0,78,2025-06-29T12:10:03.285444Z
2837048,Daarth,0,237,171,61,0,36,0,951,521,344,3,25,3,0,0,0,0,0,12,59,6,0,0,0,1,0,5,0,2,0,8,732,0,0,4,3,3,3,1,9,5,2,0,1,81,2,8,2,75,6,20,0,0,0,0,6,0,0,0,1,62,2025-06-29T12:10:03.285444Z
2837780,-Hawkeye-,0,222,102,51,505,113,280,187,223,175,18,2,4,0,0,0,0,0,66,0,0,0,0,1,5,0,0,0,1,0,1316,0,2,0,1,0,0,0,0,46,6,0,0,0,73,14,5,6,69,2,26,0,2,0,0,0,0,0,0,0,45,2025-06-29T12:10:03.285444Z
2837805,Judith,0,42,2,25,6,255,2,558,450,472,0,0,20,0,0,0,0,0,0,1,0,12,8,0,0,0,63,0,1,12,0,17,324,0,0,0,0,0,0,218,2,0,3,0,85,2,0,0,88,34,10,0,0,0,0,0,0,0,0,0,67,2025-06-29T12:10:03.285444Z
2837968,xXDRAG0N25Xx,0,625,487,52,0,14,79,237,476,938,231,35,7,0,0,0,0,0,0,9,0,0,0,0,0,6,0,0,0,4168,0,508,0,0,3,0,0,0,0,0,11,0,1,1,11,0,2,1,14,7,2,0,132,0,0,0,0,0,0,0,4,2025-06-29T12:10:03.285444Z
2838255,Wolfger,0,91,15,49,0,425,71,50,4,1222,73,14,2,0,0,0,59,6,15,6,129,5,7,0,1,1,9,0,1,4,0,670,0,0,2,0,0,0,46,2,10,0,16,1,179,0,1,0,138,4,20,12,0,0,0,0,0,0,0,0,74,2025-06-29T12:10:03.285444Z
2838747,Kriias,0,334,187,64,4,3,1284,8,0,0,1,0,1,0,0,0,7,0,0,5,33,0,0,7,104,0,0,0,0,2,0,0,1,1,3,0,1,0,1,1,6,3,1,1,148,0,3,1,75,120,7,0,0,0,0,0,0,0,0,1,50,2025-06-29T12:10:03.285444Z
2838898,Jirota,0,67,3,30,226,7,404,208,15,21,33,1,0,0,0,0,55,0,0,2,0,0,0,5,45,0,7,0,1,3,81,13,0,0,0,0,0,0,0,0,3,0,0,0,57,0,0,0,50,6,6,0,3,0,0,0,0,0,0,7,8,2025-06-29T12:10:03.285444Z
2839152,HoustonKenshi,0,293,206,24,0,63,420,51,462,307,167,30,19,49,2,0,1,0,117,0,46,53,150,1,19,31,15,0,3,0,0,836,0,0,0,0,0,0,0,2,5,0,0,0,71,2,0,0,124,59,17,0,1,0,0,0,0,0,0,1,61,2025-06-29T12:10:03.285444Z
2840889,Rodjys,0,28,0,31,0,2,0,0,490,453,0,0,16,58,0,0,0,0,0,8,1,0,0,58,0,16,1,0,0,3,0,667,0,0,0,0,0,0,0,0,8,0,0,1,79,1,12,0,44,7,2,0,0,0,0,0,0,8,0,0,74,2025-06-29T12:10:03.285444Z
2842474,LordKakerot,0,67,22,22,0,88,1079,16,0,10,23,4,2,0,0,0,0,0,0,0,0,41,9,12,0,0,0,0,14,0,0,0,8,7,6,6,1,0,11,12,13,11,9,8,76,2,0,0,32,14,6,0,0,0,0,0,0,0,0,0,37,2025-06-29T12:10:03.285444Z
2842503,thadleech,0,6,3,11,10,422,34,28,383,0,149,30,12,0,0,0,0,1,0,0,0,1,0,4,2,0,0,0,0,27,98,0,0,0,0,0,0,2,1,3,0,0,0,0,7,2,0,0,4,4,0,0,2,0,0,0,0,0,0,0,9,2025-06-29T12:10:03.285444Z
2842902,Roskatha,0,1982,44,165,0,4,0,6,468,1306,95,60,26,80,0,0,0,861,125,0,109,0,0,17,2,1,22,39,3,0,0,601,1,0,0,1,0,0,0,0,12,0,0,1,213,6,19,1,411,53,45,0,0,0,0,0,0,0,0,0,66,2025-06-29T12:10:03.285444Z
2843033,Shandu,0,80,47,10,0,0,0,0,217,12,16,2,6,0,0,0,0,0,0,0,6,0,14,1,0,114,0,0,1,4,936,0,0,0,0,0,0,0,0,23,1,0,0,0,136,0,1,1,76,105,6,0,0,0,5,0,0,0,0,0,30,2025-06-29T12:10:03.285444Z
2844516,Xsiam,0,516,473,21,0,1,419,1200,4,1255,0,0,4,0,0,0,0,0,0,33,0,0,11,0,0,130,0,0,0,0,0,556,0,0,0,0,0,192,0,0,9,0,0,0,169,0,0,0,113,16,1,0,0,0,0,0,0,0,0,0,60,2025-06-29T12:10:03.285444Z
2844703,Tato12,0,188,79,117,0,2105,27,50,22,175,321,68,10,44,0,0,0,0,0,0,253,0,0,0,0,10,0,0,0,0,0,66,21,0,0,0,0,0,0,0,4,0,0,0,261,0,0,0,113,1,3,0,0,0,0,0,0,0,0,0,74,2025-06-29T12:10:03.285444Z
2845057,Basilisk2489,0,494,0,105,0,458,24,1618,0,0,150,28,4,0,0,0,0,0,0,0,25,3,0,0,25,0,0,0,0,0,0,533,23,0,0,0,0,0,1,1,5,0,1,0,47,0,8,0,9,4,8,0,0,0,0,0,0,0,0,1,60,2025-06-29T12:10:03.285444Z
2846192,AnthonyDuBois,0,53,33,30,11,383,277,679,11,216,1,0,4,0,0,0,0,0,0,0,0,3,48,3,19,0,0,0,1,1,36,308,2,0,0,0,0,0,12,0,0,0,0,0,74,0,0,3,27,61,15,2,0,14,13,0,3,4,18,1,4,2025-06-29T12:10:03.285444Z
2846278,RegalOrange,0,383,311,74,0,1063,0,165,7,0,131,24,17,3,0,0,0,62,0,17,0,0,0,40,63,0,8,0,26,1,0,69,1,0,1,0,0,0,0,1,10,0,0,0,208,3,2,0,130,121,3,8,3,0,0,0,0,0,0,6,54,2025-06-29T12:10:03.285444Z
2846499,Andromega,0,23,6,50,271,145,746,29,8,126,7,2,1,0,0,0,0,0,0,0,0,4,7,7,33,0,2,0,3,0,69,203,0,0,0,0,0,0,10,0,0,3,0,0,44,3,0,0,57,23,8,0,1,0,0,0,0,0,0,4,6,2025-06-29T12:10:03.285444Z
2847968,Jameson821120,0,419,202,102,0,2174,35,18,0,144,10,2,10,0,0,0,9,98,0,62,1,0,44,2,0,0,57,0,1,4,0,507,2,0,0,0,1,0,0,0,0,1,0,0,260,1,1,0,145,40,31,32,0,0,0,0,0,0,0,0,2,2025-06-29T12:10:03.285444Z
2849039,VincentG,107,707,603,27,0,231,181,24,522,720,81,11,6,5,0,0,2,32,4,27,0,0,0,0,0,11,29,0,3,0,0,653,3,0,0,17,0,0,5,66,12,0,0,1,103,2,3,1,102,20,12,0,0,2,0,0,0,0,0,1,79,2025-06-29T12:10:03.285444Z
2850103,Shqipe,0,786,564,206,698,0,0,0,452,211,116,13,3,2,0,0,0,0,0,283,0,0,8,21,0,22,1,0,0,0,0,48,299,1,14,0,1,0,2,0,7,0,7,16,329,2,18,0,230,79,8,0,0,0,0,6,0,0,0,4,87,2025-06-29T12:10:03.285444Z
