NumID,status_descr,status_details,playername,level,playerage,rank,InitSignUp,last_action,total_duration,total_units,Date Added
2803030,In federal jail permanently,Donation issues,9sz,4,78,Beginner Hoarder,7/24/2022 11:07:26 PM,7/29/2022 3:50:17 AM,74,days,10/11/2022 10:21:41 AM
2803034,In federal jail permanently,Account marked for deletion,RDRgamer,4,78,Inexperienced Nudist,7/24/2022 11:17:42 PM,7/27/2022 6:03:13 PM,76,days,10/11/2022 10:21:41 AM
2803134,In federal jail permanently,Account marked for deletion,JackMin,1,78,Absolute beginner Deserter,7/25/2022 8:42:56 AM,7/25/2022 9:13:20 AM,78,days,10/11/2022 10:21:41 AM
2803147,In federal jail permanently,Account marked for deletion,Pisto1,1,78,Absolute beginner Deserter,7/25/2022 9:44:58 AM,7/25/2022 9:46:21 AM,78,days,10/11/2022 10:21:41 AM
2803174,In federal jail permanently,Account marked for deletion,Giru,1,78,Absolute beginner Deserter,7/25/2022 11:19:00 AM,7/25/2022 11:20:31 AM,78,days,10/11/2022 10:21:41 AM
2803179,In federal jail permanently,Account marked for deletion,LICKBABY,3,78,Beginner Samaritan,7/25/2022 11:31:13 AM,7/29/2022 1:14:10 PM,74,days,10/11/2022 10:21:41 AM
2803181,In federal jail permanently,Account marked for deletion,Rapunzal,1,78,Absolute beginner Deserter,7/25/2022 11:34:12 AM,7/25/2022 11:47:02 AM,78,days,10/11/2022 10:21:41 AM
2803187,In federal jail permanently,Account marked for deletion,Upiran,1,78,Absolute beginner Deserter,7/25/2022 11:50:30 AM,7/25/2022 12:10:09 PM,78,days,10/11/2022 10:21:41 AM
2803190,In federal jail permanently,Account marked for deletion,Lazzo1,1,78,Absolute beginner Sage,7/25/2022 12:04:42 PM,7/29/2022 2:02:31 PM,74,days,10/11/2022 10:21:41 AM
2803203,In federal jail permanently,Account marked for deletion,Idiotsand,1,78,Absolute beginner Scavenger,7/25/2022 12:51:24 PM,9/14/2022 5:50:19 AM,27,days,10/11/2022 10:21:41 AM
2803253,In federal jail permanently,Account marked for deletion,Nik_bro,2,78,Beginner Nudist,7/25/2022 4:14:22 PM,7/28/2022 9:52:38 AM,75,days,10/11/2022 10:21:41 AM
2803275,In federal jail permanently,Account marked for deletion,Dalh,1,78,Absolute beginner Deserter,7/25/2022 5:23:45 PM,7/25/2022 5:38:18 PM,78,days,10/11/2022 10:21:41 AM
2803359,In federal jail permanently,Account marked for deletion,Sylwester,8,77,Rookie Trader,7/25/2022 10:20:05 PM,8/17/2022 3:11:13 PM,55,days,10/11/2022 10:21:41 AM
2803433,In federal jail permanently,Account marked for deletion,Multi_never_die,2,77,Beginner Nudist,7/26/2022 4:39:46 AM,7/26/2022 8:13:23 AM,77,days,10/11/2022 10:21:41 AM
2803617,In federal jail permanently,Account marked for deletion,Rick-_-Sanchez,8,77,Below average Alcoholic,7/26/2022 4:59:53 PM,8/24/2022 10:35:26 PM,47,days,10/11/2022 10:21:41 AM
2803681,In federal jail permanently,Account marked for deletion,Simiceh,1,76,Absolute beginner Sage,7/26/2022 9:10:56 PM,7/28/2022 11:22:03 AM,75,days,10/11/2022 10:21:41 AM
2803703,In federal jail permanently,Account marked for deletion,AgentButtcrack,2,76,Beginner Scavenger,7/26/2022 11:28:26 PM,7/29/2022 2:31:26 PM,74,days,10/11/2022 10:21:41 AM
2803738,In federal jail permanently,Account marked for deletion,pigpig,3,76,Inexperienced Nudist,7/27/2022 2:56:24 AM,7/29/2022 3:18:26 AM,74,days,10/11/2022 10:21:41 AM
2803760,In federal jail permanently,Account marked for deletion,LucasBra,1,76,Absolute beginner Deserter,7/27/2022 4:47:18 AM,7/27/2022 4:47:19 AM,76,days,10/11/2022 10:21:41 AM
2803761,In federal jail permanently,Account marked for deletion,LucasMafiaBra,1,76,Absolute beginner Deserter,7/27/2022 4:54:05 AM,7/27/2022 4:54:06 AM,76,days,10/11/2022 10:21:41 AM
2803775,In federal jail permanently,Account marked for deletion,Retrokal,1,76,Absolute beginner Deserter,7/27/2022 6:13:36 AM,7/27/2022 6:20:04 AM,76,days,10/11/2022 10:21:41 AM
2803930,In federal jail permanently,Account marked for deletion,leaper,3,76,Beginner Scavenger,7/27/2022 3:38:49 PM,8/16/2022 11:30:13 PM,55,days,10/11/2022 10:21:41 AM
2804011,In federal jail permanently,Account marked for deletion,tintguy,15,75,Novice Slayer,7/27/2022 8:11:34 PM,8/17/2022 5:41:30 PM,55,days,10/11/2022 10:21:41 AM
2804068,In federal jail permanently,Account marked for deletion,Geonbuk,1,75,Absolute beginner Deserter,7/27/2022 11:51:36 PM,7/28/2022 1:29:51 AM,75,days,10/11/2022 10:21:41 AM
2804117,In federal jail permanently,Account marked for deletion,Respic,1,75,Absolute beginner Deserter,7/28/2022 4:15:08 AM,7/28/2022 4:37:44 AM,75,days,10/11/2022 10:21:41 AM
2804131,In federal jail permanently,Account marked for deletion,Replican,1,75,Absolute beginner Socialite,7/28/2022 5:59:10 AM,7/28/2022 7:14:09 AM,75,days,10/11/2022 10:21:41 AM
2804166,In federal jail permanently,Account marked for deletion,RoBByEaar,1,75,Absolute beginner Deserter,7/28/2022 8:34:58 AM,7/28/2022 2:42:00 PM,75,days,10/11/2022 10:21:41 AM
2804181,In federal jail permanently,Account marked for deletion,hanby,1,75,Absolute beginner Deserter,7/28/2022 10:20:04 AM,7/28/2022 10:45:12 AM,75,days,10/11/2022 10:21:41 AM
2804186,In federal jail permanently,Account marked for deletion,Creed95,3,75,Inexperienced Samaritan,7/28/2022 10:45:44 AM,7/31/2022 7:58:20 AM,72,days,10/11/2022 10:21:41 AM
2804227,In federal jail permanently,Account marked for deletion,Connector,1,75,Beginner Nudist,7/28/2022 1:10:23 PM,8/3/2022 2:36:36 PM,69,days,10/11/2022 10:21:41 AM
2804262,In federal jail permanently,Account marked for deletion,idan,3,75,Beginner Trader,7/28/2022 3:45:04 PM,9/27/2022 2:22:56 PM,14,days,10/11/2022 10:21:41 AM
2804373,In federal jail permanently,Account marked for deletion,manolos,7,74,Below average Scavenger,7/28/2022 9:57:12 PM,9/23/2022 10:29:51 PM,17,days,10/11/2022 10:21:41 AM
2804392,In federal jail permanently,Account marked for deletion,Mr_unreal,3,74,Beginner Nudist,7/28/2022 11:11:56 PM,7/30/2022 10:48:11 PM,72,days,10/11/2022 10:21:41 AM
2804463,In federal jail permanently,Staff see notes,RedHk,1,74,Absolute beginner Deserter,7/29/2022 4:46:06 AM,7/29/2022 4:49:41 AM,74,days,10/11/2022 10:21:41 AM
2804472,In federal jail permanently,Account marked for deletion,BigDQ,1,74,Absolute beginner Deserter,7/29/2022 5:17:09 AM,7/29/2022 5:45:21 AM,74,days,10/11/2022 10:21:41 AM
2804473,In federal jail permanently,Account marked for deletion,Red_-Reddington,5,74,Inexperienced Nudist,7/29/2022 5:46:40 AM,8/6/2022 5:41:45 PM,66,days,10/11/2022 10:21:41 AM
2804488,In federal jail permanently,Account marked for deletion,Mackleless,11,74,Average Samaritan,7/29/2022 7:09:45 AM,8/21/2022 1:41:22 PM,51,days,10/11/2022 10:21:41 AM
2804490,In federal jail permanently,Account marked for deletion,Sucodex,3,74,Inexperienced Nudist,7/29/2022 7:12:52 AM,8/9/2022 7:53:42 PM,62,days,10/11/2022 10:21:41 AM
2804507,In federal jail permanently,Account marked for deletion,DirtyDumper,1,74,Absolute beginner Deserter,7/29/2022 8:51:10 AM,7/30/2022 4:22:26 AM,73,days,10/11/2022 10:21:41 AM
2804525,In federal jail permanently,Account marked for deletion,T-sexteenine69,2,74,Beginner Nudist,7/29/2022 10:12:30 AM,7/31/2022 7:50:46 AM,72,days,10/11/2022 10:21:41 AM
2804550,In federal jail permanently,Staff see notes,Avajos,1,74,Absolute beginner Sage,7/29/2022 12:14:05 PM,10/6/2022 11:38:07 AM,5,days,10/11/2022 10:21:41 AM
2804557,In federal jail permanently,Account marked for deletion,Karinta,1,74,Absolute beginner Deserter,7/29/2022 12:39:50 PM,7/29/2022 12:49:17 PM,74,days,10/11/2022 10:21:41 AM
2804574,In federal jail permanently,Staff see notes,Missdinah,1,74,Absolute beginner Druggy,7/29/2022 1:23:09 PM,8/19/2022 9:55:57 PM,52,days,10/11/2022 10:21:41 AM
2804576,In federal jail permanently,Account marked for deletion,RedKeep123,1,74,Absolute beginner Deserter,7/29/2022 1:28:26 PM,7/29/2022 1:28:27 PM,74,days,10/11/2022 10:21:41 AM
2804578,In federal jail permanently,Account marked for deletion,Fericks,1,74,Absolute beginner Deserter,7/29/2022 1:32:09 PM,7/29/2022 1:36:46 PM,74,days,10/11/2022 10:21:41 AM
2804593,In federal jail permanently,Account marked for deletion,Yeappy,1,74,Absolute beginner Deserter,7/29/2022 2:27:29 PM,7/29/2022 2:38:45 PM,74,days,10/11/2022 10:21:41 AM
2804594,In federal jail permanently,Account marked for deletion,fhjab,1,74,Absolute beginner Samaritan,7/29/2022 2:32:07 PM,7/30/2022 2:01:12 PM,73,days,10/11/2022 10:21:41 AM
2804597,In federal jail permanently,Account marked for deletion,huihnu,1,74,Absolute beginner Deserter,7/29/2022 2:36:25 PM,7/29/2022 2:47:52 PM,74,days,10/11/2022 10:21:41 AM
2804599,In federal jail permanently,Account marked for deletion,Slugjdo1,1,74,Absolute beginner Deserter,7/29/2022 2:47:34 PM,7/29/2022 2:53:24 PM,74,days,10/11/2022 10:21:41 AM
2804611,In federal jail permanently,Account marked for deletion,-Turner,1,74,Absolute beginner Deserter,7/29/2022 3:13:05 PM,7/29/2022 4:18:41 PM,74,days,10/11/2022 10:21:41 AM
2804629,In federal jail permanently,Account marked for deletion,Kiko196,3,74,Beginner Nudist,7/29/2022 4:28:37 PM,8/1/2022 3:25:20 PM,71,days,10/11/2022 10:21:41 AM
2804631,In federal jail permanently,Account marked for deletion,Fulta,1,74,Absolute beginner Deserter,7/29/2022 4:30:23 PM,7/29/2022 4:35:22 PM,74,days,10/11/2022 10:21:41 AM
2804637,In federal jail permanently,Account marked for deletion,Dexare,1,74,Absolute beginner Deserter,7/29/2022 4:52:13 PM,7/29/2022 5:01:26 PM,74,days,10/11/2022 10:21:41 AM
2804643,In federal jail permanently,Account marked for deletion,Laxent,1,74,Absolute beginner Deserter,7/29/2022 5:07:31 PM,7/29/2022 5:08:33 PM,74,days,10/11/2022 10:21:41 AM
2804650,In federal jail permanently,Account marked for deletion,Emma_77,1,74,Absolute beginner Deserter,7/29/2022 5:17:26 PM,7/29/2022 5:37:25 PM,74,days,10/11/2022 10:21:41 AM
2804675,In federal jail permanently,Account marked for deletion,Deskans,1,74,Absolute beginner Deserter,7/29/2022 6:59:21 PM,7/29/2022 7:53:12 PM,73,days,10/11/2022 10:21:41 AM
2804679,In federal jail permanently,Account marked for deletion,KevinG169961,10,74,Rookie Trader,7/29/2022 7:17:10 PM,8/20/2022 2:25:46 AM,52,days,10/11/2022 10:21:41 AM
2804729,In federal jail permanently,Account marked for deletion,ElizabethCross,2,73,Inexperienced Samaritan,7/29/2022 9:37:11 PM,7/31/2022 8:11:46 AM,72,days,10/11/2022 10:21:41 AM
2804739,In federal jail permanently,Account marked for deletion,boytaken,3,73,Beginner Nudist,7/29/2022 10:09:01 PM,7/30/2022 11:18:01 PM,72,days,10/11/2022 10:21:41 AM
2804821,In federal jail permanently,Account marked for deletion,RexCop,1,73,Absolute beginner Deserter,7/30/2022 5:48:20 AM,7/30/2022 5:56:43 AM,73,days,10/11/2022 10:21:41 AM
2804828,In federal jail permanently,Account marked for deletion,Terinah,1,73,Absolute beginner Deserter,7/30/2022 6:15:13 AM,7/30/2022 6:16:18 AM,73,days,10/11/2022 10:21:41 AM
2804846,In federal jail permanently,Account marked for deletion,ReKeep,1,73,Absolute beginner Deserter,7/30/2022 7:53:09 AM,7/30/2022 7:56:50 AM,73,days,10/11/2022 10:21:41 AM
2804892,In federal jail permanently,Account marked for deletion,Descrintion,1,73,Absolute beginner Deserter,7/30/2022 10:49:23 AM,7/30/2022 10:52:07 AM,73,days,10/11/2022 10:21:41 AM
2804929,In federal jail permanently,Account marked for deletion,Miss_Rose,4,73,Beginner Socialite,7/30/2022 1:02:48 PM,8/5/2022 11:34:54 AM,67,days,10/11/2022 10:21:41 AM
2804943,In federal jail permanently,Account marked for deletion,RedZep,1,73,Absolute beginner Deserter,7/30/2022 2:09:22 PM,7/30/2022 2:11:39 PM,73,days,10/11/2022 10:21:41 AM
2804980,In federal jail permanently,Account marked for deletion,Esayj,2,73,Beginner Nudist,7/30/2022 4:46:33 PM,8/3/2022 7:59:50 AM,69,days,10/11/2022 10:21:41 AM
2804982,In federal jail permanently,Account marked for deletion,Kisson,1,73,Absolute beginner Deserter,7/30/2022 4:52:37 PM,7/30/2022 4:56:12 PM,73,days,10/11/2022 10:21:41 AM
2804983,In federal jail permanently,Account marked for deletion,Arinacb3,5,73,Inexperienced Nudist,7/30/2022 4:59:55 PM,8/6/2022 11:02:09 AM,66,days,10/11/2022 10:21:41 AM
2805012,In federal jail permanently,Account marked for deletion,Malissy,1,73,Absolute beginner Deserter,7/30/2022 6:38:00 PM,7/30/2022 6:39:07 PM,73,days,10/11/2022 10:21:41 AM
2805113,In federal jail permanently,Account marked for deletion,Nara404,15,72,Reasonable Slayer,7/31/2022 12:56:06 AM,8/8/2022 8:51:33 AM,64,days,10/11/2022 10:21:41 AM
2805220,In federal jail permanently,Account marked for deletion,Maister,1,72,Absolute beginner Deserter,7/31/2022 8:42:45 AM,7/31/2022 8:46:58 AM,72,days,10/11/2022 10:21:41 AM
2805233,In federal jail permanently,Account marked for deletion,Falmosi,1,72,Absolute beginner Deserter,7/31/2022 9:40:54 AM,7/31/2022 9:43:13 AM,72,days,10/11/2022 10:21:41 AM
2805240,In federal jail permanently,Account marked for deletion,Etios_07,1,72,Absolute beginner Deserter,7/31/2022 10:07:05 AM,7/31/2022 10:18:37 AM,72,days,10/11/2022 10:21:41 AM
2805268,In federal jail permanently,Account marked for deletion,FistOfOne,1,72,Absolute beginner Deserter,7/31/2022 11:54:15 AM,7/31/2022 11:57:38 AM,72,days,10/11/2022 10:21:41 AM
2805280,In federal jail permanently,Account marked for deletion,Suzan_83,1,72,Absolute beginner Deserter,7/31/2022 12:24:08 PM,7/31/2022 2:59:53 PM,72,days,10/11/2022 10:21:41 AM
2805394,In federal jail permanently,Account marked for deletion,RedRox,1,72,Absolute beginner Deserter,7/31/2022 5:43:04 PM,7/31/2022 6:04:28 PM,72,days,10/11/2022 10:21:41 AM
2805515,In federal jail permanently,Account marked for deletion,DarealLihitta,3,71,Beginner Trader,8/1/2022 1:46:26 AM,8/11/2022 2:24:36 AM,61,days,10/11/2022 10:21:41 AM
2805558,In federal jail permanently,Account marked for deletion,Toshai,1,71,Absolute beginner Deserter,8/1/2022 5:38:01 AM,8/1/2022 5:38:02 AM,71,days,10/11/2022 10:21:41 AM
2805572,In federal jail permanently,Account marked for deletion,kalaysoe,10,71,Novice Slayer,8/1/2022 6:12:05 AM,8/3/2022 5:03:28 PM,69,days,10/11/2022 10:21:41 AM
2805591,In federal jail permanently,Account marked for deletion,SKD001,10,71,Novice Samaritan,8/1/2022 7:25:47 AM,8/16/2022 2:57:16 PM,56,days,10/11/2022 10:21:41 AM
2805673,In federal jail permanently,Account marked for deletion,freezing005,2,71,Beginner Scavenger,8/1/2022 12:02:55 PM,8/2/2022 9:01:57 AM,70,days,10/11/2022 10:21:41 AM
2805813,In federal jail permanently,Account marked for deletion,keniax3,4,70,Inexperienced Nudist,8/1/2022 8:25:02 PM,8/27/2022 12:23:30 AM,45,days,10/11/2022 10:21:41 AM
2805880,In federal jail permanently,Account marked for deletion,DaddysMini,4,70,Novice Samaritan,8/2/2022 12:36:57 AM,8/26/2022 9:11:40 PM,45,days,10/11/2022 10:21:41 AM
2805901,In federal jail permanently,Multiple accounts,TiredSaladlego3,1,70,Absolute beginner Socialite,8/2/2022 2:23:44 AM,8/2/2022 4:27:11 PM,70,days,10/11/2022 10:21:41 AM
2805986,In federal jail permanently,Account marked for deletion,Deseri,8,70,Rookie Samaritan,8/2/2022 8:46:22 AM,8/17/2022 11:33:50 AM,55,days,10/11/2022 10:21:41 AM
2806002,In federal jail permanently,Account marked for deletion,ForeverSaturday,10,70,Rookie Outcast,8/2/2022 9:59:58 AM,8/17/2022 5:59:37 AM,55,days,10/11/2022 10:21:41 AM
2806097,In federal jail permanently,Account marked for deletion,Plebsy,9,70,Novice Boxer,8/2/2022 2:39:40 PM,8/13/2022 3:23:03 AM,59,days,10/11/2022 10:21:41 AM
2806150,In federal jail permanently,Account marked for deletion,HighSparrow,1,70,Absolute beginner Deserter,8/2/2022 5:31:50 PM,8/2/2022 5:34:57 PM,70,days,10/11/2022 10:21:41 AM
2806162,In federal jail permanently,Account marked for deletion,kalaant,2,70,Beginner Alcoholic,8/2/2022 6:06:29 PM,8/9/2022 7:27:22 PM,63,days,10/11/2022 10:21:41 AM
2806188,In federal jail permanently,Account marked for deletion,snoookie,12,69,Below average Alcoholic,8/2/2022 7:37:13 PM,8/22/2022 3:17:21 AM,50,days,10/11/2022 10:21:41 AM
2806267,In federal jail permanently,Account marked for deletion,JoeyTheMenace,3,69,Beginner Nudist,8/3/2022 3:06:22 AM,8/14/2022 2:48:48 AM,58,days,10/11/2022 10:21:41 AM
2806309,In federal jail permanently,Staff see notes,dr_rage,5,69,Inexperienced Nudist,8/3/2022 7:45:03 AM,9/1/2022 7:48:55 PM,39,days,10/11/2022 10:21:41 AM
2806322,In federal jail permanently,Account marked for deletion,king_slyer,5,69,Beginner Samaritan,8/3/2022 8:37:51 AM,9/1/2022 10:56:28 AM,40,days,10/11/2022 10:21:41 AM
2806355,In federal jail permanently,Account marked for deletion,Kalachasma,2,69,Beginner Alcoholic,8/3/2022 11:05:12 AM,8/9/2022 8:00:47 PM,62,days,10/11/2022 10:21:41 AM
2806388,In federal jail permanently,Account marked for deletion,Resiproca,1,69,Absolute beginner Deserter,8/3/2022 1:29:04 PM,8/3/2022 1:30:14 PM,69,days,10/11/2022 10:21:41 AM
2806402,In federal jail permanently,Account marked for deletion,Kotori81,1,69,Absolute beginner Deserter,8/3/2022 2:02:38 PM,8/3/2022 2:27:32 PM,69,days,10/11/2022 10:21:41 AM
2806407,In federal jail permanently,Account marked for deletion,Dana91835,1,69,Absolute beginner Deserter,8/3/2022 2:26:11 PM,8/3/2022 2:26:13 PM,69,days,10/11/2022 10:21:41 AM
2806408,In federal jail permanently,Account marked for deletion,Dana_121204,7,69,Rookie Merchant,8/3/2022 2:34:03 PM,8/13/2022 8:31:29 AM,59,days,10/11/2022 10:21:41 AM
2806460,In federal jail permanently,Account marked for deletion,Felinei,1,69,Absolute beginner Deserter,8/3/2022 5:16:37 PM,8/3/2022 5:17:40 PM,69,days,10/11/2022 10:21:41 AM
2806586,In federal jail permanently,Account marked for deletion,AlJegir,1,68,Absolute beginner Deserter,8/4/2022 3:07:32 AM,8/4/2022 3:16:51 AM,68,days,10/11/2022 10:21:41 AM
2806587,In federal jail permanently,Account marked for deletion,vFlapzV,13,68,Below average Nudist,8/4/2022 3:09:09 AM,8/8/2022 12:43:00 AM,64,days,10/11/2022 10:21:41 AM
2806589,In federal jail permanently,Account marked for deletion,Hjj,1,68,Absolute beginner Deserter,8/4/2022 3:15:03 AM,8/4/2022 3:15:04 AM,68,days,10/11/2022 10:21:41 AM
2806592,In federal jail permanently,Account marked for deletion,Jjwje,1,68,Absolute beginner Deserter,8/4/2022 3:17:23 AM,8/4/2022 3:17:24 AM,68,days,10/11/2022 10:21:41 AM
2806621,In federal jail permanently,Account marked for deletion,RedBeast1,1,68,Absolute beginner Deserter,8/4/2022 4:52:26 AM,8/4/2022 5:14:49 AM,68,days,10/11/2022 10:21:41 AM
2806627,In federal jail permanently,Account marked for deletion,Naini,1,68,Absolute beginner Deserter,8/4/2022 5:24:45 AM,8/4/2022 5:27:03 AM,68,days,10/11/2022 10:21:41 AM
2806651,In federal jail permanently,Account marked for deletion,Kotori0905,7,68,Rookie Merchant,8/4/2022 7:31:20 AM,8/13/2022 8:22:07 AM,59,days,10/11/2022 10:21:41 AM
2806658,In federal jail permanently,Account marked for deletion,an0s,1,68,Absolute beginner Outcast,8/4/2022 7:49:46 AM,9/4/2022 10:11:58 AM,37,days,10/11/2022 10:21:41 AM
2806694,In federal jail permanently,Account marked for deletion,KingxT,2,68,Beginner Alcoholic,8/4/2022 10:15:05 AM,8/10/2022 6:46:46 AM,62,days,10/11/2022 10:21:41 AM
2806893,In federal jail permanently,Account marked for deletion,GaandG,2,67,Beginner Nudist,8/4/2022 10:56:19 PM,8/10/2022 6:38:24 AM,62,days,10/11/2022 10:21:41 AM
2806940,In federal jail permanently,Account marked for deletion,Mandett,1,67,Absolute beginner Deserter,8/5/2022 4:07:50 AM,8/5/2022 4:55:20 AM,67,days,10/11/2022 10:21:41 AM
2806967,In federal jail permanently,Staff see notes,Spacebar098,1,67,Absolute beginner Citizen,8/5/2022 5:49:36 AM,10/11/2022 12:27:31 PM,7,hours,10/11/2022 10:21:41 AM
2806979,In federal jail permanently,Account marked for deletion,DanKash,1,67,Absolute beginner Deserter,8/5/2022 6:40:30 AM,8/5/2022 6:45:29 AM,67,days,10/11/2022 10:21:41 AM
2806998,In federal jail permanently,Account marked for deletion,Gantin,1,67,Absolute beginner Deserter,8/5/2022 7:43:24 AM,8/5/2022 7:44:38 AM,67,days,10/11/2022 10:21:41 AM
2807000,In federal jail permanently,Account marked for deletion,Soxy,1,67,Absolute beginner Deserter,8/5/2022 7:50:50 AM,8/5/2022 7:54:03 AM,67,days,10/11/2022 10:21:41 AM
2807001,In federal jail permanently,Account marked for deletion,Soxy11,1,67,Absolute beginner Deserter,8/5/2022 7:57:06 AM,8/5/2022 7:58:09 AM,67,days,10/11/2022 10:21:41 AM
2807005,In federal jail permanently,Account marked for deletion,RedFist,1,67,Absolute beginner Deserter,8/5/2022 8:17:29 AM,8/5/2022 8:26:45 AM,67,days,10/11/2022 10:21:41 AM
2807017,In federal jail permanently,Staff see notes,Crazy_Horse,1,67,Absolute beginner Deserter,8/5/2022 9:07:57 AM,8/5/2022 9:46:56 AM,67,days,10/11/2022 10:21:41 AM
2807025,In federal jail permanently,Account marked for deletion,Hash_King,1,67,Absolute beginner Deserter,8/5/2022 9:54:23 AM,8/5/2022 11:02:55 AM,67,days,10/11/2022 10:21:41 AM
2807058,In federal jail permanently,Staff see notes,Kaolaa,1,67,Absolute beginner Deserter,8/5/2022 12:35:02 PM,8/5/2022 12:37:12 PM,67,days,10/11/2022 10:21:41 AM
2807074,In federal jail permanently,Account marked for deletion,Deznga,1,67,Absolute beginner Deserter,8/5/2022 1:28:53 PM,8/5/2022 1:30:31 PM,67,days,10/11/2022 10:21:41 AM
2807080,In federal jail permanently,Staff see notes,Jeremy_11,1,67,Absolute beginner Deserter,8/5/2022 1:44:56 PM,8/5/2022 1:56:46 PM,67,days,10/11/2022 10:21:41 AM
2807083,In federal jail permanently,Account marked for deletion,Xinping,1,67,Absolute beginner Deserter,8/5/2022 2:01:57 PM,8/5/2022 3:10:31 PM,67,days,10/11/2022 10:21:41 AM
2807359,In federal jail permanently,Account marked for deletion,tornC1ty,4,66,Rookie Loser,8/6/2022 10:26:39 AM,8/18/2022 1:57:06 PM,54,days,10/11/2022 10:21:41 AM
2807373,In federal jail permanently,Account marked for deletion,Zigana,1,66,Absolute beginner Deserter,8/6/2022 11:22:25 AM,8/6/2022 11:30:55 AM,66,days,10/11/2022 10:21:41 AM
2807437,In federal jail permanently,Account marked for deletion,CrazyBuilder,1,66,Absolute beginner Deserter,8/6/2022 3:15:25 PM,8/6/2022 3:32:12 PM,66,days,10/11/2022 10:21:41 AM
2807478,In federal jail permanently,Account marked for deletion,Morphic,1,66,Absolute beginner Deserter,8/6/2022 5:39:44 PM,8/6/2022 5:42:20 PM,66,days,10/11/2022 10:21:41 AM
2807488,In federal jail permanently,Account marked for deletion,Latvija,3,66,Inexperienced Nudist,8/6/2022 6:06:52 PM,8/9/2022 8:33:41 PM,62,days,10/11/2022 10:21:41 AM
2807590,In federal jail permanently,Account marked for deletion,Mr_Black6514,1,65,Absolute beginner Deserter,8/7/2022 2:56:44 AM,8/7/2022 6:17:56 AM,65,days,10/11/2022 10:21:41 AM
2807629,In federal jail permanently,Account marked for deletion,Sammyyyyyyyyy,1,65,Absolute beginner Punchbag,8/7/2022 6:21:38 AM,8/8/2022 10:12:49 AM,64,days,10/11/2022 10:21:41 AM
2807636,In federal jail permanently,Account marked for deletion,CrazyBeast,1,65,Absolute beginner Deserter,8/7/2022 6:35:29 AM,8/7/2022 6:37:53 AM,65,days,10/11/2022 10:21:41 AM
2807723,In federal jail permanently,Account marked for deletion,Pelis,1,65,Absolute beginner Deserter,8/7/2022 11:28:24 AM,8/7/2022 11:33:39 AM,65,days,10/11/2022 10:21:41 AM
2807816,In federal jail permanently,Account marked for deletion,Pigpog,2,65,Beginner Deserter,8/7/2022 4:56:50 PM,8/7/2022 5:36:33 PM,65,days,10/11/2022 10:21:41 AM
2808011,In federal jail permanently,Account marked for deletion,Balungi,1,64,Absolute beginner Deserter,8/8/2022 6:13:25 AM,8/8/2022 6:16:35 AM,64,days,10/11/2022 10:21:41 AM
2808038,In federal jail permanently,Account marked for deletion,Richee,5,64,Inexperienced Samaritan,8/8/2022 8:20:27 AM,8/17/2022 12:03:14 PM,55,days,10/11/2022 10:21:41 AM
2808053,In federal jail permanently,Account marked for deletion,phoenixsdestiny,5,64,Inexperienced Nudist,8/8/2022 9:36:15 AM,9/21/2022 10:36:18 PM,19,days,10/11/2022 10:21:41 AM
2808064,In federal jail permanently,Account marked for deletion,thatguY69,3,64,Beginner Deserter,8/8/2022 10:25:49 AM,8/8/2022 4:20:32 PM,64,days,10/11/2022 10:21:41 AM
2808066,In federal jail permanently,Account marked for deletion,againer,12,64,Below average Nudist,8/8/2022 10:38:16 AM,9/21/2022 11:03:53 AM,20,days,10/11/2022 10:21:41 AM
2808077,In federal jail permanently,Account marked for deletion,Toms776,3,64,Beginner Deserter,8/8/2022 11:05:11 AM,8/8/2022 6:15:45 PM,64,days,10/11/2022 10:21:41 AM
2808120,In federal jail permanently,Account marked for deletion,welfer,3,64,Beginner Nudist,8/8/2022 1:15:58 PM,8/9/2022 4:29:20 PM,63,days,10/11/2022 10:21:41 AM
2808264,In federal jail permanently,Account marked for deletion,Crnogorac,7,63,Rookie Trader,8/8/2022 9:10:01 PM,9/6/2022 10:02:25 PM,34,days,10/11/2022 10:21:41 AM
2808341,In federal jail permanently,Account marked for deletion,LilSmokes,3,63,Beginner Nudist,8/9/2022 4:21:13 AM,8/9/2022 10:10:36 PM,62,days,10/11/2022 10:21:41 AM
2808426,In federal jail permanently,Account marked for deletion,Clarissa_6192,4,63,Inexperienced Scavenger,8/9/2022 11:29:10 AM,8/13/2022 8:22:21 AM,59,days,10/11/2022 10:21:41 AM
2808586,In federal jail permanently,Account marked for deletion,Oskars26,4,62,Inexperienced Nudist,8/9/2022 7:55:43 PM,8/12/2022 6:57:15 AM,60,days,10/11/2022 10:21:41 AM
2808732,In federal jail permanently,Staff see notes,Rubywilson,1,62,Absolute beginner Deserter,8/10/2022 7:00:26 AM,8/18/2022 11:59:27 AM,54,days,10/11/2022 10:21:41 AM
2808757,In federal jail permanently,Account marked for deletion,Blowmypooh,8,62,Novice Alcoholic,8/10/2022 8:55:30 AM,8/27/2022 3:41:34 PM,45,days,10/11/2022 10:21:41 AM
2808789,In federal jail permanently,Account marked for deletion,Tornator88,2,62,Beginner Deserter,8/10/2022 11:32:54 AM,8/10/2022 11:57:35 PM,61,days,10/11/2022 10:21:41 AM
