Name,UID,Level,Faction,FID,State,Until,Friends,Enemies,Karma,ForumPosts,Details,Description,Date,Observed,Networth,Played,Stats
Goodwill_93,4237073,4,None,0,Federal,1875916800,0,0,0,0,Account marked for deletion,In federal jail permanently,2026-09-17,1789632024,21018558,48159,207
Good_Jeans,4271577,4,None,0,Federal,1875916800,1,0,0,0,Account marked for deletion,In federal jail permanently,2026-09-17,1789632024,711743,10836,1121
Good_Night,2329962,1,None,0,Federal,1875916800,0,0,0,0,Account marked for deletion,In federal jail permanently,2026-09-17,1789632024,750,554,26
Google15,4195548,3,None,0,Federal,1875916800,1,0,0,0,Account marked for deletion,In federal jail permanently,2026-09-17,1789632024,450233,4380,506
goon2kidz,3821248,1,None,0,Federal,1875916800,0,0,0,0,Staff see notes,In federal jail permanently,2026-09-17,1789632024,750,120,26
Goonther,3865971,1,None,0,Federal,1875916800,1,0,0,0,Account marked for deletion,In federal jail permanently,2026-09-17,1789632024,750,1320,923
Goonzzz786,4474472,2,None,0,Federal,1875916800,1,0,0,0,Account marked for deletion,In federal jail permanently,2026-09-17,1789632024,750,903,26
GooseJ,3245567,3,None,0,Federal,1875916800,0,0,0,1,Account marked for deletion,In federal jail permanently,2026-09-17,1789632024,53765,5082,6176
Gop,4137879,2,None,0,Federal,1875916800,0,0,0,0,Donation issues,In federal jail permanently,2026-09-17,1789632024,21428,12056,3103
Gorge7,3460584,3,None,0,Federal,1875916800,0,0,0,0,Account marked for deletion,In federal jail permanently,2026-09-17,1789632024,38692,9271,76
GorgeusBetch,4049524,2,None,0,Federal,1875916800,0,0,0,0,Account marked for deletion,In federal jail permanently,2026-09-17,1789632024,750,60,117
Gorokinda,3874037,1,None,0,Federal,1875916800,0,0,0,0,Account marked for deletion,In federal jail permanently,2026-09-17,1789632024,750,60,1331
Gorxina,4244926,1,None,0,Federal,1875916800,0,0,0,0,Account marked for deletion,In federal jail permanently,2026-09-17,1789632024,750,0,766
Goryzx,4327194,2,None,0,Federal,1875916800,0,0,0,0,Account marked for deletion,In federal jail permanently,2026-09-17,1789632024,1695980,11211,368
gostavoe,3730795,1,None,0,Federal,1875916800,0,0,0,0,Account marked for deletion,In federal jail permanently,2026-09-17,1789632024,3668,360,26
Gotdone,4242726,1,None,0,Federal,1875916800,0,0,0,0,Account marked for deletion,In federal jail permanently,2026-09-17,1789632024,750,300,26
Gotfedded2,4244024,1,None,0,Federal,1875916800,0,0,0,1,Account marked for deletion,In federal jail permanently,2026-09-17,1789632024,750,1025,923
gotgiant,3843380,6,None,0,Federal,1875916800,1,0,0,0,Account marked for deletion,In federal jail permanently,2026-09-17,1789632024,495277,83185,0
GothBaby,4231521,5,None,0,Federal,1875916800,1,0,0,1,Account marked for deletion,In federal jail permanently,2026-09-17,1789632024,1238811,4260,0
GothicAnnie,1830231,10,None,0,Federal,1875916800,2,0,0,0,Account marked for deletion,In federal jail permanently,2026-09-17,1789632024,915425,23488,0
goto91,4349732,1,None,0,Federal,1875916800,0,0,0,0,Account marked for deletion,In federal jail permanently,2026-09-17,1789632024,750,676,0
Gottrox-NDhead,3671287,41,None,0,Fallen,0,27,5,0,18,Resting in Peace,Fallen,2026-09-17,1789632024,4855503264,2666774,0
Got_Energy_150,3813297,2,None,0,Federal,1875916800,0,0,0,0,Account marked for deletion,In federal jail permanently,2026-09-17,1789632024,17212,12352,0
Gourav2004,3940225,5,None,0,Federal,1875916800,1,0,0,0,Account marked for deletion,In federal jail permanently,2026-09-17,1789632024,3666144,22071,0
GovernorVicenzo,3915389,3,None,0,Federal,1875916800,1,0,0,0,Account marked for deletion,In federal jail permanently,2026-09-17,1789632024,20032097,42355,0
Govindkhileri,4501276,3,None,0,Federal,1875916800,1,0,0,0,Account marked for deletion,In federal jail permanently,2026-09-17,1789632024,276242,1182,26
Goyim_Know,3882532,1,None,0,Federal,1875916800,0,0,0,0,Account marked for deletion,In federal jail permanently,2026-09-17,1789632024,750,896,0
GR1MACE,3935761,12,None,0,Federal,1875916800,1,0,0,0,Account marked for deletion,In federal jail permanently,2026-09-17,1789632024,1589060,38867,0
gr488rweg,4135420,1,None,0,Federal,1875916800,0,0,0,0,Account marked for deletion,In federal jail permanently,2026-09-17,1789632024,0,0,0
Grace,3225331,92,None,0,Federal,1875916800,165,12,62,79,Staff see notes,In federal jail permanently,2026-09-17,1789632024,6288537960,10231278,983517955
Grace78669,4137039,1,None,0,Federal,1875916800,0,0,0,0,Staff see notes,In federal jail permanently,2026-09-17,1789632024,750,0,0
Grace837003,4114296,1,None,0,Federal,1875916800,0,0,0,0,Staff see notes,In federal jail permanently,2026-09-17,1789632024,750,0,0
Grace_TH,3981734,10,None,0,Federal,1875916800,5,0,0,0,Account marked for deletion,In federal jail permanently,2026-09-17,1789632024,1061020,78806,0
Gracia255554,4151516,1,None,0,Federal,1875916800,0,0,0,0,Staff see notes,In federal jail permanently,2026-09-17,1789632024,750,0,0
Gracia682254,4111251,1,None,0,Federal,1875916800,0,0,0,0,Staff see notes,In federal jail permanently,2026-09-17,1789632024,750,0,0
Gracia769084,4110739,1,None,0,Federal,1875916800,0,0,0,0,Staff see notes,In federal jail permanently,2026-09-17,1789632024,750,0,0
Gracia873438,4135661,1,None,0,Federal,1875916800,0,0,0,0,Staff see notes,In federal jail permanently,2026-09-17,1789632024,750,0,766
Gracie113488,4102413,1,None,0,Federal,1875916800,0,0,0,0,Staff see notes,In federal jail permanently,2026-09-17,1789632024,750,0,766
Gracie652435,4146679,1,None,0,Federal,1875916800,0,0,0,0,Staff see notes,In federal jail permanently,2026-09-17,1789632024,750,0,766
Gracie688306,4105418,1,None,0,Federal,1875916800,0,0,0,0,Staff see notes,In federal jail permanently,2026-09-17,1789632024,750,0,766
Gracie856850,4151451,1,None,0,Federal,1875916800,0,0,0,0,Staff see notes,In federal jail permanently,2026-09-17,1789632024,750,0,766
Gracieb,3928789,16,None,0,Federal,1875916800,3,0,0,0,Account marked for deletion,In federal jail permanently,2026-09-17,1789632024,185939460,157085,25998
gracieeee,4238409,3,None,0,Federal,1875916800,1,0,0,0,Account marked for deletion,In federal jail permanently,2026-09-17,1789632024,248077,1190,144
Grahamchilzi,4159529,1,None,0,Federal,1875916800,0,0,0,0,Account marked for deletion,In federal jail permanently,2026-09-17,1789632024,0,0,766
Grahamchilzy,4159541,1,None,0,Federal,1875916800,0,0,0,0,Account marked for deletion,In federal jail permanently,2026-09-17,1789632024,750,0,766
Gramcner,3953398,4,None,0,Federal,1875916800,0,0,0,0,Account marked for deletion,In federal jail permanently,2026-09-17,1789632024,1567300,480,26
grandion,4038752,1,None,0,Federal,1875916800,0,0,0,0,Account marked for deletion,In federal jail permanently,2026-09-17,1789632024,750,0,766
GrandLakeCasino,3339577,1,None,0,Federal,1875916800,0,0,0,0,Account marked for deletion,In federal jail permanently,2026-09-17,1789632024,21581,8578,12666
GrandmaLover,4035218,2,None,0,Federal,1875916800,0,0,0,0,Account marked for deletion,In federal jail permanently,2026-09-17,1789632024,295131,7610,119
Grandpastealing,4306971,1,None,0,Federal,1875916800,0,0,0,0,Account marked for deletion,In federal jail permanently,2026-09-17,1789632024,571,846,26
GrandPops,3825159,1,None,0,Federal,1875916800,0,0,0,0,Account marked for deletion,In federal jail permanently,2026-09-17,1789632024,200750,1480,250
GrandtoshYT,2385671,5,None,0,Federal,1847145600,0,0,0,0,Account held until further notice,In federal jail temporarily,2026-09-17,1789632024,93907,120,47018
GrandUnifier,4084158,3,None,0,Federal,1875916800,0,0,1,1,Account marked for deletion,In federal jail permanently,2026-09-17,1789632024,-195164,10454,99
Grandzero,4264159,9,None,0,Federal,1875916800,1,0,0,0,Account marked for deletion,In federal jail permanently,2026-09-17,1789632024,4786872,21664,26
granny-1954,4030764,10,None,0,Federal,1875916800,0,0,0,0,Account marked for deletion,In federal jail permanently,2026-09-17,1789632024,12445,7426,15316
GrannyOG1042,4344137,1,None,0,Federal,1875916800,0,0,0,0,Account marked for deletion,In federal jail permanently,2026-09-17,1789632024,750,0,766
Grantmegood,3944960,2,None,0,Federal,1875916800,0,0,0,0,Account marked for deletion,In federal jail permanently,2026-09-17,1789632024,297291,35991,1492
Granttheft23,4239435,3,None,0,Federal,1875916800,1,0,0,0,Account marked for deletion,In federal jail permanently,2026-09-17,1789632024,321139,7881,26
grappoes,3807536,1,None,0,Federal,1875916800,0,0,0,0,Account marked for deletion,In federal jail permanently,2026-09-17,1789632024,28623,420,26
Grata329732,4103783,1,None,0,Federal,1875916800,0,0,0,0,Staff see notes,In federal jail permanently,2026-09-17,1789632024,750,0,766
Grata392347,4108891,1,None,0,Federal,1875916800,0,0,0,0,Staff see notes,In federal jail permanently,2026-09-17,1789632024,750,0,766
Gratia18045,4132191,1,None,0,Federal,1875916800,0,0,0,0,Staff see notes,In federal jail permanently,2026-09-17,1789632024,750,0,766
Gratia204123,4151538,1,None,0,Federal,1875916800,0,0,0,0,Staff see notes,In federal jail permanently,2026-09-17,1789632024,750,0,766
Gratia293144,4134462,1,None,0,Federal,1875916800,0,0,0,0,Staff see notes,In federal jail permanently,2026-09-17,1789632024,750,0,766
Gratia77976,4133798,1,None,0,Federal,1875916800,0,0,0,0,Staff see notes,In federal jail permanently,2026-09-17,1789632024,750,0,766
Gratiana479396,4111267,1,None,0,Federal,1875916800,0,0,0,0,Staff see notes,In federal jail permanently,2026-09-17,1789632024,750,0,766
Gratiana836548,4137548,1,None,0,Federal,1875916800,0,0,0,0,Staff see notes,In federal jail permanently,2026-09-17,1789632024,750,0,766
GraveDigger01,4297333,1,None,0,Federal,1875916800,0,0,0,0,Account marked for deletion,In federal jail permanently,2026-09-17,1789632024,750,0,766
Gravesue06,4317811,12,None,0,Federal,1875916800,1,0,0,0,Account marked for deletion,In federal jail permanently,2026-09-17,1789632024,15529020,74906,9927
Gravey123,3146838,1,None,0,Federal,1875916800,0,0,0,0,Account marked for deletion,In federal jail permanently,2026-09-17,1789632024,750,0,766
Gravy-All-Over,3906345,15,None,0,Federal,1875916800,1,0,0,1,Account marked for deletion,In federal jail permanently,2026-09-17,1789632024,401266635,89432,66634
Gray367823,4108774,1,None,0,Federal,1875916800,0,0,0,0,Staff see notes,In federal jail permanently,2026-09-17,1789632024,750,0,766
Grayce56585,4138602,1,None,0,Federal,1875916800,0,0,0,0,Staff see notes,In federal jail permanently,2026-09-17,1789632024,750,0,766
Grayce75224,4148984,1,None,0,Federal,1875916800,0,0,0,0,Staff see notes,In federal jail permanently,2026-09-17,1789632024,750,0,766
Grayce881156,4153243,1,None,0,Federal,1875916800,0,0,0,0,Staff see notes,In federal jail permanently,2026-09-17,1789632024,750,0,766
grayfox3789,3802639,10,None,0,Federal,1875916800,2,0,0,0,Staff see notes,In federal jail permanently,2026-09-17,1789632024,6244008,88178,3963
Grazia131308,4133386,1,None,0,Federal,1875916800,0,0,0,0,Staff see notes,In federal jail permanently,2026-09-17,1789632024,750,0,766
Grazia383306,4117640,1,None,0,Federal,1875916800,0,0,0,0,Staff see notes,In federal jail permanently,2026-09-17,1789632024,750,0,766
Grazia438157,4110864,1,None,0,Federal,1875916800,0,0,0,0,Staff see notes,In federal jail permanently,2026-09-17,1789632024,750,0,766
Grazia694106,4139468,1,None,0,Federal,1875916800,0,0,0,0,Staff see notes,In federal jail permanently,2026-09-17,1789632024,750,0,766
Grazia704005,4113431,1,None,0,Federal,1875916800,0,0,0,0,Staff see notes,In federal jail permanently,2026-09-17,1789632024,750,0,766
Grazia812919,4138803,1,None,0,Federal,1875916800,0,0,0,0,Staff see notes,In federal jail permanently,2026-09-17,1789632024,750,0,766
GRC2003,3865685,4,None,0,Federal,1875916800,0,1,1,8,Account marked for deletion,In federal jail permanently,2026-09-17,1789632024,1320957,20621,8711
grdgrdgrd4545,3994541,1,None,0,Federal,1875916800,0,0,0,0,Account marked for deletion,In federal jail permanently,2026-09-17,1789632024,750,0,766
GreatRyu,3910564,3,None,0,Federal,1875916800,0,0,0,0,Account marked for deletion,In federal jail permanently,2026-09-17,1789632024,714669,5134,26
Greed-Gluttony,4042303,3,None,0,Federal,1875916800,0,0,0,2,Account marked for deletion,In federal jail permanently,2026-09-17,1789632024,2444902,7685,2354
Greedssss,3072810,1,None,0,Federal,1875916800,0,0,0,0,Account marked for deletion,In federal jail permanently,2026-09-17,1789632024,750,0,766
GreeN4602,4191891,2,None,0,Federal,1875916800,5,0,0,0,Account marked for deletion,In federal jail permanently,2026-09-17,1789632024,1112593,3478,0
GreenAppleOJ97,3708077,4,None,0,Federal,1875916800,0,1,0,0,Account marked for deletion,In federal jail permanently,2026-09-17,1789632024,406794,540,0
Greenforest,4038689,1,None,0,Federal,1875916800,0,0,0,0,Account marked for deletion,In federal jail permanently,2026-09-17,1789632024,750,480,0
Greenshade,4030847,7,None,0,Federal,1875916800,1,0,0,0,Account marked for deletion,In federal jail permanently,2026-09-17,1789632024,9542,10095,0
Greenvilley,4260240,1,None,0,Federal,1875916800,0,0,0,0,Staff see notes,In federal jail permanently,2026-09-17,1789632024,750,895,0
Greer685236,4136146,1,None,0,Federal,1875916800,0,0,0,0,Staff see notes,In federal jail permanently,2026-09-17,1789632024,750,0,0
Greer844505,4106039,1,None,0,Federal,1875916800,0,0,0,0,Staff see notes,In federal jail permanently,2026-09-17,1789632024,750,0,0
gregorysmangles,3807724,3,None,0,Federal,1875916800,0,0,0,0,Staff see notes,In federal jail permanently,2026-09-17,1789632024,80572,5359,0
Grendelizzzz,4284138,13,None,0,Federal,1875916800,0,0,0,0,Account marked for deletion,In federal jail permanently,2026-09-17,1789632024,3743497,72036,0
Greninja420024,4176686,1,None,0,Federal,1875916800,0,0,0,0,Account marked for deletion,In federal jail permanently,2026-09-17,1789632024,750,540,0
Greta649449,4140073,1,None,0,Federal,1875916800,0,0,0,0,Staff see notes,In federal jail permanently,2026-09-17,1789632024,750,0,0
Greta873055,4102903,1,None,0,Federal,1875916800,0,0,0,0,Staff see notes,In federal jail permanently,2026-09-17,1789632024,750,0,0
Gretal441551,4108777,1,None,0,Federal,1875916800,0,0,0,0,Staff see notes,In federal jail permanently,2026-09-17,1789632024,750,0,0
Gretal90429,4101892,1,None,0,Federal,1875916800,0,0,0,0,Staff see notes,In federal jail permanently,2026-09-17,1789632024,750,0,0
Gretchen162973,4135619,1,None,0,Federal,1875916800,0,0,0,0,Staff see notes,In federal jail permanently,2026-09-17,1789632024,750,0,0
Gretchen320973,4099160,1,None,0,Federal,1875916800,0,0,0,0,Staff see notes,In federal jail permanently,2026-09-17,1789632024,750,0,0
Grete213271,4106934,1,None,0,Federal,1875916800,0,0,0,0,Staff see notes,In federal jail permanently,2026-09-17,1789632024,750,0,0
Grete22229,4151891,1,None,0,Federal,1875916800,0,0,0,0,Staff see notes,In federal jail permanently,2026-09-17,1789632024,750,0,0
Grete377483,4148196,1,None,0,Federal,1875916800,0,0,0,0,Staff see notes,In federal jail permanently,2026-09-17,1789632024,750,0,0
Grete78189,4099367,1,None,0,Federal,1875916800,0,0,0,0,Staff see notes,In federal jail permanently,2026-09-17,1789632024,750,0,0
Grete835401,4129052,1,None,0,Federal,1875916800,0,0,0,0,Staff see notes,In federal jail permanently,2026-09-17,1789632024,750,0,0
Grethel391337,4139667,1,None,0,Federal,1875916800,0,0,0,0,Staff see notes,In federal jail permanently,2026-09-17,1789632024,750,0,0
Grethel699223,4129688,1,None,0,Federal,1875916800,0,0,0,0,Staff see notes,In federal jail permanently,2026-09-17,1789632024,750,0,766
Gretna103372,4108488,1,None,0,Federal,1875916800,0,0,0,0,Staff see notes,In federal jail permanently,2026-09-17,1789632024,750,0,766
Gretna158416,4096284,1,None,0,Federal,1875916800,0,0,0,0,Staff see notes,In federal jail permanently,2026-09-17,1789632024,750,0,766
Gretna419039,4109284,1,None,0,Federal,1875916800,0,0,0,0,Staff see notes,In federal jail permanently,2026-09-17,1789632024,750,0,766
Gretna558608,4103643,1,None,0,Federal,1875916800,0,0,0,0,Staff see notes,In federal jail permanently,2026-09-17,1789632024,750,0,766
Gretna673628,4151361,1,None,0,Federal,1875916800,0,0,0,0,Staff see notes,In federal jail permanently,2026-09-17,1789632024,0,0,766
Gretna830028,4109034,1,None,0,Federal,1875916800,0,0,0,0,Staff see notes,In federal jail permanently,2026-09-17,1789632024,750,0,766
Gretna981519,4133538,1,None,0,Federal,1875916800,0,0,0,0,Staff see notes,In federal jail permanently,2026-09-17,1789632024,750,0,766
Gretta875516,4096720,1,None,0,Federal,1875916800,0,0,0,0,Staff see notes,In federal jail permanently,2026-09-17,1789632024,750,0,766
Gretta910933,4118564,1,None,0,Federal,1875916800,0,0,0,0,Staff see notes,In federal jail permanently,2026-09-17,1789632024,750,0,766
Gretta910959,4102902,1,None,0,Federal,1875916800,0,0,0,0,Staff see notes,In federal jail permanently,2026-09-17,1789632024,750,0,766
GrevelLeg116,4194020,1,None,0,Federal,1875916800,0,0,0,0,Staff see notes,In federal jail permanently,2026-09-17,1789632024,10750,1500,400
GreyHat19,3458122,1,None,0,Federal,1875916800,0,0,0,0,Multiple Accounts,In federal jail permanently,2026-09-17,1789632024,750,0,766
Greyrat1,4192141,2,None,0,Federal,1875916800,0,0,0,1,Account marked for deletion,In federal jail permanently,2026-09-17,1789632024,750,300,26
Grey_Skull,2248234,17,None,0,Federal,1875916800,0,2,0,0,Account marked for deletion,In federal jail permanently,2026-09-17,1789632024,4015732,12671,10437840
Grezy,3848455,5,None,0,Federal,1875916800,0,0,0,3,Account marked for deletion,In federal jail permanently,2026-09-17,1789632024,1624196,28270,26
Grier325346,4131024,1,None,0,Federal,1875916800,0,0,0,0,Staff see notes,In federal jail permanently,2026-09-17,1789632024,750,0,766
Grier842187,4141584,1,None,0,Federal,1875916800,0,0,0,0,Staff see notes,In federal jail permanently,2026-09-17,1789632024,750,0,766
Grimas___Bulba,3613894,1,None,0,Federal,1875916800,0,0,0,0,Account marked for deletion,In federal jail permanently,2026-09-17,1789632024,52068,2993,338
GrimReMinder,3679846,11,None,0,Federal,1875916800,0,0,0,0,Account marked for deletion,In federal jail permanently,2026-09-17,1789632024,7005570,24079,280
grimripi,3706619,1,None,0,Federal,1875916800,0,0,0,0,Account marked for deletion,In federal jail permanently,2026-09-17,1789632024,196150,420,26
Griselda294885,4115777,1,None,0,Federal,1875916800,0,0,0,0,Staff see notes,In federal jail permanently,2026-09-17,1789632024,750,0,766
Griselda304145,4107531,1,None,0,Federal,1875916800,0,0,0,0,Staff see notes,In federal jail permanently,2026-09-17,1789632024,750,0,766
Grissel527432,4099829,1,None,0,Federal,1875916800,0,0,0,0,Staff see notes,In federal jail permanently,2026-09-17,1789632024,750,0,766
GrizbeardMan,4256259,6,None,0,Federal,1875916800,3,0,0,0,Account marked for deletion,In federal jail permanently,2026-09-17,1789632024,223808,11717,3911
Grizo,4271334,4,None,0,Federal,1875916800,0,0,0,1,Account marked for deletion,In federal jail permanently,2026-09-17,1789632024,1543013,11563,26
GrizzlyTheBear,3883737,6,None,0,Federal,1875916800,1,0,0,0,Account marked for deletion,In federal jail permanently,2026-09-17,1789632024,4039245,21552,26
Grizzlytop,2065121,24,None,0,Federal,1875916800,1,2,0,0,Account marked for deletion,In federal jail permanently,2026-09-17,1789632024,94209919,134207,81046
GrokShiv,4216639,1,None,0,Federal,1875916800,1,0,0,0,Account marked for deletion,In federal jail permanently,2026-09-17,1789632024,750,60,766
GroomerHunter,3796247,3,None,0,Federal,1875916800,1,0,0,2,Account marked for deletion,In federal jail permanently,2026-09-17,1789632024,16510198,26679,26
Groovy_Lex,4360742,5,None,0,Federal,1875916800,0,0,0,0,Account marked for deletion,In federal jail permanently,2026-09-17,1789632024,85152,16535,69
GROWTH999,4020857,7,None,0,Federal,1875916800,1,0,0,0,Account marked for deletion,In federal jail permanently,2026-09-17,1789632024,2404316,37630,26
Growup,3959636,1,None,0,Federal,1875916800,0,0,0,0,Account marked for deletion,In federal jail permanently,2026-09-17,1789632024,750,300,26
grumenvia,4323081,4,None,0,Federal,1875916800,0,0,0,0,Account marked for deletion,In federal jail permanently,2026-09-17,1789632024,142798,5922,26
GRYPHNRYDER,4153699,1,None,0,Federal,1875916800,0,0,0,0,Account marked for deletion,In federal jail permanently,2026-09-17,1789632024,0,180,26
Grzybotrong,2530534,1,None,0,Federal,1875916800,0,0,0,0,Account marked for deletion,In federal jail permanently,2026-09-17,1789632024,8477,2060,12061
GShockAP,4316303,20,None,0,Federal,1875916800,4,4,0,0,Staff see notes,In federal jail permanently,2026-09-17,1789632024,61804119,254096,69093
GSSTYULE,3956561,3,None,0,Federal,1875916800,0,0,0,0,Account marked for deletion,In federal jail permanently,2026-09-17,1789632024,252666,360,26
GStar786,2579809,15,None,0,Federal,1875916800,1,0,9,37,Account marked for deletion,In federal jail permanently,2026-09-17,1789632024,-40646211,668184,1225669
gtk-LSV,4093784,4,None,0,Federal,1875916800,0,0,0,0,Account marked for deletion,In federal jail permanently,2026-09-17,1789632024,191049,1253,26
Gtmag,4274645,5,Alice's Icicles,51938,Federal,1875916800,1,0,0,0,Account marked for deletion,In federal jail permanently,2026-09-17,1789632024,21996529,24987,42245
guard202,4188935,1,None,0,Federal,1875916800,0,0,0,0,Account marked for deletion,In federal jail permanently,2026-09-17,1789632024,24167,4357,385
Guardin,4284541,3,None,0,Federal,1875916800,1,0,0,1,Account marked for deletion,In federal jail permanently,2026-09-17,1789632024,160356,2796,26
Guendolen119354,4120014,1,None,0,Federal,1875916800,0,0,0,0,Staff see notes,In federal jail permanently,2026-09-17,1789632024,750,0,766
Guendolen766563,4132180,1,None,0,Federal,1875916800,0,0,0,0,Staff see notes,In federal jail permanently,2026-09-17,1789632024,750,0,766
Guenevere211257,4123142,1,None,0,Federal,1875916800,0,0,0,0,Staff see notes,In federal jail permanently,2026-09-17,1789632024,750,0,766
Guenevere422211,4119219,1,None,0,Federal,1875916800,0,0,0,0,Staff see notes,In federal jail permanently,2026-09-17,1789632024,750,0,766
Guenevere517540,4104760,1,None,0,Federal,1875916800,0,0,0,0,Staff see notes,In federal jail permanently,2026-09-17,1789632024,750,0,766
Guenevere701884,4150512,1,None,0,Federal,1875916800,0,0,0,0,Staff see notes,In federal jail permanently,2026-09-17,1789632024,750,0,766
Guenna339454,4129227,1,None,0,Federal,1875916800,0,0,0,0,Staff see notes,In federal jail permanently,2026-09-17,1789632024,750,0,766
Guffy,2995240,4,None,0,Federal,1875916800,0,0,0,0,Account marked for deletion,In federal jail permanently,2026-09-17,1789632024,750,120,26
Guglielma143738,4100734,1,None,0,Federal,1875916800,0,0,0,0,Staff see notes,In federal jail permanently,2026-09-17,1789632024,750,0,766
Guglielma20358,4149977,1,None,0,Federal,1875916800,0,0,0,0,Staff see notes,In federal jail permanently,2026-09-17,1789632024,750,0,0
Guglielma277702,4146082,1,None,0,Federal,1875916800,0,0,0,0,Staff see notes,In federal jail permanently,2026-09-17,1789632024,750,0,0
Guglielma72875,4142072,1,None,0,Federal,1875916800,0,0,0,0,Staff see notes,In federal jail permanently,2026-09-17,1789632024,750,0,0
Guglielma798523,4106201,1,None,0,Federal,1875916800,0,0,0,0,Staff see notes,In federal jail permanently,2026-09-17,1789632024,0,0,0
Gugu6,4263748,1,None,0,Federal,1875916800,3,0,0,0,Account marked for deletion,In federal jail permanently,2026-09-17,1789632024,1563485,2687,0
Gui169120,4119111,1,None,0,Federal,1875916800,0,0,0,0,Staff see notes,In federal jail permanently,2026-09-17,1789632024,750,0,0
Gui277488,4123945,1,None,0,Federal,1875916800,0,0,0,0,Staff see notes,In federal jail permanently,2026-09-17,1789632024,750,0,0
Guillemet243827,4109780,1,None,0,Federal,1875916800,0,0,0,0,Staff see notes,In federal jail permanently,2026-09-17,1789632024,750,0,0
Guillemet384115,4106632,1,None,0,Federal,1875916800,0,0,0,0,Staff see notes,In federal jail permanently,2026-09-17,1789632024,750,0,0
Guinevere37745,4111129,1,None,0,Federal,1875916800,0,0,0,0,Staff see notes,In federal jail permanently,2026-09-17,1789632024,750,0,0
Guinevere747240,4118541,1,None,0,Federal,1875916800,0,0,0,0,Staff see notes,In federal jail permanently,2026-09-17,1789632024,750,0,0
Guinevere963126,4152942,1,None,0,Federal,1875916800,0,0,0,0,Staff see notes,In federal jail permanently,2026-09-17,1789632024,750,0,0
Guinna231208,4127947,1,None,0,Federal,1875916800,0,0,0,0,Staff see notes,In federal jail permanently,2026-09-17,1789632024,750,0,0
Guinna694191,4100170,1,None,0,Federal,1875916800,0,0,0,0,Staff see notes,In federal jail permanently,2026-09-17,1789632024,750,0,0
Guitamol,3806358,5,None,0,Federal,1875916800,1,0,0,0,Account marked for deletion,In federal jail permanently,2026-09-17,1789632024,1983308,8929,0
Gulai-Paku,4083250,6,None,0,Federal,1875916800,1,0,0,0,Account marked for deletion,In federal jail permanently,2026-09-17,1789632024,1038434,7869,0
gulaipaku,4085487,6,None,0,Federal,1875916800,1,0,0,0,Account marked for deletion,In federal jail permanently,2026-09-17,1789632024,1353575,6848,0
gulaitauco,4085219,6,None,0,Federal,1875916800,1,0,0,0,Account marked for deletion,In federal jail permanently,2026-09-17,1789632024,969615,5107,0
Gulffriends,3962792,4,None,0,Federal,1875916800,1,0,0,0,Account marked for deletion,In federal jail permanently,2026-09-17,1789632024,2402135,24332,0
gumawa,3798913,2,None,0,Federal,1875916800,0,0,0,1,Account marked for deletion,In federal jail permanently,2026-09-17,1789632024,198299,145,0
Gummies,4293800,2,None,0,Federal,1875916800,1,0,0,0,Account marked for deletion,In federal jail permanently,2026-09-17,1789632024,5030941,9461,0
gundudezombie,4216710,3,None,0,Federal,1875916800,1,0,0,0,Account marked for deletion,In federal jail permanently,2026-09-17,1789632024,1477874,1140,35
Gunilla204785,4121370,1,None,0,Federal,1875916800,0,0,0,0,Staff see notes,In federal jail permanently,2026-09-17,1789632024,750,0,766
Gunilla674726,4136696,1,None,0,Federal,1875916800,0,0,0,0,Staff see notes,In federal jail permanently,2026-09-17,1789632024,750,0,766
Gunilla732311,4116597,1,None,0,Federal,1875916800,0,0,0,0,Staff see notes,In federal jail permanently,2026-09-17,1789632024,750,0,766
Gunner007,4024778,20,None,0,Federal,1875916800,2,0,0,1,Account marked for deletion,In federal jail permanently,2026-09-17,1789632024,52808726,132529,56157
gunsaber,4101359,2,None,0,Federal,1875916800,0,0,0,0,Account marked for deletion,In federal jail permanently,2026-09-17,1789632024,750,0,26
GunSlinger6800,3791146,1,None,0,Federal,1875916800,1,0,0,0,Account marked for deletion,In federal jail permanently,2026-09-17,1789632024,0,0,766
GunSlinger6900,3791150,3,None,0,Federal,1875916800,1,0,0,0,Account marked for deletion,In federal jail permanently,2026-09-17,1789632024,254936,2567,4260
Gunsmith,2155255,24,None,0,Federal,1875916800,3,4,374,288,Account marked for deletion,In federal jail permanently,2026-09-17,1789632024,175790426,735037,225027
GunterRaven,2917692,31,None,0,Federal,1875916800,2,1,0,3,Account marked for deletion,In federal jail permanently,2026-09-17,1789632024,1444746648,652934,369605
Gus133465,4117700,1,None,0,Federal,1875916800,0,0,0,0,Staff see notes,In federal jail permanently,2026-09-17,1789632024,750,0,766
Gus770525,4105911,1,None,0,Federal,1875916800,0,0,0,0,Staff see notes,In federal jail permanently,2026-09-17,1789632024,750,0,766
Gusella474914,4112787,1,None,0,Federal,1875916800,0,0,0,0,Staff see notes,In federal jail permanently,2026-09-17,1789632024,750,0,766
Gusella655016,4105815,1,None,0,Federal,1875916800,0,0,0,0,Staff see notes,In federal jail permanently,2026-09-17,1789632024,750,0,766
Gusella762463,4146301,1,None,0,Federal,1875916800,0,0,0,0,Staff see notes,In federal jail permanently,2026-09-17,1789632024,750,0,766
Gusella825132,4149517,1,None,0,Federal,1875916800,0,0,0,0,Staff see notes,In federal jail permanently,2026-09-17,1789632024,750,0,766
