"name","level","state","details","desc","position","uid","date","toprint","faction","fid"
"justfortest",1,"Federal","Staff see notes","In federal jail permanently","Member","2588752","2024-05-10 12:02","[url=https://www.torn.com/profiles.php?XID=2588752]justfortest [2588752][/url] - In federal jail permanently (Staff see notes)","none",0
"testingbounty2",1,"Federal","Staff see notes","In federal jail permanently","Member","2588756","2024-05-10 12:02","[url=https://www.torn.com/profiles.php?XID=2588756]testingbounty2 [2588756][/url] - In federal jail permanently (Staff see notes)","none",0
"testingbounty3",1,"Federal","Staff see notes","In federal jail permanently","Member","2588758","2024-05-10 12:02","[url=https://www.torn.com/profiles.php?XID=2588758]testingbounty3 [2588758][/url] - In federal jail permanently (Staff see notes)","none",0
"justfortest4",1,"Federal","Staff see notes","In federal jail permanently","Member","2588767","2024-05-10 12:02","[url=https://www.torn.com/profiles.php?XID=2588767]justfortest4 [2588767][/url] - In federal jail permanently (Staff see notes)","none",0
"justfortest5",1,"Federal","Staff see notes","In federal jail permanently","Member","2588774","2024-05-10 12:02","[url=https://www.torn.com/profiles.php?XID=2588774]justfortest5 [2588774][/url] - In federal jail permanently (Staff see notes)","none",0
"justfortest7",1,"Federal","Staff see notes","In federal jail permanently","Member","2588776","2024-05-10 12:02","[url=https://www.torn.com/profiles.php?XID=2588776]justfortest7 [2588776][/url] - In federal jail permanently (Staff see notes)","none",0
"testingbounty4",1,"Federal","Staff see notes","In federal jail permanently","Member","2588778","2024-05-10 12:02","[url=https://www.torn.com/profiles.php?XID=2588778]testingbounty4 [2588778][/url] - In federal jail permanently (Staff see notes)","none",0
"testingbounty5",1,"Federal","Staff see notes","In federal jail permanently","Member","2588779","2024-05-10 12:02","[url=https://www.torn.com/profiles.php?XID=2588779]testingbounty5 [2588779][/url] - In federal jail permanently (Staff see notes)","none",0
"Blondxh",9,"Federal","Account marked for deletion","In federal jail permanently","Member","2588270","2024-05-10 12:02","[url=https://www.torn.com/profiles.php?XID=2588270]Blondxh [2588270][/url] - In federal jail permanently (Account marked for deletion)","none",0
"AbsInth3",69,"Federal","Account held until further notice","In federal jail temporarily","Leader","828803","2024-05-10 12:02","[url=https://www.torn.com/profiles.php?XID=828803]AbsInth3 [828803][/url] - In federal jail temporarily (Account held until further notice)","none",0
"UplinkAgent",15,"Federal","Account marked for deletion","In federal jail permanently","Leader","2523673","2024-05-10 12:02","[url=https://www.torn.com/profiles.php?XID=2523673]UplinkAgent [2523673][/url] - In federal jail permanently (Account marked for deletion)","none",0
"SeludiaArtemis",5,"Federal","Account marked for deletion","In federal jail permanently","Agent","2528935","2024-05-10 12:02","[url=https://www.torn.com/profiles.php?XID=2528935]SeludiaArtemis [2528935][/url] - In federal jail permanently (Account marked for deletion)","none",0
"_JohnnyEnglish_",11,"Federal","Account marked for deletion","In federal jail permanently","Co-leader","2533885","2024-05-10 12:02","[url=https://www.torn.com/profiles.php?XID=2533885]_JohnnyEnglish_ [2533885][/url] - In federal jail permanently (Account marked for deletion)","none",0
"Decalcomanie",1,"Federal","Account marked for deletion","In federal jail permanently","Agent","2590630","2024-05-10 12:02","[url=https://www.torn.com/profiles.php?XID=2590630]Decalcomanie [2590630][/url] - In federal jail permanently (Account marked for deletion)","none",0
"FurryYuumi",3,"Federal","Account marked for deletion","In federal jail permanently","Agent","2590637","2024-05-10 12:02","[url=https://www.torn.com/profiles.php?XID=2590637]FurryYuumi [2590637][/url] - In federal jail permanently (Account marked for deletion)","none",0
"Auntie_Ms_Oginy",1,"Federal","Account marked for deletion","In federal jail permanently","Agent","2591097","2024-05-10 12:02","[url=https://www.torn.com/profiles.php?XID=2591097]Auntie_Ms_Oginy [2591097][/url] - In federal jail permanently (Account marked for deletion)","none",0
"RuppertTheCat",1,"Federal","Account marked for deletion","In federal jail permanently","Agent","2591098","2024-05-10 12:02","[url=https://www.torn.com/profiles.php?XID=2591098]RuppertTheCat [2591098][/url] - In federal jail permanently (Account marked for deletion)","none",0
"MILF_Expert",1,"Federal","Account marked for deletion","In federal jail permanently","Agent","2591102","2024-05-10 12:02","[url=https://www.torn.com/profiles.php?XID=2591102]MILF_Expert [2591102][/url] - In federal jail permanently (Account marked for deletion)","none",0
"Chloe753",8,"Federal","Account marked for deletion","In federal jail permanently","Leader","2577422","2024-05-10 12:02","[url=https://www.torn.com/profiles.php?XID=2577422]Chloe753 [2577422][/url] - In federal jail permanently (Account marked for deletion)","none",0
"MakoBestShark",12,"Federal","Account marked for deletion","In federal jail permanently","Certified Choc","2587087","2024-05-10 12:02","[url=https://www.torn.com/profiles.php?XID=2587087]MakoBestShark [2587087][/url] - In federal jail permanently (Account marked for deletion)","none",0
"Laccag",9,"Federal","Account marked for deletion","In federal jail permanently","Certified Choc","2587167","2024-05-10 12:02","[url=https://www.torn.com/profiles.php?XID=2587167]Laccag [2587167][/url] - In federal jail permanently (Account marked for deletion)","none",0
"PRICELESSNESS66",12,"Federal","Account marked for deletion","In federal jail permanently","Member","2587168","2024-05-10 12:02","[url=https://www.torn.com/profiles.php?XID=2587168]PRICELESSNESS66 [2587168][/url] - In federal jail permanently (Account marked for deletion)","none",0
"TopHats4life21",11,"Federal","Account marked for deletion","In federal jail permanently","Leader","2587171","2024-05-10 12:02","[url=https://www.torn.com/profiles.php?XID=2587171]TopHats4life21 [2587171][/url] - In federal jail permanently (Account marked for deletion)","none",0
"xXLagerthaXx",15,"Federal","Account marked for deletion","In federal jail permanently","Leader","2547810","2024-05-10 12:02","[url=https://www.torn.com/profiles.php?XID=2547810]xXLagerthaXx [2547810][/url] - In federal jail permanently (Account marked for deletion)","none",0
"Draven_01",20,"Federal","Staff See Notes","In federal jail permanently","Member","2152581","2024-05-10 12:02","[url=https://www.torn.com/profiles.php?XID=2152581]Draven_01 [2152581][/url] - In federal jail permanently (Staff See Notes)","none",0
"Nikolaiiam",17,"Federal","Account held until further notice","In federal jail temporarily","Member","2537497","2024-05-10 12:02","[url=https://www.torn.com/profiles.php?XID=2537497]Nikolaiiam [2537497][/url] - In federal jail temporarily (Account held until further notice)","none",0
"10_nevarD",3,"Federal","Account marked for deletion","In federal jail permanently","Member","2614521","2024-05-10 12:02","[url=https://www.torn.com/profiles.php?XID=2614521]10_nevarD [2614521][/url] - In federal jail permanently (Account marked for deletion)","none",0
"-bao-",10,"Federal","Account marked for deletion","In federal jail permanently","Leader","2124391","2024-05-10 12:02","[url=https://www.torn.com/profiles.php?XID=2124391]-bao- [2124391][/url] - In federal jail permanently (Account marked for deletion)","none",0
"TZT2",10,"Federal","Account marked for deletion","In federal jail permanently","Leader","2563402","2024-05-10 12:02","[url=https://www.torn.com/profiles.php?XID=2563402]TZT2 [2563402][/url] - In federal jail permanently (Account marked for deletion)","none",0
"sley111",10,"Federal","Account marked for deletion","In federal jail permanently","Leader","2122692","2024-05-10 12:02","[url=https://www.torn.com/profiles.php?XID=2122692]sley111 [2122692][/url] - In federal jail permanently (Account marked for deletion)","none",0
"Thomas_Benis",5,"Federal","Account Marked For Deletion","In federal jail permanently","Leader","2570413","2024-05-10 12:02","[url=https://www.torn.com/profiles.php?XID=2570413]Thomas_Benis [2570413][/url] - In federal jail permanently (Account Marked For Deletion)","none",0
"LUKY-X",9,"Federal","Donation Issues","In federal jail permanently","Member","2194320","2024-05-10 12:02","[url=https://www.torn.com/profiles.php?XID=2194320]LUKY-X [2194320][/url] - In federal jail permanently (Donation Issues)","none",0
"LUKY9",7,"Federal","Donation Issues","In federal jail permanently","Leader","2393572","2024-05-10 12:02","[url=https://www.torn.com/profiles.php?XID=2393572]LUKY9 [2393572][/url] - In federal jail permanently (Donation Issues)","none",0
"Alexis17",16,"Federal","Account marked for deletion","In federal jail permanently","Member","2599414","2024-05-10 12:02","[url=https://www.torn.com/profiles.php?XID=2599414]Alexis17 [2599414][/url] - In federal jail permanently (Account marked for deletion)","none",0
"BlackMetalWoman",10,"Federal","Account marked for deletion","In federal jail permanently","Leader","2573309","2024-05-10 12:02","[url=https://www.torn.com/profiles.php?XID=2573309]BlackMetalWoman [2573309][/url] - In federal jail permanently (Account marked for deletion)","none",0
"IzukuMidoriya",4,"Federal","Account marked for deletion","In federal jail permanently","Member","2622621","2024-05-10 12:02","[url=https://www.torn.com/profiles.php?XID=2622621]IzukuMidoriya [2622621][/url] - In federal jail permanently (Account marked for deletion)","none",0
"Toad",84,"Federal","RMT","In federal jail permanently","Leader","56107","2024-05-10 12:02","[url=https://www.torn.com/profiles.php?XID=56107]Toad [56107][/url] - In federal jail permanently (RMT)","none",0
"Akilah",14,"Federal","Account marked for deletion","In federal jail permanently","Leader","2054355","2024-05-10 12:02","[url=https://www.torn.com/profiles.php?XID=2054355]Akilah [2054355][/url] - In federal jail permanently (Account marked for deletion)","none",0
"sweeyeik",16,"Federal","Account held until further notice","In federal jail temporarily","Leader","1680782","2024-05-10 12:02","[url=https://www.torn.com/profiles.php?XID=1680782]sweeyeik [1680782][/url] - In federal jail temporarily (Account held until further notice)","none",0
"BestMage300",19,"Federal","Account marked for deletion","In federal jail permanently","Leader","2323497","2024-05-10 12:02","[url=https://www.torn.com/profiles.php?XID=2323497]BestMage300 [2323497][/url] - In federal jail permanently (Account marked for deletion)","none",0
"tossiebeukes",8,"Federal","Account marked for deletion","In federal jail permanently","Leader","2602361","2024-05-10 12:02","[url=https://www.torn.com/profiles.php?XID=2602361]tossiebeukes [2602361][/url] - In federal jail permanently (Account marked for deletion)","none",0
"Sc333",11,"Federal","Account marked for deletion","In federal jail permanently","Leader","2591185","2024-05-10 12:02","[url=https://www.torn.com/profiles.php?XID=2591185]Sc333 [2591185][/url] - In federal jail permanently (Account marked for deletion)","none",0
"YOUABITCH",10,"Federal","Account marked for deletion","In federal jail permanently","Leader","2381030","2024-05-10 12:02","[url=https://www.torn.com/profiles.php?XID=2381030]YOUABITCH [2381030][/url] - In federal jail permanently (Account marked for deletion)","none",0
"AFWAS_",24,"Federal","Account marked for deletion","In federal jail permanently","Leader","1994765","2024-05-10 12:02","[url=https://www.torn.com/profiles.php?XID=1994765]AFWAS_ [1994765][/url] - In federal jail permanently (Account marked for deletion)","none",0
"AlexKoFeOf",20,"Federal","Account marked for deletion","In federal jail permanently","Leader","2341502","2024-05-10 12:02","[url=https://www.torn.com/profiles.php?XID=2341502]AlexKoFeOf [2341502][/url] - In federal jail permanently (Account marked for deletion)","none",0
"blamecake",6,"Federal","Account marked for deletion","In federal jail permanently","Member","2807320","2024-05-10 12:02","[url=https://www.torn.com/profiles.php?XID=2807320]blamecake [2807320][/url] - In federal jail permanently (Account marked for deletion)","none",0
"Liberserker",58,"Federal","RMT","In federal jail permanently","Leader","1768314","2024-05-10 12:02","[url=https://www.torn.com/profiles.php?XID=1768314]Liberserker [1768314][/url] - In federal jail permanently (RMT)","none",0
"Tandas",36,"Federal","Account marked for deletion","In federal jail permanently","Leader","1941829","2024-05-10 12:02","[url=https://www.torn.com/profiles.php?XID=1941829]Tandas [1941829][/url] - In federal jail permanently (Account marked for deletion)","none",0
"WolfyLady",3,"Federal","Account marked for deletion","In federal jail permanently","Member","2613198","2024-05-10 12:02","[url=https://www.torn.com/profiles.php?XID=2613198]WolfyLady [2613198][/url] - In federal jail permanently (Account marked for deletion)","none",0
"Tarafa",10,"Federal","Account marked for deletion","In federal jail permanently","J Member","2479236","2024-05-10 12:02","[url=https://www.torn.com/profiles.php?XID=2479236]Tarafa [2479236][/url] - In federal jail permanently (Account marked for deletion)","none",0
"Galfim",10,"Federal","Account marked for deletion","In federal jail permanently","J Member","2481966","2024-05-10 12:02","[url=https://www.torn.com/profiles.php?XID=2481966]Galfim [2481966][/url] - In federal jail permanently (Account marked for deletion)","none",0
"Tansal",9,"Federal","Account marked for deletion","In federal jail permanently","J Member","2498290","2024-05-10 12:02","[url=https://www.torn.com/profiles.php?XID=2498290]Tansal [2498290][/url] - In federal jail permanently (Account marked for deletion)","none",0
"suns",24,"Federal","Account marked for deletion","In federal jail permanently","Leader","2206947","2024-05-10 12:02","[url=https://www.torn.com/profiles.php?XID=2206947]suns [2206947][/url] - In federal jail permanently (Account marked for deletion)","none",0
"DavePi81",15,"Federal","Account marked for deletion","In federal jail permanently","Leader","2610111","2024-05-10 12:02","[url=https://www.torn.com/profiles.php?XID=2610111]DavePi81 [2610111][/url] - In federal jail permanently (Account marked for deletion)","none",0
"RosiQueen",25,"Federal","Account marked for deletion","In federal jail permanently","Member","2605251","2024-05-10 12:02","[url=https://www.torn.com/profiles.php?XID=2605251]RosiQueen [2605251][/url] - In federal jail permanently (Account marked for deletion)","none",0
"JohnMask",19,"Federal","Account marked for deletion","In federal jail permanently","Leader","2631003","2024-05-10 12:02","[url=https://www.torn.com/profiles.php?XID=2631003]JohnMask [2631003][/url] - In federal jail permanently (Account marked for deletion)","none",0
"Tennyson",22,"Federal","Account Marked For Deletion","In federal jail permanently","Leader","1645076","2024-05-10 12:02","[url=https://www.torn.com/profiles.php?XID=1645076]Tennyson [1645076][/url] - In federal jail permanently (Account Marked For Deletion)","none",0
"MAKI9",8,"Federal","Account marked for deletion","In federal jail permanently","Leader","2604656","2024-05-10 12:02","[url=https://www.torn.com/profiles.php?XID=2604656]MAKI9 [2604656][/url] - In federal jail permanently (Account marked for deletion)","none",0
"Dancergamer2000",6,"Federal","Account marked for deletion","In federal jail permanently","Co-leader","2618685","2024-05-10 12:02","[url=https://www.torn.com/profiles.php?XID=2618685]Dancergamer2000 [2618685][/url] - In federal jail permanently (Account marked for deletion)","none",0
"Dasher25",16,"Federal","Account marked for deletion","In federal jail permanently","Leader","2561022","2024-05-10 12:02","[url=https://www.torn.com/profiles.php?XID=2561022]Dasher25 [2561022][/url] - In federal jail permanently (Account marked for deletion)","none",0
"Rocky5",11,"Federal","Account marked for deletion","In federal jail permanently","Leader","2489100","2024-05-10 12:02","[url=https://www.torn.com/profiles.php?XID=2489100]Rocky5 [2489100][/url] - In federal jail permanently (Account marked for deletion)","none",0
"Ayej",7,"Federal","Account marked for deletion","In federal jail permanently","Leader","2443774","2024-05-10 12:02","[url=https://www.torn.com/profiles.php?XID=2443774]Ayej [2443774][/url] - In federal jail permanently (Account marked for deletion)","none",0
"Lolpoaa",10,"Federal","Account marked for deletion","In federal jail permanently","Leader","2440931","2024-05-10 12:02","[url=https://www.torn.com/profiles.php?XID=2440931]Lolpoaa [2440931][/url] - In federal jail permanently (Account marked for deletion)","none",0
"Corkimain40",8,"Federal","Account marked for deletion","In federal jail permanently","Mastery 5","2623102","2024-05-10 12:02","[url=https://www.torn.com/profiles.php?XID=2623102]Corkimain40 [2623102][/url] - In federal jail permanently (Account marked for deletion)","none",0
"Corkimain43",3,"Federal","Account marked for deletion","In federal jail permanently","Mastery 5","2623124","2024-05-10 12:02","[url=https://www.torn.com/profiles.php?XID=2623124]Corkimain43 [2623124][/url] - In federal jail permanently (Account marked for deletion)","none",0
"Desk0",10,"Federal","Account marked for deletion","In federal jail permanently","Leader","2605292","2024-05-10 12:02","[url=https://www.torn.com/profiles.php?XID=2605292]Desk0 [2605292][/url] - In federal jail permanently (Account marked for deletion)","none",0
"Thugnificent420",35,"Federal","Account held until further notice","In federal jail temporarily","Member","1921187","2024-05-10 12:02","[url=https://www.torn.com/profiles.php?XID=1921187]Thugnificent420 [1921187][/url] - In federal jail temporarily (Account held until further notice)","none",0
"Noonean_Soong",60,"Federal","Account held until further notice","In federal jail temporarily","Member","1930084","2024-05-10 12:02","[url=https://www.torn.com/profiles.php?XID=1930084]Noonean_Soong [1930084][/url] - In federal jail temporarily (Account held until further notice)","none",0
"Xasin",1,"Federal","Account marked for deletion","In federal jail permanently","Member","2645008","2024-05-10 12:02","[url=https://www.torn.com/profiles.php?XID=2645008]Xasin [2645008][/url] - In federal jail permanently (Account marked for deletion)","none",0
"Selfless",1,"Federal","Account marked for deletion","In federal jail permanently","Leader","2623973","2024-05-10 12:02","[url=https://www.torn.com/profiles.php?XID=2623973]Selfless [2623973][/url] - In federal jail permanently (Account marked for deletion)","none",0
"Pt--",24,"Federal","Account marked for deletion","In federal jail permanently","Leader","1828199","2024-05-10 12:02","[url=https://www.torn.com/profiles.php?XID=1828199]Pt-- [1828199][/url] - In federal jail permanently (Account marked for deletion)","none",0
"Bae",44,"Federal","Account held until further notice","In federal jail temporarily","Member","2203056","2024-05-10 12:02","[url=https://www.torn.com/profiles.php?XID=2203056]Bae [2203056][/url] - In federal jail temporarily (Account held until further notice)","none",0
"vlitz",16,"Federal","RMT","In federal jail permanently","Leader","1957165","2024-05-10 12:02","[url=https://www.torn.com/profiles.php?XID=1957165]vlitz [1957165][/url] - In federal jail permanently (RMT)","none",0
"Themaskedman3",5,"Federal","Account marked for deletion","In federal jail permanently","Leader","2536670","2024-05-10 12:02","[url=https://www.torn.com/profiles.php?XID=2536670]Themaskedman3 [2536670][/url] - In federal jail permanently (Account marked for deletion)","none",0
"blond",19,"Federal","Account held until further notice","In federal jail temporarily","Leader","2353074","2024-05-10 12:02","[url=https://www.torn.com/profiles.php?XID=2353074]blond [2353074][/url] - In federal jail temporarily (Account held until further notice)","none",0
"Arcturio",37,"Federal","Staff see notes","In federal jail permanently","Leader","2429933","2024-05-10 12:02","[url=https://www.torn.com/profiles.php?XID=2429933]Arcturio [2429933][/url] - In federal jail permanently (Staff see notes)","none",0
"Hunterkilller",17,"Federal","Account marked for deletion","In federal jail permanently","Just killed","2482035","2024-05-10 12:02","[url=https://www.torn.com/profiles.php?XID=2482035]Hunterkilller [2482035][/url] - In federal jail permanently (Account marked for deletion)","none",0
"Maximized",11,"Federal","Account marked for deletion","In federal jail permanently","Just killed","2488957","2024-05-10 12:02","[url=https://www.torn.com/profiles.php?XID=2488957]Maximized [2488957][/url] - In federal jail permanently (Account marked for deletion)","none",0
"DavidLeoDa",12,"Federal","Account marked for deletion","In federal jail permanently","Just killed","2499214","2024-05-10 12:02","[url=https://www.torn.com/profiles.php?XID=2499214]DavidLeoDa [2499214][/url] - In federal jail permanently (Account marked for deletion)","none",0
"Joe_mama_",12,"Federal","Account marked for deletion","In federal jail permanently","Just killed","2499771","2024-05-10 12:02","[url=https://www.torn.com/profiles.php?XID=2499771]Joe_mama_ [2499771][/url] - In federal jail permanently (Account marked for deletion)","none",0
"NyiMaLay_ZMW",10,"Federal","Account marked for deletion","In federal jail permanently","Leader","2592717","2024-05-10 12:02","[url=https://www.torn.com/profiles.php?XID=2592717]NyiMaLay_ZMW [2592717][/url] - In federal jail permanently (Account marked for deletion)","none",0
"Silverz",44,"Federal","Discrimination","In federal jail permanently","Leader","2407630","2024-05-10 12:02","[url=https://www.torn.com/profiles.php?XID=2407630]Silverz [2407630][/url] - In federal jail permanently (Discrimination)","none",0
"athain",19,"Federal","Account marked for deletion","In federal jail permanently","Leader","2622025","2024-05-10 12:02","[url=https://www.torn.com/profiles.php?XID=2622025]athain [2622025][/url] - In federal jail permanently (Account marked for deletion)","none",0
"Kovach",6,"Federal","Account Marked For Deletion","In federal jail permanently","Leader","2049240","2024-05-10 12:02","[url=https://www.torn.com/profiles.php?XID=2049240]Kovach [2049240][/url] - In federal jail permanently (Account Marked For Deletion)","none",0
"Wyetta",46,"Federal","Account Marked For Deletion","In federal jail permanently","Leader","1653143","2024-05-10 12:02","[url=https://www.torn.com/profiles.php?XID=1653143]Wyetta [1653143][/url] - In federal jail permanently (Account Marked For Deletion)","none",0
"VillainessCat",11,"Federal","Account marked for deletion","In federal jail permanently","Member","2719338","2024-05-10 12:02","[url=https://www.torn.com/profiles.php?XID=2719338]VillainessCat [2719338][/url] - In federal jail permanently (Account marked for deletion)","none",0
"CherryCola000",14,"Federal","Account held until further notice","In federal jail temporarily","Gaining Trust","2621964","2024-05-10 12:02","[url=https://www.torn.com/profiles.php?XID=2621964]CherryCola000 [2621964][/url] - In federal jail temporarily (Account held until further notice)","none",0
"I-AM-WOLF",3,"Federal","Account marked for deletion","In federal jail permanently","Gaining Trust","2664549","2024-05-10 12:02","[url=https://www.torn.com/profiles.php?XID=2664549]I-AM-WOLF [2664549][/url] - In federal jail permanently (Account marked for deletion)","none",0
"Zoro_",15,"Federal","Real money trading","In federal jail permanently","Leader","1835736","2024-05-10 12:02","[url=https://www.torn.com/profiles.php?XID=1835736]Zoro_ [1835736][/url] - In federal jail permanently (Real money trading)","none",0
"Stixeen",35,"Federal","Account Marked For Deletion","In federal jail permanently","Leader","2198022","2024-05-10 12:02","[url=https://www.torn.com/profiles.php?XID=2198022]Stixeen [2198022][/url] - In federal jail permanently (Account Marked For Deletion)","none",0
"Janne420",15,"Federal","Account Marked For Deletion","In federal jail permanently","Member","2582173","2024-05-10 12:02","[url=https://www.torn.com/profiles.php?XID=2582173]Janne420 [2582173][/url] - In federal jail permanently (Account Marked For Deletion)","none",0
"Crispyyy",17,"Federal","Account marked for deletion","In federal jail permanently","Member","2582466","2024-05-10 12:02","[url=https://www.torn.com/profiles.php?XID=2582466]Crispyyy [2582466][/url] - In federal jail permanently (Account marked for deletion)","none",0
"Waltington",11,"Federal","Account Marked For Deletion","In federal jail permanently","Member","2589378","2024-05-10 12:02","[url=https://www.torn.com/profiles.php?XID=2589378]Waltington [2589378][/url] - In federal jail permanently (Account Marked For Deletion)","none",0
"ConjureImage",34,"Federal","Account marked for deletion","In federal jail permanently","Leader","1313976","2024-05-10 12:02","[url=https://www.torn.com/profiles.php?XID=1313976]ConjureImage [1313976][/url] - In federal jail permanently (Account marked for deletion)","none",0
"berbty",15,"Federal","Account marked for deletion","In federal jail permanently","Co-leader","2651541","2024-05-10 12:02","[url=https://www.torn.com/profiles.php?XID=2651541]berbty [2651541][/url] - In federal jail permanently (Account marked for deletion)","none",0
"ereerer",9,"Federal","Account marked for deletion","In federal jail permanently","Member","2666979","2024-05-10 12:02","[url=https://www.torn.com/profiles.php?XID=2666979]ereerer [2666979][/url] - In federal jail permanently (Account marked for deletion)","none",0
"Sacrifier",23,"Federal","Account marked for deletion","In federal jail permanently","Co-leader","683968","2024-05-10 12:02","[url=https://www.torn.com/profiles.php?XID=683968]Sacrifier [683968][/url] - In federal jail permanently (Account marked for deletion)","none",0
"Dr-Hkawn",16,"Federal","Account marked for deletion","In federal jail permanently","Grey Watcher","1687332","2024-05-10 12:02","[url=https://www.torn.com/profiles.php?XID=1687332]Dr-Hkawn [1687332][/url] - In federal jail permanently (Account marked for deletion)","none",0
"Joker_C",24,"Federal","Account marked for deletion","In federal jail permanently","Leader","1694965","2024-05-10 12:02","[url=https://www.torn.com/profiles.php?XID=1694965]Joker_C [1694965][/url] - In federal jail permanently (Account marked for deletion)","none",0
"Day_Dream",16,"Federal","Account marked for deletion","In federal jail permanently","Black Watcher","1730050","2024-05-10 12:02","[url=https://www.torn.com/profiles.php?XID=1730050]Day_Dream [1730050][/url] - In federal jail permanently (Account marked for deletion)","none",0
"-Luk_HooIzPr0",27,"Federal","Account marked for deletion","In federal jail permanently","Grey Watcher","1756347","2024-05-10 12:02","[url=https://www.torn.com/profiles.php?XID=1756347]-Luk_HooIzPr0 [1756347][/url] - In federal jail permanently (Account marked for deletion)","none",0
"nonbreaker",16,"Federal","Account marked for deletion","In federal jail permanently","Grey Watcher","2643083","2024-05-10 12:02","[url=https://www.torn.com/profiles.php?XID=2643083]nonbreaker [2643083][/url] - In federal jail permanently (Account marked for deletion)","none",0
"naholavamp",16,"Federal","Account marked for deletion","In federal jail permanently","Grey Watcher","2665735","2024-05-10 12:02","[url=https://www.torn.com/profiles.php?XID=2665735]naholavamp [2665735][/url] - In federal jail permanently (Account marked for deletion)","none",0
"vioviola",16,"Federal","Account marked for deletion","In federal jail permanently","Grey Watcher","2665740","2024-05-10 12:02","[url=https://www.torn.com/profiles.php?XID=2665740]vioviola [2665740][/url] - In federal jail permanently (Account marked for deletion)","none",0
"TomBirgir",10,"Federal","Account marked for deletion","In federal jail permanently","Member","2669535","2024-05-10 12:02","[url=https://www.torn.com/profiles.php?XID=2669535]TomBirgir [2669535][/url] - In federal jail permanently (Account marked for deletion)","none",0
"ShauK-pyaw",9,"Federal","Account marked for deletion","In federal jail permanently","Member","2677991","2024-05-10 12:02","[url=https://www.torn.com/profiles.php?XID=2677991]ShauK-pyaw [2677991][/url] - In federal jail permanently (Account marked for deletion)","none",0
"min-kalelkWar",9,"Federal","Account marked for deletion","In federal jail permanently","Member","2677995","2024-05-10 12:02","[url=https://www.torn.com/profiles.php?XID=2677995]min-kalelkWar [2677995][/url] - In federal jail permanently (Account marked for deletion)","none",0
"yiyi_Htwe",10,"Federal","Account marked for deletion","In federal jail permanently","Member","2678007","2024-05-10 12:02","[url=https://www.torn.com/profiles.php?XID=2678007]yiyi_Htwe [2678007][/url] - In federal jail permanently (Account marked for deletion)","none",0
"ty34bingo",10,"Federal","Account marked for deletion","In federal jail permanently","Member","2678158","2024-05-10 12:02","[url=https://www.torn.com/profiles.php?XID=2678158]ty34bingo [2678158][/url] - In federal jail permanently (Account marked for deletion)","none",0
"Saksa",23,"Federal","Account Marked For Deletion","In federal jail permanently","Leader","2212611","2024-05-10 12:02","[url=https://www.torn.com/profiles.php?XID=2212611]Saksa [2212611][/url] - In federal jail permanently (Account Marked For Deletion)","none",0
"xiyon",40,"Federal","Account Marked For Deletion","In federal jail permanently","Leader","1671701","2024-05-10 12:02","[url=https://www.torn.com/profiles.php?XID=1671701]xiyon [1671701][/url] - In federal jail permanently (Account Marked For Deletion)","none",0
"SpongBoB",33,"Federal","Account marked for deletion","In federal jail permanently","Co-leader","1973192","2024-05-10 12:02","[url=https://www.torn.com/profiles.php?XID=1973192]SpongBoB [1973192][/url] - In federal jail permanently (Account marked for deletion)","none",0
"910345",36,"Federal","Multiple Accounts","In federal jail permanently","Leader","2212356","2024-05-10 12:02","[url=https://www.torn.com/profiles.php?XID=2212356]910345 [2212356][/url] - In federal jail permanently (Multiple Accounts)","none",0
"deagraw",2,"Federal","Account marked for deletion","In federal jail permanently","Member","2649251","2024-05-10 12:02","[url=https://www.torn.com/profiles.php?XID=2649251]deagraw [2649251][/url] - In federal jail permanently (Account marked for deletion)","none",0
"Ganja6",1,"Federal","Account marked for deletion","In federal jail permanently","Member","2650075","2024-05-10 12:02","[url=https://www.torn.com/profiles.php?XID=2650075]Ganja6 [2650075][/url] - In federal jail permanently (Account marked for deletion)","none",0
"YunaKing",29,"Federal","Account marked for deletion","In federal jail permanently","Leader","781202","2024-05-10 12:02","[url=https://www.torn.com/profiles.php?XID=781202]YunaKing [781202][/url] - In federal jail permanently (Account marked for deletion)","none",0
"SaSoRian",16,"Federal","Account marked for deletion","In federal jail permanently","MewTwo","921491","2024-05-10 12:02","[url=https://www.torn.com/profiles.php?XID=921491]SaSoRian [921491][/url] - In federal jail permanently (Account marked for deletion)","none",0
"Titanium43",21,"Federal","Account marked for deletion","In federal jail permanently","MewTwo","945129","2024-05-10 12:02","[url=https://www.torn.com/profiles.php?XID=945129]Titanium43 [945129][/url] - In federal jail permanently (Account marked for deletion)","none",0
"H0ly_Nic",20,"Federal","Account marked for deletion","In federal jail permanently","Poke Master","1199466","2024-05-10 12:02","[url=https://www.torn.com/profiles.php?XID=1199466]H0ly_Nic [1199466][/url] - In federal jail permanently (Account marked for deletion)","none",0
"Josephine--",16,"Federal","Account marked for deletion","In federal jail permanently","Poke Master","1643160","2024-05-10 12:02","[url=https://www.torn.com/profiles.php?XID=1643160]Josephine-- [1643160][/url] - In federal jail permanently (Account marked for deletion)","none",0
"Arkularix",12,"Federal","Account marked for deletion","In federal jail permanently","MewTwo","2666983","2024-05-10 12:02","[url=https://www.torn.com/profiles.php?XID=2666983]Arkularix [2666983][/url] - In federal jail permanently (Account marked for deletion)","none",0
