name,sector,size,density,slots,daily_respect,coordinate_x,coordinate_y,alliance,faction,fname,members,rank
NKC,5,3,1,11,34,5439.87,1087.99,NA,0,,,
NKD,4,3,1,22,39,4924.67,2238,NA,0,,,
NKE,1,3,2,14,113,3861.49,1668.27,NA,9533,Natural Selection,100,Diamond
NKF,7,3,2,11,45,220.42,1223.11,Westworld,0,,,
NLA,6,2,2,7,47,709.93,2170.63,NA,0,,,
NLB,6,3,2,13,56,740.29,2511.04,Westworld,17133,Torn Medical,95,Silver
NLC,3,3,2,22,90,3035,1143.34,NA,1149,WTF,95,Diamond
NLD,4,3,2,18,79,4976,2306.67,NA,0,,,
NLE,3,1,2,5,60,4433.5,1654.5,Crypto,478,PT-ShadowRazers,90,Diamond
NLF,7,3,2,23,45,385.99,2464.05,Westworld,8322,The Project Syndicate,99,Unranked
NMA,6,3,1,12,28,601.22,1830.45,Westworld,0,,,
NMB,5,2,1,8,28,922.68,3046.13,NA,0,,,
NMC,5,2,1,8,28,5211.67,1102.33,NA,33458,SA House of Mischief,98,Platinum
NMD,2,3,2,21,101,4094.33,2352.67,NA,8520,Xenon,95,Diamond
NME,5,3,2,16,68,5415.34,697.89,NA,0,,,
NMF,5,3,3,18,101,991.41,2655.15,NA,9745,Emergency Room,84,Gold
NNB,6,4,1,24,33,408.17,2032.25,NA,17924,The Brotherhood of Light,44,Bronze
NND,6,3,2,18,56,5506,1206.35,NA,0,,,
NNE,2,3,2,13,101,3951,2524,NA,21368,Escensio Incursus,99,Diamond
NNF,7,5,1,30,30,4482.17,70.75,NA,0,,,
NNG,6,4,1,27,33,592.03,1300.44,JFK,0,,,
NOB,6,3,1,22,28,442.9,2126.05,NA,0,,,
NOC,4,3,2,11,79,1371.25,3129.92,Westworld,27902,SMTH - Concord,95,Platinum
NOD,3,3,2,12,90,1845.67,1217.33,NA,0,,,
NOE,3,3,2,20,90,4372.33,1180,NA,0,,,
NOF,7,3,1,20,23,5707.44,102.56,NA,2736,Itsi Bitsi Bikini,94,Platinum
NOG,5,5,2,30,90,870.49,1381.95,NS,0,,,
NPB,7,3,2,17,45,238.98,2758.92,NA,0,,,
NPC,4,3,2,19,79,1497.74,3127.43,NA,9356,SMTH - Party Animals,96,Platinum
NPD,3,2,1,8,38,4433,1236.33,Crypto,0,,,
NPE,5,2,2,9,56,1964.86,544.83,NA,0,,,
NPF,1,4,1,27,66,3535.27,3322.42,NA,0,,,
NQB,6,3,2,16,56,623.08,2783.08,NA,37426,Monarch Embassy,35,Platinum
NQC,4,3,1,13,39,1500.92,3337.82,NA,0,,,
NQD,3,3,2,14,90,4127.33,1262.67,NA,21526,NS Bomb Shelter,100,Bronze
NQE,5,3,2,23,68,2228.12,644.08,Westworld,26312,JFK - Misfits,89,Gold
NQF,7,3,1,15,23,40.17,47.46,NA,0,,,
NQG,5,2,2,7,56,1038.67,2519.67,NA,16057,Glory to Heroes,65,Platinum
NRB,5,3,2,20,68,801.13,2965.75,NA,14633,SMTH - Hermit Sage,99,Bronze
NRC,2,3,1,19,51,2163.22,2446.92,NA,0,,,
NRD,7,4,1,29,26,5877,1310.33,NA,0,,,
NRE,6,3,2,15,56,2526,351.67,NA,9953,The Drunk Tank,64,Platinum
NRF,7,4,1,28,26,1514.6,45.5,NA,0,,,
NRG,3,3,2,23,90,1926.67,2027.02,NA,44762,Monarch Retardation,48,Platinum
NSB,6,3,2,22,56,461.67,2407.77,Westworld,0,,,
NSC,1,3,2,11,113,3561.76,2260.63,Crypto,9055,Natural Selection IV,96,Diamond
NSD,2,3,2,22,101,2977,1353.33,NS,0,,,
NSE,6,3,2,23,56,3249.95,340.83,NA,40951,TBA-Rise Again,59,Silver
NSF,7,4,1,27,26,3444.75,44.23,NA,1117,Ascension,51,Platinum
NSG,1,3,3,23,169,2833.25,2849.56,NA,0,,,
NTB,6,3,1,23,28,580.83,1961.84,Westworld,0,,,
NTC,1,3,2,21,113,3416.45,2868.95,NA,13784,WarBirds,77,Diamond
NTD,2,3,2,15,101,3576.67,1376.33,NA,13502,Dead or Alive,94,Platinum
NTE,6,2,2,9,47,3794.58,515.42,NA,0,,,
NTF,6,3,1,22,28,4274.92,280.93,NA,30085,Wargasm HQ,61,Platinum
NTG,5,4,2,28,79,5078.75,680.94,NA,0,,,
NUB,6,3,2,14,56,657.44,351.52,NA,14386,Blue Rock Cartel (BRC),62,Gold
NUC,1,3,3,20,169,3081.94,3257.33,NA,0,,,
NUD,4,3,2,24,79,1319,1427,Westworld,30009,White Rabbits,97,Platinum
NUE,7,1,2,6,30,6017.42,1817.67,NA,10856,REK II,94,Gold
NUF,7,5,1,29,30,4931.34,254.48,NA,0,,,
NUG,4,3,2,12,79,4929.89,3109.43,NA,15151,The ZOO,94,Platinum
NVB,6,3,1,22,28,533.46,390.63,NA,39788,Cerberus,82,Platinum
NVC,7,4,1,26,26,2327.14,102.8,NA,0,,,
NVD,3,3,2,13,90,4346,1456,Crypto,0,,,
NVE,1,2,2,6,94,2570.83,1792.67,NA,0,,,
NVF,7,3,1,20,23,6047.68,30.26,NA,0,,,
NVG,4,2,2,9,66,4689.33,2492.03,NA,9517,OverWatch,79,Platinum
NWB,7,3,1,24,23,27.17,751.08,NA,0,,,
NWC,7,2,2,11,38,2116.67,139.33,NA,8400,Lingering Insanity,65,Diamond
NWD,6,3,2,24,56,5722.29,1511.33,NA,0,,,
NWE,2,1,2,5,68,2321.73,1715.58,NA,0,,,
NWF,7,4,1,28,26,5258.73,48.34,NA,8811,Impulse 13!,79,Gold
NWG,2,3,2,12,101,4188.67,2644,NA,0,,,
NXB,5,2,2,7,56,1162.75,2925.15,NA,0,,,
NXC,6,4,2,26,66,4731.67,312.71,NA,21716,The Covenant,93,Platinum
NXD,5,4,2,24,79,5323.91,1553.7,Crypto,89,Catalysis,96,Diamond
NXE,4,3,1,23,39,1551.6,2191.1,NA,0,,,
NXF,5,3,1,21,34,2428,635.33,Westworld,0,,,
NXG,2,1,2,5,68,4228.58,2417.58,Crypto,0,,,
NYB,5,4,2,25,79,1051.67,2753.25,Westworld,6984,Wraith,96,Bronze
NYC,6,5,2,30,75,5161,411.87,NA,0,,,
NYD,5,3,2,23,68,827,1618.67,Westworld,16120,WarDogs CM,23,Unranked
NYE,4,3,2,22,79,1449.67,2060.83,NA,33097,Occultus,88,Platinum
NYF,3,3,1,17,45,2586.67,1202.89,NA,0,,,
NYG,5,2,2,8,56,5188.67,2758,NA,8715,Midnight X,81,Gold
NZB,5,2,2,7,56,961.14,2395,NA,16057,Glory to Heroes,65,Platinum
NZC,5,5,2,30,90,3191.34,558.67,NA,0,,,
NZD,1,4,2,27,131,3774.67,1629.93,Crypto,0,,,
NZE,2,2,2,11,84,2101.56,1809.38,NA,8867,Monarch Chrysalis,93,Diamond
NZF,7,5,1,29,30,5920.23,301.83,NA,13343,The Defiant,33,Platinum
NZG,4,4,2,29,92,5047.5,2739.04,Crypto,8715,Midnight X,81,Gold
OAB,4,3,2,21,79,1547.17,2657.79,NA,0,,,
OAC,5,3,2,22,68,3611.51,681.83,NA,22680,39th Street Chillers,94,Silver
OAD,5,2,2,6,56,1194.33,1644.67,NA,0,,,
OAE,3,3,2,22,90,3999,1307.5,Crypto,0,,,
OAF,7,4,1,27,26,6169.24,708.78,NA,18420,The Black Knights,52,Silver
OAG,7,2,2,7,38,6083.67,3209,NA,0,,,
OBA,6,2,1,8,23,495.63,616.33,NA,9524,|HT|,96,Diamond
OBB,7,1,1,5,15,4,1252,NA,0,,,
OBC,5,4,2,26,79,3130.51,706.16,NA,15644,New Sith Order,85,Platinum
OBD,1,3,2,13,113,2496.33,1671.33,NS,8085,Nuclear Blast,90,Platinum
OBE,5,2,2,6,56,5156.25,1510.17,NA,0,,,
OBF,7,4,1,27,26,6226.81,1020.86,NA,0,,,
OCA,5,2,2,7,56,1276.33,762.33,NA,13180,-Borealis-,17,Bronze
OCB,6,2,1,10,23,578.83,1450.42,NA,0,,,
OCC,6,3,2,23,56,5659.67,745.51,NA,0,,,
OCD,4,1,2,5,53,4758.67,1710,NA,9041,PT-Calculated,95,Diamond
OCE,4,4,2,27,92,4658.08,2221,NA,41853,Blood Money,81,Gold
OCF,5,3,2,15,68,1175.76,1753.56,NA,0,,,
OCG,7,4,1,26,26,412.36,126.86,NA,14386,Blue Rock Cartel (BRC),62,Gold
ODA,4,2,2,10,66,1352.67,905.67,NA,0,,,
ODB,7,3,1,15,23,276.57,1515.42,Westworld,42435,Nub Army,54,Platinum
ODC,5,3,2,11,68,3808.33,777,NA,0,,,
ODD,2,3,2,22,101,2203.33,1776.33,NA,0,,,
ODE,6,3,2,12,56,5812.08,1645.66,NA,26043,War Crimes,19,Platinum
ODF,1,3,2,20,113,3850.75,2251.17,NA,8706,Carbon,97,Diamond
ODG,7,3,2,18,45,220.26,260.06,NA,18597,The Collective Resistance,94,Bronze
OEA,5,3,2,19,68,947.67,1936.67,NA,0,,,
OEB,6,3,1,15,28,536.75,1684.33,JFK,0,,,
OEC,4,5,2,29,105,4899.34,857.32,NA,15929,The Inquisition,81,Platinum
OED,2,4,2,26,118,3943.67,1829,NA,0,,,
OEE,5,3,2,17,68,1125.33,1728.04,NA,0,,,
OEF,1,4,1,27,66,2751.61,1778.68,NA,12893,Darkline,86,Diamond
OFA,5,3,1,13,34,1025,2132.55,NA,0,,,
OFB,4,3,2,12,79,1260.38,2216.1,NA,0,,,
OFC,4,3,2,23,79,3637,875.33,NA,44758,NPO - Prosperity,92,Platinum
OFD,3,3,2,13,90,1848,1874,NA,44762,Monarch Retardation,48,Platinum
OFE,2,1,2,5,68,2346.67,1691.67,NA,0,,,
OFF,1,2,1,10,47,3291.95,2305.67,NA,0,,,
OFG,6,5,3,30,113,5614.68,489.49,NA,0,,,
OGA,6,3,2,15,56,772.67,2335.33,Westworld,8954,Nuclear Armageddon,95,Diamond
OGB,3,2,2,7,75,1652.92,2857.09,NA,0,,,
OGC,4,3,2,21,79,4839.67,920,NA,0,,,
OGD,1,3,2,21,113,3600,1938,Crypto,0,,,
OGE,2,3,2,16,101,3140.12,1547.66,NA,366,Evolution,98,Diamond
OGF,7,3,2,16,45,177.7,796.56,Westworld,0,,,
OGG,6,3,1,21,28,4020.94,275.4,NA,0,,,
OHA,6,2,2,8,47,456.05,2658.33,Westworld,0,,,
OHB,3,3,2,17,90,1673.46,2540.9,NA,30820,Wolverines Resurrected,90,Platinum
OHC,5,1,2,6,45,5440,928.67,NA,40624,Toxic Reign,78,Platinum
OHD,1,4,2,27,131,3437,1992.65,Crypto,0,,,
OHE,3,2,2,6,75,1600.67,1090.58,NA,26885,NPO - Valour,96,Bronze
OHF,6,3,1,23,28,523.33,1122,Westworld,18477,Anonymous,80,Unranked
OIA,4,4,2,27,92,1239.33,2855.08,NA,0,,,
OIB,3,2,2,10,75,1829.67,2335.33,NA,0,,,
OIC,6,1,2,5,38,5648,976.67,NA,0,,,
OID,3,2,2,10,75,1984.67,2039.33,NA,8867,Monarch Chrysalis,93,Diamond
OIE,4,3,2,14,79,1320,1734.5,NA,0,,,
OIF,6,2,2,10,47,777,817.33,NA,14581,Project Nimbus,72,Platinum
OJA,7,2,2,10,38,17.06,2876.67,NA,7115,Republic Of Futuria,62,Platinum
OJB,5,3,2,12,68,1397.46,737.79,Westworld,0,,,
OJC,6,4,2,29,66,5711.64,1133.55,NA,0,,,
OJD,5,4,1,29,39,5236.33,2202,NA,937,Sport Club,101,Platinum
OJE,1,4,2,29,131,3290.08,1819.33,Crypto,0,,,
OJF,5,2,2,8,56,1145,2764.05,NA,0,,,
OKA,7,3,2,13,45,45.17,2694.67,NA,48718,Peaky CS II,13,Platinum
OKB,4,3,2,14,79,2240.67,835.25,NA,25874,Imminent Apocalypse,96,Unranked
OKC,3,3,2,15,90,1692.81,1089.66,Westworld,0,,,
OKD,2,3,1,19,51,2293.67,2215,NA,0,,,
OKE,2,3,2,18,101,3902.27,1633.78,NA,231,Destructive Anomaly,92,Diamond
OKF,5,3,2,13,68,989.48,2371.25,NA,0,,,
OLA,6,2,2,7,47,711.39,2142.81,NA,0,,,
OLB,6,2,2,10,47,768.16,2527.29,NA,17133,Torn Medical,95,Silver
OLC,3,2,2,11,75,3973.33,1122,NA,33007,HAKA,68,Platinum
OLD,4,3,2,17,79,4711.34,2309.67,NA,0,,,
OLE,3,3,2,18,90,4447.82,1627.04,Crypto,478,PT-ShadowRazers,90,Diamond
OLF,5,3,2,14,68,820.42,2755,NA,21028,Nuclear Clinic,100,Unranked
OMA,6,2,1,6,23,507.55,1821.72,Westworld,0,,,
OMB,7,4,2,25,53,43.1,3007.05,NA,0,,,
OMC,5,3,2,13,68,5235,1159,NA,33458,SA House of Mischief,98,Platinum
OMD,5,4,1,28,39,5143,2379.38,NA,26154,The Rifle Medics,98,Unranked
OME,5,3,2,19,68,5394.89,627.22,NA,0,,,
OMF,5,3,3,19,101,1040.67,2658.47,Westworld,9745,Emergency Room,84,Gold
ONB,6,2,1,9,23,408.5,2080.33,NA,8255,Requiem,61,Gold
OND,7,3,2,22,45,5888.33,1196.93,NA,0,,,
ONE,2,2,2,10,84,3938.67,2498.67,Crypto,8520,Xenon,95,Diamond
ONF,7,5,1,30,30,4327.29,36.33,NA,0,,,
ONG,7,2,2,9,38,55.39,3026.99,NA,0,,,
OOB,7,3,1,23,23,346,2270.61,NA,0,,,
OOC,4,2,2,10,66,1412.33,3155.25,NA,14760,Dopeheads on Mopeds,69,Silver
OOD,3,3,2,14,90,3253,1226,NA,0,,,
OOE,4,1,1,5,26,4737.67,1199.67,NA,0,,,
OOF,7,4,1,27,26,5821,70.11,NA,2736,Itsi Bitsi Bikini,94,Platinum
OOG,5,4,1,26,39,982.24,1428.31,Westworld,0,,,
OPB,7,2,2,8,38,262.36,2714,NA,0,,,
OPC,4,3,2,18,79,1497.66,3287.11,NA,9356,SMTH - Party Animals,96,Platinum
OPD,3,3,2,19,90,3128.67,1250,NA,40992,Medic!!,97,Diamond
OPE,5,1,2,5,45,1975.69,574.29,NA,0,,,
OPF,1,3,1,21,56,3416.67,3180.25,NA,0,,,
OQB,6,2,2,6,47,681.5,2779.17,NA,0,,,
OQC,4,3,1,20,39,1495.82,2868.72,NA,0,,,
OQD,5,4,2,28,79,5110.67,1286.15,NA,946,PT-IronHearts,97,Platinum
OQE,6,2,2,9,47,2248.2,525.58,Westworld,26312,JFK - Misfits,89,Gold
OQF,7,3,1,12,23,25.67,57.06,NA,0,,,
OQG,5,2,2,9,56,1038.67,2498,NA,16057,Glory to Heroes,65,Platinum
ORB,6,2,1,10,23,505.16,3075.08,Westworld,0,,,
ORC,2,3,2,18,101,2225.58,2371.55,NA,0,,,
ORD,6,3,2,23,56,5799.67,1317,NA,0,,,
ORE,6,3,2,23,56,2468.75,406.99,NS,9953,The Drunk Tank,64,Platinum
ORF,7,4,1,28,26,1835.66,172.92,NA,0,,,
ORG,4,4,2,25,92,1251.58,1739.75,NA,7969,WIT-Premier,94,Diamond
OSB,5,3,2,20,68,1066.41,2057.33,NA,0,,,
OSC,1,2,2,11,94,3509.22,2314.97,NS,9055,Natural Selection IV,96,Diamond
OSD,5,4,2,29,79,5189,1352.89,NA,0,,,
OSE,6,3,2,13,56,3353.75,390.58,NA,0,,,
OSF,7,4,1,27,26,3535,44.23,NA,1117,Ascension,51,Platinum
OTB,6,3,1,17,28,670.36,2029.85,Westworld,0,,,
OTC,1,4,3,24,197,3417.68,2904.79,NA,13784,WarBirds,77,Diamond
OTD,2,4,2,25,118,2127.34,1386,NA,15120,Wolf Pack Next Generation,92,Gold
OTE,5,3,2,19,68,3824.46,558.75,NA,0,,,
OTG,4,4,1,25,46,4474.03,890.04,NA,0,,,
OUB,6,2,2,8,47,655.67,394.42,NA,14386,Blue Rock Cartel (BRC),62,Gold
OUC,1,3,3,20,169,3038,3262.67,NA,0,,,
OUD,4,3,2,18,79,1444.33,1411,Westworld,0,,,
OUE,7,2,2,7,38,6042.16,1841.41,NA,10856,REK II,94,Gold
OUF,6,3,1,13,28,4899.9,346.73,NA,0,,,
OUG,5,3,2,21,68,5120.51,2989.81,NA,8836,Vinerri,99,Diamond
OVB,6,3,1,15,28,610.45,401.5,NA,39788,Cerberus,82,Platinum
OVC,7,4,2,29,53,2258.97,58.97,NA,0,,,
OVD,2,4,2,26,118,3424,1482.33,Crypto,0,,,
OVE,1,3,2,12,113,2557.5,1840.67,NA,12094,Nuclear Fusion,79,Diamond
OVF,7,3,1,20,23,5940.58,77.98,NA,7818,The Box,100,Bronze
OVG,4,3,2,24,79,4778.97,2509.82,NA,9517,OverWatch,79,Platinum
OWB,7,3,1,16,23,64.67,771.67,NA,0,,,
OWC,7,3,2,12,45,1988.67,154.67,Westworld,16503,The Four Twenty C-K-A,101,Bronze
OWD,7,3,2,12,45,5872.23,1621.21,NA,0,,,
OWE,2,2,2,7,84,2324.67,1768,NA,0,,,
OWF,6,3,1,22,28,1998.45,349.48,Westworld,21234,Underground Nation,80,Platinum
OWG,4,3,2,15,79,4991,2634,NA,0,,,
OXB,5,2,1,9,28,1180.92,2912.41,NA,0,,,
OXC,6,3,2,18,56,3072.28,325,NA,6924,JFR,92,Unranked
OXD,3,3,2,12,90,4328,1516.34,NA,7049,39th Street Healers,96,Platinum
OXE,4,3,2,14,79,1545.17,2099.08,NA,0,,,
OXF,5,3,1,16,34,2472.81,691.18,Westworld,0,,,
OXG,4,5,3,29,158,4716.67,2794.92,NA,0,,,
OYB,5,3,2,21,68,962.33,2716.67,NA,9745,Emergency Room,84,Gold
OYC,6,3,2,20,56,4583.33,406.67,NA,0,,,
OYD,2,3,2,15,101,2530.67,1546,NS,8085,Nuclear Blast,90,Platinum
OYE,4,2,2,8,66,1536,2049.17,NA,40518,Monarch Optimus,66,Gold
OYF,6,3,1,18,28,2592.18,506.03,NS,0,,,
OYG,5,2,2,8,56,5176.58,2777.83,NA,19982,Midnight Ghosts,21,Bronze
OZB,5,3,2,15,68,1033.67,2391.58,NA,35423,S.W.A.T,100,Bronze
OZC,6,3,2,18,56,2499.78,477.81,NS,0,,,
OZD,4,5,2,30,105,1565.34,1639.67,Westworld,0,,,
OZE,2,3,2,16,101,2120.44,1777.03,NA,10739,The Next Level - Forge,85,Diamond
OZF,7,4,1,26,26,5878.16,254.12,NA,13343,The Defiant,33,Platinum
OZG,6,3,2,24,56,5693,2596.33,NA,23952,Midnight Plague,74,Platinum
PAB,4,3,2,15,79,1525.25,2594.5,NA,0,,,
PAC,5,3,2,20,68,3952.33,579,NA,15655,Ravage,97,Platinum
PAD,4,2,2,7,66,1218.33,1647.29,NA,0,,,
PAE,3,3,2,13,90,4257.1,1407.77,NA,0,,,
PAF,7,3,1,23,23,6188.22,629.2,NA,18420,The Black Knights,52,Silver
PAG,7,4,1,26,26,6147.21,3270.03,NA,0,,,
PBA,6,3,2,13,56,528,616.33,NA,9524,|HT|,96,Diamond
PBB,7,3,1,12,23,35.33,1295.67,NA,0,,,
PBC,5,4,2,28,79,3056.01,697,NA,40334,Sentinels,36,Platinum
PBD,2,3,1,15,51,2201.67,1681,NA,15120,Wolf Pack Next Generation,92,Gold
PBE,5,2,2,7,56,5171.67,1495.88,NA,0,,,
PBF,7,4,1,29,26,6169.75,1022.64,NA,0,,,
PCA,5,2,2,11,56,1091.33,762.33,Westworld,8766,FLUX,100,Bronze
PCB,6,2,1,10,23,606.5,1435.37,NA,0,,,
PCC,5,3,2,13,68,2947.5,719.14,NA,0,,,
PCD,7,3,2,18,45,5927.55,1768.34,NA,41775,PT-Torntuga,26,Platinum
PCE,3,1,2,5,60,4637.79,2227.75,NA,8938,Arcadia,90,Diamond
PCF,5,3,2,14,68,854.27,2094,Westworld,0,,,
PCG,7,2,1,9,19,369.73,234.04,NA,50613,BRC   Supreme,12,Platinum
PDA,4,2,2,9,66,1755.67,900.33,NA,0,,,
PDB,7,2,1,10,19,230.62,1489.84,Westworld,7093,Halos,55,Silver
PDC,5,3,2,20,68,3200.33,775.38,NA,0,,,
PDD,1,4,2,27,131,3835.96,1791.42,NA,0,,,
PDE,6,2,2,10,47,5790.83,1621.75,NA,12912,The House Of Retribution,76,Unranked
PDF,1,3,1,19,56,3830.28,2237.39,NA,46666,Fluffy Kittens Inc.,42,Platinum
PDG,7,3,2,22,45,52.33,730.83,NA,13789,Aperture Science,100,Bronze
PEA,5,3,2,18,68,1119.12,1964.33,NA,0,,,
PEB,6,3,1,19,28,591.5,1668.21,JFK,0,,,
PEC,4,1,2,5,53,3025,801.77,NA,9674,Smells like Sex,56,Platinum
PED,4,4,3,27,138,4735.39,1825.58,Crypto,0,,,
PEE,5,4,2,28,79,998.33,1820.2,NA,0,,,
PEF,1,4,2,24,131,2721.05,1803.45,NA,12094,Nuclear Fusion,79,Diamond
PFA,5,3,2,12,68,822.67,2147.03,NA,13851,Nuclear Therapy,98,Platinum
PFB,4,3,2,14,79,1350.49,2248.92,NA,0,,,
PFC,4,3,2,20,79,3198.7,866,NA,9110,Siege,73,Platinum
PFD,4,2,2,7,66,1354,1864.33,NA,7969,WIT-Premier,94,Diamond
PFE,2,1,2,6,68,2371.15,1692.75,NA,0,,,
PFF,1,3,1,17,56,3065.52,1927.13,NS,0,,,
PFG,6,3,2,22,56,5397.5,439.11,NA,0,,,
PGA,5,3,2,17,68,821.64,2335.43,Westworld,13851,Nuclear Therapy,98,Platinum
PGB,3,3,2,21,90,1975.69,2923.41,NA,7709,Vulpes Vulpes,96,Diamond
PGC,6,2,2,8,47,5503,898,NA,0,,,
PGD,2,3,2,21,101,2083,1940.67,NA,0,,,
PGE,2,4,2,28,118,3183.5,1540.35,NA,42125,ODB,95,Diamond
PGF,7,3,2,17,45,160.55,732.25,Westworld,0,,,
PGG,6,3,1,20,28,4052.55,278.34,NA,0,,,
PHA,4,2,2,9,66,1499,2674,NA,0,,,
PHB,3,4,2,25,105,1653.15,2482.23,Westworld,30820,Wolverines Resurrected,90,Platinum
PHC,4,4,2,28,92,2322.95,953.97,NA,29865,WTF Ducks,97,Platinum
PHD,5,2,2,11,56,5248,1968.33,Crypto,0,,,
PHE,4,3,2,11,79,1598.83,1124.59,Westworld,12863,WTF Healers,95,Gold
PHF,6,4,2,25,66,523.33,1063.67,Westworld,8500,Extinction,100,Platinum
PIA,3,3,2,15,90,1736.33,2863.67,NA,0,,,
PIB,3,2,2,7,75,1851.67,2311.67,NA,0,,,
PIC,7,3,1,23,23,6093.09,1116.74,NA,41225,PT-erodactyls,35,Platinum
PID,4,4,1,26,46,4708.33,2080.67,NA,41853,Blood Money,81,Gold
PIE,4,3,2,17,79,1308.08,1842.12,NA,0,,,
PIF,5,3,2,15,68,855.56,815.56,Westworld,36691,Rabid Chihuahuas,70,Bronze
PJA,7,2,2,7,38,8.33,2870.96,NA,7115,Republic Of Futuria,62,Platinum
PJB,5,3,2,21,68,1353.25,726.17,Westworld,0,,,
PJC,6,3,1,24,28,5749.13,1048.77,NA,0,,,
PJD,4,3,2,15,79,1449.33,2129.33,NA,51559,ALBA,63,Bronze
PJE,1,3,2,23,113,3284.57,1783.98,NS,0,,,
PJF,4,2,2,10,66,1368.17,2482.8,NA,0,,,
PKA,7,2,2,9,38,44.75,2653.25,NA,7251,EIRE Ranger Wing HQ,95,Unranked
PKB,5,3,1,12,34,2186.1,796.83,NA,14821,JFK - Future Killers,78,Diamond
PKC,4,4,2,29,92,4922.67,1122.74,NA,0,,,
PKD,2,3,2,20,101,4105,2209.19,Crypto,0,,,
PKE,2,2,2,11,84,3959.25,1658,NA,231,Destructive Anomaly,92,Diamond
PKF,5,2,2,7,56,1136.75,2701.8,NA,0,,,
PLA,6,2,1,6,23,717.5,2129.78,NA,0,,,
PLB,6,3,2,20,56,775.42,2578.56,NA,17133,Torn Medical,95,Silver
PLC,3,3,2,22,90,2912,1146,NA,1149,WTF,95,Diamond
PLD,3,2,2,10,75,4371.31,2308,Crypto,0,,,
PLE,3,3,2,18,90,4392.06,1653.61,NA,478,PT-ShadowRazers,90,Diamond
PLF,6,3,2,14,56,728,2932.19,NA,14633,SMTH - Hermit Sage,99,Bronze
PMA,6,1,1,5,19,538.56,1814.6,JFK,37786,Halos Momentum,71,Platinum
PMB,7,2,2,8,38,104.55,3012.67,NA,0,,,
PMC,4,3,2,23,79,4715,1165.96,NA,37185,Catch 22,83,Gold
PMD,3,3,2,12,90,4327,2365,Crypto,8938,Arcadia,90,Diamond
PME,5,2,2,10,56,5306.67,539.55,NA,0,,,
PMF,5,3,3,22,101,976.62,2676.92,Westworld,21028,Nuclear Clinic,100,Unranked
PNB,7,2,1,10,19,381.5,2096.83,NA,8255,Requiem,61,Gold
PND,4,3,2,24,79,1504.67,1231,NA,0,,,
PNE,2,2,2,7,84,3915.33,2530,NA,6974,Onion Smugglers,98,Platinum
PNF,7,2,1,9,19,4361.67,109.8,NA,0,,,
PNG,7,3,2,18,45,241.38,3124.11,NA,0,,,
POB,7,4,1,27,26,165.1,2012.34,NA,0,,,
POC,4,2,2,8,66,1449.27,3180.17,NA,14760,Dopeheads on Mopeds,69,Silver
POD,4,5,2,30,105,1230,1256.39,Crypto,0,,,
POE,3,1,1,5,30,4406.67,1267.33,NA,0,,,
POF,7,3,1,17,23,5864.89,22.89,NA,7818,The Box,100,Bronze
POG,4,5,3,30,158,1298.16,1597.79,Westworld,0,,,
PPB,7,3,1,16,23,228.31,2701.37,NA,0,,,
PPC,4,3,2,18,79,1478,2896,NA,16335,SMTH - November Chopin,97,Diamond
PPD,3,4,2,28,105,3937.78,1288.67,NA,33007,HAKA,68,Platinum
PPE,5,2,2,8,56,2429.33,707.67,Westworld,0,,,
PPF,1,3,1,23,56,3475.47,3129.18,NA,0,,,
PQB,6,3,2,16,56,741.83,2770.92,NA,21028,Nuclear Clinic,100,Unranked
PQC,4,3,1,17,39,1558.97,2836.88,NA,0,,,
PQD,5,5,2,30,90,907.33,1297.4,Westworld,16040,Winter is Coming,83,Platinum
PQE,5,3,2,16,68,2206.38,545.58,Westworld,26312,JFK - Misfits,89,Gold
PQF,7,3,1,23,23,58,179.53,NA,0,,,
PQG,5,2,2,8,56,1108,2462.25,NA,35423,S.W.A.T,100,Bronze
PRB,6,3,2,22,56,552.83,3094.75,Westworld,36134,SMTH - Silver Hand,93,Platinum
PRC,2,2,2,7,84,2333.43,2298.9,NA,0,,,
PRD,6,3,2,15,56,5566.53,1306.67,NA,0,,,
PRE,6,2,2,8,47,2368.89,351.11,NA,3241,JFK,80,Diamond
PRF,7,4,1,26,26,1912.3,207.96,Westworld,0,,,
PRG,6,1,2,5,38,584,2812.33,NA,37426,Monarch Embassy,35,Platinum
PSB,6,3,2,18,56,536,2409.37,NA,0,,,
PSC,1,3,1,23,56,3438.99,2807.67,NA,0,,,
PSD,3,3,2,21,90,1695.67,1347.67,NA,0,,,
PSE,6,3,2,22,56,3914.78,384.78,NA,0,,,
PSF,7,3,1,22,23,3513.59,100.86,NA,1117,Ascension,51,Platinum
PTB,6,3,1,21,28,551.64,2070.15,NA,0,,,
PTC,1,4,1,27,66,3352.67,2783.33,NA,13784,WarBirds,77,Diamond
PTD,2,2,2,10,84,2682.29,1366.33,NA,19,39th Street Killers,91,Diamond
PTE,5,2,2,10,56,3795.76,553.78,NA,0,,,
PTF,6,4,1,26,33,3728.31,343.71,NA,44865,Violent Resolution,75,Platinum
PTG,5,4,1,29,39,4749.43,755.63,NA,0,,,
PUB,6,1,1,6,19,540.33,311.33,NA,14386,Blue Rock Cartel (BRC),62,Gold
PUC,1,2,3,7,141,3090,3308.73,NA,0,,,
PUD,2,3,2,19,101,2649,1408.34,NA,9412,BLACK STATUES,98,Diamond
PUE,7,2,2,10,38,6016.01,1846.8,NA,10856,REK II,94,Gold
