uid,name,level,la,fid,faction,rankedwarhits,attackswon,xantaken,useractivity,retals,boostersused,energydrinkused,specialammoused,dukecontractscompleted,refills,Stats,total
1137061,Rohnn,95,1718871950,9524,HT-Fenris,1558,15412,5334,16388864,284,280,733,15295,517,2475,0,6811160602
1137187,ciarank11,80,1718843634,40380,Seshlehem,601,4905,1010,2528037,3,133,385,2208,84,682,0,387349624
1138025,Antastic,100,1718863908,8867,Monarch Chrysalis,850,11376,4490,3694884,38,235,3060,1135,32,952,0,4939144660
1138376,Rafster,100,1718851599,15120,Wolf Pack Next Generation,404,16766,7243,9414022,389,321,341,70,26,3634,0,8319355181
1142864,Hellsmurf,100,1718848514,478,PT-ShadowRazers,463,16023,8352,11754039,113,951,279,2000,103,4352,0,12256565263
1143226,California,95,1718871757,33007,HAKA,825,11976,3892,16930325,84,111,489,974,235,707,0,3297929439
1143611,Archmagex,100,1718878394,7835,Monarch Mutation,773,4903,4642,16699923,162,534,444,1436,428,4063,0,10770981483
1145056,Suomipoika,100,1718872386,8836,Vinerri,1810,30822,7846,17742685,283,1676,4003,60911,2251,3963,0,9200554796
114738,OoOsNaP,69,1718871609,20465,SMTH - Phoenix Nirvana,30,1749,0,1314861,2,20,88,0,504,90,0,2218025033
1147569,dimitrij,100,1718877240,8989,JUX HQ,681,10729,4577,7569209,35,70,1789,826,508,2060,0,5892087969
1147611,HT-Tittentei,100,1718877939,9524,HT-Fenris,2548,53154,13336,30141392,515,780,6469,88124,1745,5072,0,15485695419
1148150,natty1066,100,1718876555,8336,Monarch HQ,363,29068,10600,21719569,266,630,14299,30150,1959,3278,0,14053178732
1151466,Syphilis,58,1718867609,7935,Blue Rock Collective,35,3978,489,387227,0,30,6,0,118,549,0,89182611
1151936,Lonestar,100,1718869895,14365,JFK 2.1,762,18569,4810,16253215,43,326,4123,13086,328,2658,0,6100653204
1152202,Idler,100,1718839411,21234,Underground Nation,822,20205,4782,12257858,63,284,479,11220,298,1926,0,5314097366
1152219,Terminator,91,1718877054,13851,Nuclear Therapy,370,5216,2349,4528928,20,16,84,2592,361,507,0,2159858323
1152399,5omeone,91,1718877813,19,39th Street Killers,1243,9336,2726,6041053,4,149,121,4501,905,476,0,1884383893
1152433,Nihar,100,1718877917,8336,Monarch HQ,2108,22845,6953,47927988,849,1178,8443,33332,927,2661,0,12199820665
1154001,Hatchet,100,1718872703,8706,Carbon,1890,18368,7115,12876831,687,549,6506,60084,1449,2536,0,10406422832
1154047,seanj8,87,1718859588,8802,Ram Rajya,549,4167,1793,1188393,12,0,16,0,15,1453,0,1479752466
1154897,Milosh,100,1718878501,28349,Dexter&#039;s Laboratory,2053,20738,11535,24121351,144,482,552,0,771,4339,0,12452105147
1154977,tangba,45,1718871437,20465,SMTH - Phoenix Nirvana,7,717,50,2767711,0,1,39,0,233,58,0,622118979
115546,LuckyLeou,80,1718875256,6974,Onion Smugglers,255,5889,3990,5313061,26,58,268,18795,869,125,0,5537667291
1156133,TheRxckstar,72,1718854803,9036,The Black Pearl,109,6971,2390,3079400,8,438,384,1500,91,529,0,1218776590
115716,ScroogeMcDuck,100,1718860743,8706,Carbon,1320,34150,5087,22882330,69,684,3018,13307,322,2977,0,5803657069
1158640,LazyPanda,90,1718876031,21716,The Covenant,202,5212,3424,5293973,40,52,119,50,363,2426,0,4333838898
1159022,minamimoto,100,1718877605,8317,Naughty Souls,376,6547,6617,4548744,228,274,62,0,216,3224,0,7881363510
1159897,smurf,100,1718852665,9041,PT-Calculated,1035,33051,8699,15240453,263,1456,5317,38785,1426,3959,0,10835365839
1160000,BitX,75,1718838864,8867,Monarch Chrysalis,970,4265,1504,3149110,21,321,52,1479,210,255,0,529215017
116017,Dooxo,80,1718850761,8954,Nuclear Armageddon,285,3653,407,3207612,11,51,87,5265,268,402,0,727996988
1160203,Sn1p3d,50,1718863029,16079,Halos Rise,145,1659,123,2174856,0,85,7,1598,324,347,0,38665567
116028,dk1234,100,1718877614,16053,Asylum 2.0,3864,20361,8011,16168295,819,237,1770,86927,2058,4166,0,11265061442
1160594,DamianWayne,100,1718875408,16312,39th Street Killers X,1765,32250,4596,15726670,97,843,3595,60107,2875,2823,0,6377036735
1161029,slayer97,100,1718876699,8151,Chromatic,1647,11491,6817,23088343,144,131,649,19935,953,1462,0,8044087165
1161626,LTJELLOMAN,100,1718862220,11747,Natural Selection II,4363,33987,5633,56692685,1505,940,11619,78104,1128,1968,0,4.68e+10
1161672,Bon3s,93,1718878151,20881,.AMOEBA.,1921,8001,2995,7706239,232,40,88,2765,91,1158,0,3007111884
1161882,TheoZ,100,1718878074,16312,39th Street Killers X,1229,19760,9129,43099219,449,1580,9406,20812,784,3634,0,15986766253
1161994,Ryan-san,99,1718876695,7282,Luscious Dreams,805,10688,4232,16235627,276,489,312,6920,176,1147,0,4345792260
1162052,Strelok,100,1718877955,6799,The Untouchables,916,7074,2280,7242383,88,173,858,11992,610,1283,0,4108044846
1162134,Melquiades,90,1718878173,9176,The Iron Fist,393,12461,5053,8334837,250,48,1025,24447,648,2481,0,6802713130
1162207,LouBaker,100,1718878419,8520,Xenon,2345,26237,7831,34530490,590,1145,3531,85673,569,3082,0,10195275397
1162351,budo_scarecrow,100,1718859262,22492,Dystopia,738,17487,8468,13029413,211,954,2019,14082,1233,3932,0,10624896242
1162761,Jahch,95,1718871128,9100,The Black Hand,1197,13248,5903,7068342,215,1034,6692,36384,279,3090,0,7160245482
1162823,Papa-Smurf-,56,1718867936,8715,Midnight X,76,1948,228,3009264,0,35,0,1640,43,325,0,77457865
1163521,Macleod,89,1718847213,14821,JFK - Future Killers,195,6252,2587,3372067,29,200,522,70,13,455,0,3403854726
1164123,DontCareBear,97,1718862013,40624,Toxic Reign,706,9874,2007,7759591,73,315,926,18523,2273,2272,0,4526968494
1164669,Karma_Akabane,80,1718875645,14078,~Twisted~,15,4350,4924,7980943,26,168,73,0,81,1942,0,5629117514
1164699,ceaseeer,100,1718872161,8520,Xenon,634,12024,4871,12039958,100,111,772,36947,1263,2990,0,6412553387
116536,HT-hch34,89,1718872525,9524,HT-Fenris,734,2667,2095,2905185,43,249,505,6256,39,2371,0,3872592536
1165562,Seg,76,1718873558,8867,Monarch Chrysalis,758,12269,1782,6140271,6,235,47,500,621,312,0,1317945623
1166266,Triple_Kill,91,1718863533,525,Ministry of Mayhem,316,14450,2692,9242428,218,133,566,1761,250,819,0,2789250000
1166743,Phaedrae,100,1718865977,10140,In Memory of the Fallen,323,19701,2983,5839568,149,772,709,22752,646,3059,0,5154354385
1166826,DrQuack,50,1718872476,37185,Catch 22,71,1906,412,1568554,4,17,5,499,419,8,0,449804681
1167928,BigBonziBuddy,81,1718877680,8520,Xenon,772,9078,3744,7188574,29,20,150,1000,100,730,0,3826775274
116805,Berith,100,1718856987,8400,Lingering Insanity,465,8823,22,5382446,97,2200,210,53473,2897,4743,0,6979197938
1168839,MrWeeD,75,1718874845,25857,Road House,569,8468,3999,4073723,133,105,246,1750,277,1035,0,4007514745
1169032,Dravid88,74,1718878397,15256,Defenestration,785,2726,1119,4209918,0,20,198,6963,211,66,0,503649598
1169153,Jimmy12X,100,1718870987,14078,~Twisted~,149,13487,11355,10623445,77,473,154,0,27,4031,0,11609255702
1169571,xanty,100,1718870977,230,PT-Family,3086,35340,7982,33666726,1933,4329,5492,50687,1311,2631,0,1.000008e+15
1170226,Lift,100,1718854505,8151,Chromatic,970,13582,5785,7258867,92,260,2017,7247,206,3070,0,8067779719
1170765,PP-Parlour,64,1718876547,16079,Halos Rise,247,2409,1584,4845331,2,63,0,0,19,465,0,668975533
1170952,ITSa341,97,1718866985,14760,Dopeheads on Mopeds,582,9177,1851,8922215,49,58,803,7989,294,966,0,1790513525
1171406,amaresh,60,1718865878,9176,The Iron Fist,322,10348,1980,5501726,3,35,588,2242,735,1070,0,1294925246
1171741,Adaline,100,1718874459,2095,insurreXtion,1777,19645,8943,14983759,65,509,18183,13930,1001,3162,0,12580968349
1172344,loonie,100,1718875585,2736,Itsi Bitsi Bikini,597,30474,10960,11933905,159,516,1301,77630,1728,4136,0,12573158660
1172347,grobut,25,1718876628,21665,Monarch Army of Light,988,4192,1065,3671317,4,38,65,246,153,512,0,283826318
117259,Ranf,100,1718873867,13665,PT-Penguins,982,12577,6402,8944688,220,1221,1620,49913,866,3833,0,9071343549
1172979,Rumzhino,79,1718878452,14365,JFK 2.1,415,4535,2261,3017467,2,72,2,0,166,467,0,1555418039
117313,High,100,1718874457,20747,Damage Inc,2004,15663,8334,8944056,564,130,7380,4466,214,3164,0,10704281222
1173953,Dang_Dynasty,60,1718863612,9036,The Black Pearl,505,4192,75,2361414,8,164,171,750,154,586,0,1084063978
1174171,Samurache,100,1718878454,18569,Romania Elite Kommando,1023,13540,3299,9448453,121,808,879,21340,1151,4508,0,7516633356
11746,Hartje,100,1718873431,11747,Natural Selection II,2148,22277,4703,18029880,454,143,7517,72586,1583,2290,0,7180516952
1175001,Blackhalo,65,1718841838,7282,Luscious Dreams,218,1343,1323,2285142,46,235,389,0,16,1229,0,1535509168
117506,t0m,100,1718877053,9524,HT-Fenris,1534,10248,3765,7181533,142,635,1074,19600,190,1402,0,3841107019
1175394,Elohim,82,1718848548,231,Destructive Anomaly,857,18268,8622,15537606,64,742,119,7440,197,3599,0,11957761777
1176287,Paul,100,1718858412,3241,JFK,875,27907,5642,26363756,151,699,4749,35379,1509,2524,0,7241426598
1176863,aerosol,63,1718876448,42671,The Hellfire Club,420,24715,661,35601104,0,86,112,0,352,718,0,1806311970
1177731,_O_o_,100,1718870569,9041,PT-Calculated,903,10537,3832,9537975,58,228,1753,19507,2205,2358,0,5683121449
1178173,toopoop3,50,1718874467,6799,The Untouchables,136,9877,41,5625131,13,19,141,13950,119,529,0,3010893412
1178565,wurdoc,91,1718863380,9176,The Iron Fist,97,4727,3373,2472448,12,50,1148,0,167,1110,0,2851369210
1178603,MgTheGreat,100,1718866721,10913,Unbroken Silence,1556,40286,6637,26688732,691,580,1774,17998,1094,3139,0,7770110245
1178721,Zanzell,100,1718837676,21526,NS Bomb Shelter,377,14082,4545,7957652,6,470,349,19323,1063,1816,0,5163776613
1178827,Shambho,71,1718875699,15120,Wolf Pack Next Generation,109,2218,755,1879461,0,21,8,10998,236,227,0,425963470
1178989,Stricken,99,1718856387,33458,SA One  Punch,862,15535,4072,11180535,518,913,13337,22152,607,2442,0,7158537856
117941,Andr3w,100,1718874922,18569,Romania Elite Kommando,1058,12180,6966,9633227,225,548,1021,2992,700,3857,0,10078611781
1179551,holman76,96,1718857040,14078,~Twisted~,90,6169,3461,2133068,2,219,940,0,103,1607,0,3953412621
1179947,GodzGamer,100,1718851555,21665,Monarch Army of Light,3323,14336,2880,11684140,264,366,1074,5278,608,1634,0,3607390647
1180223,IsMiseAaron,88,1718872282,8537,NNGO,695,5492,1364,3702382,24,96,105,0,190,948,0,1091093448
1180915,x_IBennnnn,94,1718869607,9036,The Black Pearl,360,3813,6646,4513899,37,83,739,0,127,2897,0,8339217691
1181209,ZAYN,100,1718878049,7709,Vulpes Vulpes,765,11657,2793,14973566,91,354,959,26990,970,1558,0,2460632989
1181260,Ikko,94,1718877428,11747,Natural Selection II,215,5365,4591,5908539,14,31,264,743,331,1529,0,6376371025
1181784,PercyConfucius,60,1718876725,37786,Halos Momentum,58,1034,117,1275071,3,4,2,0,47,126,0,353786388
1182000,TheBhoy,88,1718876054,8938,Arcadia,222,9125,2906,3332497,5,7,335,0,297,382,0,2538668989
1182764,Kamikaze-Phobe,100,1718862342,8938,Arcadia,582,15201,4375,6238771,90,503,1319,14710,1420,1596,0,5298217082
1183035,lewlar,31,1718868714,34623,Viking Emus,3,131,42,564196,0,55,0,0,25,287,0,18974072
1183240,Rua,100,1718877947,478,PT-ShadowRazers,422,15377,4587,13025716,60,178,151,11292,434,742,0,4722845220
1184072,AntiCupid,87,1718874831,9055,Natural Selection IV,786,4318,2472,8685193,6,107,1249,10680,256,1184,0,2618709607
1184292,wubz,94,1718872060,7282,Luscious Dreams,712,6661,3087,2698162,80,43,15,0,79,243,0,2557487524
1184330,Rixer,100,1718877703,9100,The Black Hand,2620,12515,4145,16409461,660,414,2538,64861,1088,1750,0,4528453178
1184603,yugo89,79,1718873984,8811,Impulse 13!,69,5026,1168,3026888,23,150,61,7626,891,697,0,1893283986
1184766,HedonismBot,42,1718866469,9047,DarkHearts,58,3796,1878,6811908,0,116,34,0,59,551,0,1224161945
118581,Bobo2642kk,75,1718867080,8944,Ambulance Chasers,142,353,29,1464782,0,13,0,0,4,373,0,850883051
1186433,INVALIDkiller,34,1718857535,49718,Torn City Kings,131,903,17,669894,0,5,112,7969,228,107,0,655388
1186889,mozzy134,78,1718877531,9041,PT-Calculated,988,2723,2468,2293727,66,16,198,3240,186,1195,0,2402485239
1187361,FirewallAUT,99,1718874274,8811,Impulse 13!,957,10378,2721,3254680,234,767,385,0,181,2305,0,4672131071
1187574,S-I-S,100,1718875245,16628,Chain Reaction,1472,27637,9161,63692058,257,1411,8652,32051,1655,3310,0,18130284698
1187876,Lat,100,1718878457,16696,Scum Squad HQ,1632,46584,5346,40503245,759,1688,4079,33636,590,2135,0,1.314e+11
1188181,Carl,100,1718868927,7835,Monarch Mutation,827,16514,6836,22756494,307,280,1212,3689,274,2374,0,8542241930
118943,_Big_GunZ_,100,1718852853,8336,Monarch HQ,1485,41561,6385,32038774,435,3768,16845,114366,2864,4758,0,14801876881
1189613,Ilott92,62,1718876609,9455,Bleed,931,3333,713,3613959,7,137,1,250,65,340,0,196015220
1190773,Art,26,1718877445,10820,Lithium,86,4555,775,2825970,2,337,250,3051,239,382,0,1545470193
119080,thiagorip,100,1718852739,9032,Wolf Pack,257,11232,6170,7092878,94,744,1510,38267,355,3911,0,10649626533
1190945,michaellinn77,27,1718849655,41238,The Mile High Club,8,961,423,767182,0,2,2,0,88,220,0,13441512
1191149,Rosarium,80,1718877056,10818,Lex Wolverines,883,10890,1209,10781086,559,133,1046,17862,755,1571,0,3553191257
1191195,Dismembered57,83,1718862762,25857,Road House,43,5284,1221,4541683,5,98,2405,13220,530,960,0,870686878
1191355,Arsenal,93,1718864697,20747,Damage Inc,173,7680,5698,3373263,5,55,14,0,555,1004,0,5060659138
1191478,Deb4,60,1718867518,46835,Fuchsia Umbrella,179,4236,678,4873225,9,102,91,9864,306,456,0,233713450
1192157,kuasa,100,1718875698,8336,Monarch HQ,1789,17538,12113,52122951,141,139,3290,9562,1679,4422,0,15073418608
1192878,Stickz,71,1718869745,37786,Halos Momentum,196,1963,757,4899246,17,705,52,1999,436,437,0,1929909141
1193479,wgma,100,1718857840,21665,Monarch Army of Light,64,12448,5029,18938264,9,199,1000,0,702,1883,0,6085711257
1194350,Just_M,87,1718874627,6799,The Untouchables,943,5452,3454,6489993,93,11,59,7783,300,1693,0,3954945312
1194515,Xanthis,86,1718863374,7709,Vulpes Vulpes,98,2124,1601,2618837,10,76,155,800,5,798,0,1514984888
1195126,JessicaHills,71,1718859747,30085,Wargasm HQ,401,18097,4329,12922688,148,508,358,48360,1325,997,0,4977749135
1195441,Keteowitha,100,1718875213,2013,Subversive  Alliance,406,9837,6241,21106120,181,312,473,290,41,322,0,8131611035
1195734,RoLin100,88,1718857846,8085,Nuclear Blast,616,7835,1735,7914159,37,60,162,3076,468,714,0,1494530573
1196494,Mortevor,100,1718859763,6974,Onion Smugglers,443,12571,4987,6587711,145,112,60,5000,336,3261,0,6843483739
1197027,Wilkyvvay,49,1718875609,15929,The Inquisition,505,3693,1310,5125419,7,15,35,1182,49,494,0,507239401
1197995,Chesna,100,1718872104,15222,Dark Arts,6048,21371,8536,25249948,797,1120,2734,12366,909,3862,0,14312615754
1198613,FRG,40,1718878464,35776,IA Black,611,2079,1888,2807015,49,156,326,3049,112,1250,0,2327083403
1199477,Ragnfrior,99,1718875071,6799,The Untouchables,53,10989,3964,12307491,44,13,508,14963,1044,2655,0,5303774705
1199521,-Witcher-,41,1718864053,7935,Blue Rock Collective,5,398,247,1359959,0,112,0,0,10,114,0,36067322
1199649,StreetRuler,100,1718859561,7709,Vulpes Vulpes,721,14465,9078,16354284,217,504,450,44829,1365,3181,0,10949305916
1199885,Captain-Dfatht,100,1718870076,7652,Alley Cats,694,17986,3354,9088137,130,334,1084,27842,1384,1909,0,5792011765
1199986,Enzotic,97,1718865684,9036,The Black Pearl,1688,28414,6355,7323335,218,598,1187,25878,1099,3355,0,7347038925
12,SandyClaws,36,1718868499,9745,Emergency Room,0,601,0,1367404,0,0,0,0,36,121,0,424083630
1200106,moezmay,62,1718877762,21665,Monarch Army of Light,600,1207,988,3613583,5,7,87,0,53,450,0,810413909
12004,Topolino,100,1718862337,525,Ministry of Mayhem,945,16965,2294,12307717,354,855,2809,26156,582,4617,0,8253042501
1200738,SrgDean,88,1718838686,13343,The Defiant,221,6592,2549,16363263,57,14,54,0,145,135,0,2356183674
1201431,Eli,99,1718877421,35507,The Nest,256,10626,2225,10454679,17,714,828,9022,875,1092,0,2609101600
1203022,Dark_Anubis,100,1718877688,13525,Wargasm 2.0,591,14923,3113,12529637,84,806,810,3445,113,1994,0,5920326116
120362,WarAndPeace,100,1718863215,2013,Subversive  Alliance,259,16617,11714,9969128,105,267,11081,10274,1358,4824,0,17040719747
1204156,Sammy,100,1718874746,8715,Midnight X,1552,14543,3249,13294988,1144,384,1198,44307,897,991,0,2708888785
1204315,Nickels,97,1718878104,7969,WIT-Premier,865,10928,6294,8600209,341,138,506,1210,79,3142,0,7203286434
1204341,DA-FRAZA,40,1718870223,8468,Bloodbath and Beyond,73,1277,341,1361670,0,81,24,940,145,424,0,57087451
1204577,Jollycat,71,1718842680,30085,Wargasm HQ,420,3536,1337,2097121,3,42,38,0,350,724,0,900198162
1205030,Lor,81,1718837458,9745,Emergency Room,146,2162,734,2670937,0,30,28,500,87,1637,0,1517291909
1205033,aps,100,1718873752,7835,Monarch Mutation,1313,22618,4991,15357492,130,76,2133,1509,528,2718,0,5434454043
1205754,Guess_Who,60,1718871587,11782,Plague Inc.,479,6208,1459,4155022,71,190,318,1004,150,751,0,1378454594
1206285,Indigodye,44,1718871191,48206,ADHD Team,700,1744,197,1211674,0,30,8,1500,211,191,0,12487285
1207116,2000,97,1718865329,41929,Valor,934,6072,3729,5205812,15,15,48,299,533,1209,0,3743921485
1207262,Embra,100,1718875658,2736,Itsi Bitsi Bikini,661,9672,5924,8056534,53,316,652,1020,504,2491,0,7665695747
1207312,-AKA-Spark,99,1718868479,9041,PT-Calculated,1693,8998,2662,4681226,247,450,942,6673,430,940,0,2637388026
1208073,THE_COOL_KID,85,1718869031,30085,Wargasm HQ,1084,4690,26,2432223,7,104,221,1245,153,716,0,994867294
1208196,the_Red_Death,99,1718873315,15929,The Inquisition,617,3511,4448,36618972,245,952,4275,12000,378,3352,0,8029522341
120824,kilkenny,96,1718870970,525,Ministry of Mayhem,147,6858,96,3880605,49,360,522,5666,978,3643,0,6798793914
1210078,KoBanyar,77,1718874240,43428,The Madhouse Resurrection,1487,3089,409,2647154,78,406,62,0,110,662,0,903760761
1210745,Blinkiss,50,1718875695,8422,Monarch Cupid,246,7864,0,5690436,1,20,577,47886,2110,508,0,2677681516
1211375,TerraZone,100,1718878366,8706,Carbon,461,15007,3802,9373735,68,369,2377,21463,1859,2345,0,5566606075
1211503,Sutekh,80,1718868586,40420,Too Sober for this Shit,151,2078,138,1231810,13,50,227,0,14,400,0,434296295
12118,CombatHunter,100,1718854058,946,PT-IronHearts,516,8691,5070,3890903,122,753,2779,12781,654,2578,0,7099847092
1213813,Austin,38,1718872670,49184,The Rusty Pickle,0,170,4,325170,0,0,0,0,0,3,0,76436
121433,Pidu,100,1718867507,13665,PT-Penguins,295,17540,8585,9670911,181,624,542,576,1266,4718,0,11711460366
1220645,Smiffy,100,1718876033,27223,Little Stompers,3815,40782,7897,22681656,2178,1608,8307,81348,1116,3125,0,10099041193
12207,Enji,100,1718868865,37530,The Iron Retribution,400,15199,3037,5076321,74,256,25,1176,618,2669,0,5061614015
122268,ALlCE,100,1718876948,3241,JFK,390,10820,9125,14187047,84,1112,2458,0,808,4307,0,15513583976
122301,Bolverkr,100,1718877921,36660,Premature Attackulation,1223,12653,4949,6291935,55,599,523,872,229,3941,0,8944944012
122371,DaManYo,71,1718872470,37786,Halos Momentum,2146,3959,746,1351177,80,44,76,4233,400,295,0,143982544
122870,Tonk,100,1718860843,231,Destructive Anomaly,1268,31851,9029,36870832,180,1030,2642,33714,1293,4832,0,13024129421
123036,Umol,91,1718864637,11581,Natural Selection III,232,4384,3956,2542489,115,1120,147,0,129,1100,0,4085496562
1232819,badger1965,86,1718875372,10174,AQUA-Poseidon,1614,13351,9716,10725120,15,391,182,0,7,3149,0,11115580627
123295,hwachong,100,1718878305,11428,Swiss Squad,184,9737,5171,11598036,39,318,72,0,87,1028,0,6822803377
123649,Dabzilla,37,1718864845,28349,Dexter&#039;s Laboratory,249,2084,394,877891,0,79,127,260,182,455,0,87558057
123708,Genocide,92,1718870141,9533,Natural Selection,930,4857,3287,9328724,36,216,2931,1200,195,1517,0,10718770683
1237996,Jack-Bauer,100,1718860429,14078,~Twisted~,323,24120,6557,18966216,463,737,798,51300,442,4024,0,9409902439
1243700,Morrissey,54,1718876488,37786,Halos Momentum,720,1788,649,1761919,19,228,140,1553,102,602,0,73162228
12469,Tygra,100,1718857925,16628,Chain Reaction,254,11014,8862,3948702,6,191,860,4234,423,3407,0,12316384792
124695,luke_31,99,1718849508,14760,Dopeheads on Mopeds,1154,6344,531,2343985,30,203,468,1300,462,787,0,1802833133
124700,Poisonivy,99,1718870657,16282,Nuclear Winter,499,8880,2930,5056761,3,263,189,20,606,594,0,2661780123
1249448,Mr_Canuck,100,1718860794,6731,The Next Level,2942,19322,4040,12034631,115,286,312,32878,543,1785,0,5612835665
