"faction","stat","name","level","total","side","activity","id","update","fid"
"MOB","275.5k","dannyrouge",18,275503,"Other",0.178,1474274,1718096791.77983,7093
"MOB","2.37b","Wonderland",90,2372620158,"Other",0.361,1538759,1717751225.31149,7093
"MOB","882.42m","infernalsteven",63,882418268,"Other",0.12,1571572,1717362412.99191,7093
"MOB","110.68m","decree",50,110681035,"Other",0.034,1831935,1717967205.0065,7093
"MOB","113.56k","D4v3",20,113561,"Other",3.358,1935529,1717449225.68708,7093
"MOB","8.16m","adrian22",42,8159548,"Other",0.146,1950042,1717664789.64243,7093
"MOB","1.39b","danjuma18",78,1385590144,"Other",0.437,1956433,1716757600.69671,7093
"MOB","8m","Okaya",35,7998120,"Other",0.083,2000500,1717664789.64243,7093
"MOB","13.25m","Bandito",30,13245787,"Other",0.052,2060727,1716325591.7635,7093
"MOB","15.13m","Jdothdotm",43,15129624,"Other",0.105,2128736,1717449225.68708,7093
"MOB","8.79m","Akalyvas87",40,8789297,"Other",0.106,2186601,1717578388.13421,7093
"MOB","202.71k","Haza",25,202709,"Other",0.376,2241698,1717491990.29533,7093
"MOB","11.75m","Nickrockhard",48,11749306,"Other",0.074,2258803,1717664789.64243,7093
"MOB","601.26k","Cathieebells",39,601264,"Other",0.027,2310920,1718442382.106,7093
"MOB","1.94m","Anarchy2692",44,1937602,"Other",0.479,2358452,1717535191.57319,7093
"MOB","6.04m","5ithu",34,6043702,"Other",0.105,2382492,1717794442.90018,7093
"MOB","9.89m","hunteagle",37,9894004,"Other",0.034,2398047,1717491990.29533,7093
"MOB","10.18m","WDragon",58,10182260,"Other",0.274,2402052,1717319204.46127,7093
"MOB","721.73m","Franc-VIIIL",91,721733907,"Other",1.861,2409548,1717751225.31149,7093
"MOB","15.44m","Krembskull",60,15439199,"Other",0.139,2430606,1718442382.106,7093
"MOB","1.98b","DildoBeastt",91,1982936134,"Other",3.742,2479221,1717535191.57319,7093
"MOB","147.51k","nightraider54",24,147506,"Other",0.173,2553450,1717491990.29533,7093
"MOB","8.16m","Anger",36,8156660,"Other",0.16,2562340,1717535191.57319,7093
"MOB","859.13m","SungJinWoo",89,859126565,"Other",0.27,2569455,1717491990.29533,7093
"MOB","478.52k","SpitFireGames",32,478522,"Other",0.082,2583291,1717751225.31149,7093
"MOB","1.3m","SekiTimewalker",40,1296996,"Other",0.085,2633164,1717751225.31149,7093
"MOB","4.38m","Mighty_Mando",45,4380833,"Other",0.189,2640678,1717103221.09932,7093
"MOB","33.38m","Narken",53,33382601,"Other",0.194,2670088,1717967205.0065,7093
"MOB","5.17m","Elementshock",43,5173545,"Other",0.016,2670796,1717967205.0065,7093
"MOB","971.33m","Dedcleva",62,971327174,"Other",0.519,2696536,1718442382.106,7093
"MOB","4.95m","Scriptkid",50,4952831,"Other",0.134,2715761,1717621592.49914,7093
"MOB","1.17m","AssDestruction",25,1169866,"Other",0.373,2720921,1717491990.29533,7093
"MOB","28.78m","BrandenSky3",45,28780067,"Other",0.291,2729871,1717491990.29533,7093
"MOB","189.91k","DrHellsing",22,189913,"Other",0.104,2735243,1717491990.29533,7093
"MOB","182.7k","Virgo_Neo",27,182703,"Other",0.838,2763602,1717535191.57319,7093
"MOB","658.77k","Siscellina",36,658770,"Other",0.155,2773852,1717449225.68708,7093
"MOB","1.06m","Naoki_Lynfiend",30,1059125,"Other",0.259,2800373,1717751225.31149,7093
"MOB","27.59k","Thunder7773",23,27595,"Other",0.135,2922629,1717362412.99191,7093
"MOB","1.84m","ReeceySnaps",36,1836649,"Other",0.085,3016895,1716757600.69671,7093
"MOB","55.54k","HitmanB13",27,55540,"Other",0.225,3038705,1717449225.68708,7093
"MOB","80.54k","EhCanadien",32,80541,"Other",0.157,3041683,1717621592.49914,7093
"MOB","549.19k","Ud0",29,549191,"Other",0.098,3051622,1717362412.99191,7093
"MOB","62.05k","nearaja",20,62046,"Other",0.157,3109390,1718571973.25892,7093
"MOB","133.78k","Tgibbler",19,133785,"Other",0.025,3143351,1717578388.13421,7093
"MOB","20.87k","Uykulu",15,20868,"Other",2.836,3274783,1717449225.68708,7093
"MORTAL LEGENDS","2.78b","Hacker_Man",98,2783381532,"Other",0.661,64419,1718615186.31814,95
"MORTAL LEGENDS","4.6b","kll9",80,4601954505,"Other",0.14,266230,1716757600.69671,95
"MORTAL LEGENDS","397.91m","killer_90",67,397914354,"Other",1.161,285597,1717275987.51412,95
"MORTAL LEGENDS","201.15m","vwantvw",45,201154533,"Other",0.149,366628,1716412000.37359,95
"MORTAL LEGENDS","5.94b","Blue_Neon",100,5935172867,"Other",0.232,715039,1718442382.106,95
"MORTAL LEGENDS","631.27m","juggaloICP",76,631269022,"Other",0.083,1208020,1718442382.106,95
"MORTAL LEGENDS","4b","Vinny187",100,3997781312,"Other",0.302,1211171,1716627989.10529,95
"MORTAL LEGENDS","8.82b","Stigmata",100,8820607189,"Other",0.305,1309255,1717103221.09932,95
"MORTAL LEGENDS","4.59b","ins0mniak",97,4594644781,"Other",1.702,1351608,1718442382.106,95
"MORTAL LEGENDS","796.32m","Flanderpops",73,796317099,"Other",0.125,1424443,1716844006.31174,95
"MORTAL LEGENDS","1.69b","WalkingSpliff",93,1692892120,"Other",0.284,1469742,1716757600.69671,95
"MORTAL LEGENDS","130.63m","TheTrout96",69,130633783,"Other",0.645,1543232,1717189663.69098,95
"MORTAL LEGENDS","855.03m","MegaEggbert",70,855032899,"Other",0.096,1577503,1716541677.85069,95
"MORTAL LEGENDS","1.2b","Undergrad",81,1201467532,"Other",0.135,1590701,1718744807.10811,95
"MORTAL LEGENDS","364.2m","demonprincess",45,364199859,"Other",0.255,1603113,1718442382.106,95
"MORTAL LEGENDS","822.18m","Kazuha",68,822177452,"Other",0.226,1655044,1716757600.69671,95
"MORTAL LEGENDS","243.47m","ecliptic_sky",62,243468966,"Other",0.033,1738601,1716973652.66914,95
"MORTAL LEGENDS","1.73b","420WhiteWidow",69,1727977204,"Other",0.177,1780654,1718442382.106,95
"MORTAL LEGENDS","29.14m","BarryK1994",50,29142228,"Other",0.132,1809583,1717621592.49914,95
"MORTAL LEGENDS","13.35m","BigPaddy",25,13351063,"Other",0.349,1858940,1717189663.69098,95
"MORTAL LEGENDS","1.9b","Aya",85,1902800320,"Other",1.841,1886152,1718442382.106,95
"MORTAL LEGENDS","1.39b","Wilba",68,1393353200,"Other",0.658,1889937,1717449225.68708,95
"MORTAL LEGENDS","223.18m","Volstellar",67,223178809,"Other",0.139,1891255,1718442382.106,95
"MORTAL LEGENDS","37.73m","pilgrim025",65,37734693,"Other",0.22,1927879,1717837588.82962,95
"MORTAL LEGENDS","67.69m","BubblegumTea",25,67691196,"Other",0.287,1960945,1717664789.64243,95
"MORTAL LEGENDS","186.09m","Katze",66,186092307,"Other",0.216,1965746,1718442382.106,95
"MORTAL LEGENDS","6.44b","Megaloxantha",74,6435338284,"Other",2.416,1980069,1718442382.106,95
"MORTAL LEGENDS","23.17m","Crystaeng",32,23174641,"Other",0.27,2073105,1717578388.13421,95
"MORTAL LEGENDS","209.55m","xtrexpt",82,209548204,"Other",0.977,2109776,1716412000.37359,95
"MORTAL LEGENDS","136.09m","Dupes12",79,136091197,"Other",0.196,2111200,1717103221.09932,95
"MORTAL LEGENDS","2.37b","Aizen123",94,2367063468,"Other",0.455,2125640,1716973652.66914,95
"MORTAL LEGENDS","1.68m","Blacknight420",35,1680880,"Other",0.25,2144088,1717664789.64243,95
"MORTAL LEGENDS","2.2b","Brawndo",92,2200438834,"Other",0.081,2158593,1717664789.64243,95
"MORTAL LEGENDS","798.78m","hanp01",99,798782206,"Other",0.526,2176302,1718744807.10811,95
"MORTAL LEGENDS","1.9b","Jarkko",70,1902209610,"Other",1.413,2206246,1716627989.10529,95
"MORTAL LEGENDS","678.08m","McDon13",65,678081878,"Other",0.039,2214222,1718442382.106,95
"MORTAL LEGENDS","743.36k","i666",24,743355,"Other",0.135,2231004,1718442382.106,95
"MORTAL LEGENDS","1.53b","Kanoa",86,1533280970,"Other",0.217,2244408,1718442382.106,95
"MORTAL LEGENDS","104.71m","Yuvaraj",63,104714324,"Other",0.045,2265353,1716714382.81286,95
"MORTAL LEGENDS","332.34m","Benjii",88,332337820,"Other",0.212,2271154,1718744807.10811,95
"MORTAL LEGENDS","854.26k","LithiumOxide",41,854264,"Other",0.134,2275405,1718744807.10811,95
"MORTAL LEGENDS","1.34b","Timpo",100,1344756743,"Other",3.787,2281064,1717319204.46127,95
"MORTAL LEGENDS","2b","Nick969",69,1995817044,"Other",0.508,2286472,1717664789.64243,95
"MORTAL LEGENDS","387.75m","Liarith",96,387748111,"Other",0.335,2295246,1717319204.46127,95
"MORTAL LEGENDS","636.67m","rickyboy",82,636669789,"Other",0.772,2327671,1717189663.69098,95
"MORTAL LEGENDS","1.29b","hapdam",93,1285847060,"Other",0.317,2338804,1716757600.69671,95
"MORTAL LEGENDS","808.05m","Jackw46",75,808049047,"Other",0.262,2344267,1716973652.66914,95
"MORTAL LEGENDS","1.5b","PatriXdk",86,1503065531,"Other",0.519,2381059,1718442382.106,95
"MORTAL LEGENDS","89.89m","Dominic_3",80,89892472,"Other",0.917,2408294,1717103221.09932,95
"MORTAL LEGENDS","2.1b","Signi_Blackburn",90,2099330875,"Other",0.764,2444803,1717103221.09932,95
"MORTAL LEGENDS","75.05m","Dinappa",69,75054262,"Other",0.087,2457758,1717319204.46127,95
"MORTAL LEGENDS","641.83m","Froggy_Bones",70,641827900,"Other",0.265,2509844,1718528780.64238,95
"MORTAL LEGENDS","3.31b","BinjaiBoss",79,3306114368,"Other",1.01,2520414,1717621592.49914,95
"MORTAL LEGENDS","95.98m","deadkenny925",79,95982291,"Other",0.202,2560343,1718528780.64238,95
"MORTAL LEGENDS","1.36b","Democracy",90,1358834192,"Other",0.077,2569874,1717664789.64243,95
"MORTAL LEGENDS","131.86m","slimchickens",63,131859757,"Other",0.562,2597944,1716973652.66914,95
"MORTAL LEGENDS","669.21m","LaPaka",36,669207617,"Other",0.367,2601487,1718442382.106,95
"MORTAL LEGENDS","1.73m","adamsoliz",52,1729442,"Other",0.17,2604243,1716541677.85069,95
"MORTAL LEGENDS","14.58m","Fedded",48,14575739,"Other",1.464,2610191,1716714382.81286,95
"MORTAL LEGENDS","32.69m","NightMarshall",56,32692449,"Other",0.404,2614269,1716930438.83649,95
"MORTAL LEGENDS","4.65m","Traetus",30,4648167,"Other",1.045,2634698,1718442382.106,95
"MORTAL LEGENDS","453.72m","Panndama",86,453724266,"Other",0.143,2645260,1716757600.69671,95
"MORTAL LEGENDS","697.91k","RareXion896",35,697912,"Other",0.18,2647571,1717621592.49914,95
"MORTAL LEGENDS","1.12b","StJohn",37,1121737041,"Other",1.548,2683506,1718615186.31814,95
"MORTAL LEGENDS","265.42m","Strongbaad",42,265423916,"Other",0.177,2685062,1717751225.31149,95
"MORTAL LEGENDS","42.41m","RedRageChicken",50,42405960,"Other",0.246,2691079,1716973652.66914,95
"MORTAL LEGENDS","781k","faithinthesound",38,781003,"Other",1.041,2699069,1718831199.71588,95
"MORTAL LEGENDS","1.04m","HarperFlynn",35,1042475,"Other",0.088,2725688,1718615186.31814,95
"MORTAL LEGENDS","670.84m","Bob367",40,670841459,"Other",0.402,2728133,1717319204.46127,95
"MORTAL LEGENDS","6.43m","Biff_Ironbarge",20,6432639,"Other",0.082,2728146,1718442382.106,95
"MORTAL LEGENDS","8.27m","BLRSilverado",57,8271332,"Other",0.375,2733826,1717751225.31149,95
"MORTAL LEGENDS","25.58m","mischaiscrying",43,25576059,"Other",0.33,2734510,1716325591.7635,95
"MORTAL LEGENDS","8.6m","Das_womb_broom",53,8596216,"Other",0.155,2736639,1716757600.69671,95
"MORTAL LEGENDS","249.91m","Archer_Quinn",81,249911768,"Other",0.397,2737155,1718787987.99409,95
"MORTAL LEGENDS","431.1m","bcfcAnt",22,431096217,"Other",0.113,2739026,1716757600.69671,95
"MORTAL LEGENDS","1.06m","Chisana_Akuma",35,1058392,"Other",0.382,2741152,1716757600.69671,95
"MORTAL LEGENDS","1.04b","Azrelix",81,1036330576,"Other",1.057,2750497,1716757600.69671,95
"MORTAL LEGENDS","253.13m","Jrelix",79,253132888,"Other",0.521,2750555,1716627989.10529,95
"MORTAL LEGENDS","1.47m","TassBurrfoot",48,1467574,"Other",0.198,2755193,1716627989.10529,95
"MORTAL LEGENDS","1.16b","SykO_Kaine",90,1161720946,"Other",1.716,2761359,1718053675.45723,95
"MORTAL LEGENDS","20.92m","Drury",58,20919798,"Other",0.237,2771765,1717621592.49914,95
"MORTAL LEGENDS","8.88m","Eio",67,8879750,"Other",0.241,2772466,1716757600.69671,95
"MORTAL LEGENDS","972.59k","Peetay30",56,972594,"Other",0.091,2793996,1717664789.64243,95
"MORTAL LEGENDS","23.49m","Harumbu",50,23491375,"Other",0.102,2819176,1718442382.106,95
"MORTAL LEGENDS","7.01m","mudpiesRus",60,7014907,"Other",2.083,2825496,1717362412.99191,95
"MORTAL LEGENDS","2.17m","Sylphia",57,2167605,"Other",0.562,2863515,1718442382.106,95
"MORTAL LEGENDS","4.81m","LoveLlama",50,4807859,"Other",1.972,2867654,1718442382.106,95
"MORTAL LEGENDS","57.46m","Nomeles",65,57462565,"Other",0.403,2872293,1717103221.09932,95
"MORTAL LEGENDS","476.99k","Hanelore",47,476988,"Other",0.574,3122724,1718615186.31814,95
"MORTAL LEGENDS","471.04k","Temis",47,471042,"Other",0.858,3123368,1718528780.64238,95
"MORTAL LEGENDS","49.01k","Donut",25,49005,"Other",0.204,3157771,1716627989.10529,95
"MORTAL LEGENDS","22.78k","user99",29,22779,"Other",0.659,3159012,1716757600.69671,95
"MORTAL LEGENDS","367.84k","PaigeTurner",28,367841,"Other",0.919,3219095,1718442382.106,95
"MORTAL LEGENDS","193.87k","paulhPaulpaul",26,193869,"Other",6.331,3233119,1716325591.7635,95
"MORTAL LEGENDS","14.78b","MRCHEESE",100,14780403310,"Other",0.524,698958,1718874388.64975,95
"MORTAL LEGENDS","1.09b","vedana",77,1092870260,"Other",0.697,1860686,1718874388.64975,95
"MORTAL LEGENDS","4.7m","Curen7",45,4700461,"Other",0.296,2211062,1718874388.64975,95
"MORTAL LEGENDS","13.24m","CrumbCake",69,13238708,"Other",0.204,2677822,1718874388.64975,95
"Maiden Voyage","1.94b","Legion_Prime",84,1939895466,"WW",0.428,29,1717319204.46127,9118
"Maiden Voyage","2.59b","DarkeAngel",96,2593284986,"WW",0.058,4266,1718615186.31814,9118
"Maiden Voyage","1.35b","CloudSabre",60,1353169196,"WW",0.169,14221,1718442382.106,9118
"Maiden Voyage","455.42m","Solitary",76,455423620,"WW",0.021,31593,1716973652.66914,9118
"Maiden Voyage","1.36b","Leojay",83,1359002978,"WW",0.054,46848,1716930438.83649,9118
"Maiden Voyage","1.5b","Sportglide107",85,1501337077,"WW",0.014,60808,1718442382.106,9118
"Maiden Voyage","2b","Careta",69,1998165927,"WW",0.045,114986,1718442382.106,9118
"Maiden Voyage","1.96b","VenomousCraze",90,1956604557,"WW",0.082,130046,1717491990.29533,9118
"Maiden Voyage","1.63b","JR19",81,1632606368,"WW",1.526,144903,1718442382.106,9118
"Maiden Voyage","1.64b","MurderFang",82,1638174547,"WW",0.106,295146,1717103221.09932,9118
"Maiden Voyage","483.97m","Rogue_Knight",55,483966158,"WW",0.092,335249,1717751225.31149,9118
"Maiden Voyage","4.08b","Splify",100,4078608864,"WW",0.134,375538,1716757600.69671,9118
"Maiden Voyage","1.01b","hodster",52,1008514985,"WW",0.13,435450,1718442382.106,9118
"Maiden Voyage","3.39b","prawn",65,3385509880,"WW",0.041,448949,1718615186.31814,9118
"Maiden Voyage","2.07b","SJohnsonz",73,2069623277,"WW",0.086,502901,1716541677.85069,9118
"Maiden Voyage","2.52b","KEMSLEY",89,2516554604,"WW",0.666,525440,1718615186.31814,9118
"Maiden Voyage","4.15b","Wonder25",99,4146263214,"WW",0.091,621449,1718442382.106,9118
"Maiden Voyage","3.28b","nummah9",26,3282945394,"WW",0.049,665536,1716627989.10529,9118
"Maiden Voyage","1.91b","outofbrain",87,1907066119,"WW",0.112,696244,1718442382.106,9118
"Maiden Voyage","4.81b","MacLean",65,4809547027,"WW",0.172,800114,1718399193.61351,9118
"Maiden Voyage","1.86b","Miiho",90,1856932024,"WW",0.139,819872,1718442382.106,9118
"Maiden Voyage","5.06b","celestiAl",100,5063580154,"WW",0.148,867871,1716412000.37359,9118
"Maiden Voyage","1.65b","RJWraith",55,1649531181,"WW",0.11,869513,1716541677.85069,9118
"Maiden Voyage","1.1b","Jinxy23",50,1095337641,"WW",0.031,902188,1718442382.106,9118
"Maiden Voyage","1.14b","DredzNinja",78,1141591376,"WW",0.022,959504,1716325591.7635,9118
"Maiden Voyage","850.05m","888",70,850048802,"WW",1.864,1012509,1716757600.69671,9118
"Maiden Voyage","3.82b","Michaul",50,3818728298,"WW",0.211,1037055,1718442382.106,9118
"Maiden Voyage","573.09m","LadyDetritus",58,573085761,"WW",0.016,1039690,1716973652.66914,9118
"Maiden Voyage","375.7m","N4YLOR",84,375702197,"WW",0.022,1040816,1716757600.69671,9118
"Maiden Voyage","1.98b","Robin__Hood",82,1980239194,"WW",0.102,1171594,1718442382.106,9118
"Maiden Voyage","667.47m","Remedial",64,667469944,"WW",0.12,1183134,1717275987.51412,9118
"Maiden Voyage","2b","Darkant",90,2001226365,"WW",0.244,1185512,1717103221.09932,9118
"Maiden Voyage","1.05b","Huracan",83,1045204581,"WW",0.071,1303897,1716757600.69671,9118
"Maiden Voyage","5.11b","Umpa",91,5114000492,"WW",0.032,1325506,1717275987.51412,9118
"Maiden Voyage","1.74b","DerMagus",50,1735606187,"WW",0.105,1368326,1718442382.106,9118
"Maiden Voyage","2.8b","Siby",95,2798839882,"WW",0.142,1444481,1717275987.51412,9118
"Maiden Voyage","5.68b","miinii",92,5678556901,"WW",0.19,1459213,1718442382.106,9118
"Maiden Voyage","767.13m","Solfatari",82,767133935,"WW",0.649,1556273,1716757600.69671,9118
"Maiden Voyage","2.69b","Sober_Nelson",80,2687464502,"WW",0.087,1675298,1717664789.64243,9118
"Maiden Voyage","71.18m","DEATH-27",66,71177513,"WW",0.765,1689892,1718442382.106,9118
"Maiden Voyage","124.77m","I_Am_The_Sky",56,124766135,"WW",0.171,1692543,1716757600.69671,9118
"Maiden Voyage","2.57b","TexanLady",90,2567793146,"WW",0.101,1800677,1716757600.69671,9118
"Maiden Voyage","211.57m","girtepo",15,211572098,"WW",0.217,1849958,1717362412.99191,9118
"Maiden Voyage","5.31b","Robert",99,5305847109,"WW",0.21,1881316,1718442382.106,9118
"Maiden Voyage","7.03b","undertheradar",100,7027927968,"WW",1.1,1882662,1717319204.46127,9118
"Maiden Voyage","276.38m","Sergei_ivanov",91,276382787,"WW",0.375,1915013,1716412000.37359,9118
"Maiden Voyage","784.65m","Kamkool",80,784645021,"WW",0.154,1918371,1716973652.66914,9118
"Maiden Voyage","1.03b","Mephesto",75,1027261497,"WW",0.318,1932248,1717275987.51412,9118
"Maiden Voyage","2.4b","Jazzo44556",50,2399103894,"WW",0.172,1967545,1717751225.31149,9118
"Maiden Voyage","1.37m","Kipp",42,1369042,"WW",0.116,1970563,1716973652.66914,9118
"Maiden Voyage","6.11b","-Lannister-",100,6111111138,"WW",0.114,1980049,1717664789.64243,9118
"Maiden Voyage","990.25m","aZ3R0n",40,990253175,"WW",0.123,1983380,1718442382.106,9118
"Maiden Voyage","4.19b","Mike_Lee",96,4187738642,"WW",0.388,2038706,1717837588.82962,9118
"Maiden Voyage","158.83m","Ferret-Civ",49,158832554,"WW",0.028,2044929,1718528780.64238,9118
"Maiden Voyage","2.42b","Pymm",94,2424443969,"WW",0.321,2072078,1716757600.69671,9118
"Maiden Voyage","90.77m","Toemoss",57,90772317,"WW",0.051,2087026,1717449225.68708,9118
"Maiden Voyage","310.83m","headsnap312",69,310826157,"WW",0.242,2100194,1716757600.69671,9118
"Maiden Voyage","1.94b","BOOZER",96,1935450063,"WW",0.091,2130171,1717837588.82962,9118
"Maiden Voyage","62.75m","robvile",60,62745750,"WW",0.055,2134445,1717621592.49914,9118
"Maiden Voyage","2.12b","Dogmai",91,2120395772,"WW",0.172,2160158,1718442382.106,9118
"Maiden Voyage","165.82m","MadnessX",50,165817404,"WW",0.046,2187552,1718615186.31814,9118
"Maiden Voyage","4.41b","MBH",70,4409933052,"WW",0.038,2194697,1716627989.10529,9118
"Maiden Voyage","67.81m","BeansMcNasty",52,67810741,"WW",0.249,2214224,1718442382.106,9118
"Maiden Voyage","154.51m","Senpai",74,154505319,"WW",0.168,2236806,1716714382.81286,9118
"Maiden Voyage","1.13b","GoddessVixen",15,1125648861,"WW",0.055,2252302,1716541677.85069,9118
"Maiden Voyage","13.22m","AngusTheEternal",58,13221076,"WW",0.257,2275642,1716541677.85069,9118
"Maiden Voyage","615.28m","Narsil77",61,615277702,"WW",0.14,2321501,1717449225.68708,9118
"Maiden Voyage","1.46b","AztecBill",75,1462574960,"WW",0.674,2337542,1717664789.64243,9118
"Maiden Voyage","1.88m","Seedreon",60,1878991,"WW",0.271,2401488,1718442382.106,9118
"Maiden Voyage","18.81m","DrewC",58,18806926,"WW",0.137,2431303,1718442382.106,9118
"Maiden Voyage","110.21m","Lunar",69,110205013,"WW",0.186,2533604,1718442382.106,9118
"Maiden Voyage","13.87m","Ignacion66",64,13866793,"WW",0.362,2572748,1718528780.64238,9118
"Maiden Voyage","344.85k","Dayendnight",40,344847,"WW",0.109,2588330,1718442382.106,9118
"Maiden Voyage","56.91m","JennStar",50,56908826,"WW",0.219,2597582,1718442382.106,9118
"Maiden Voyage","180.37m","Jibblez",40,180373545,"WW",0.422,2603339,1717837588.82962,9118
"Maiden Voyage","1.74b","PigeonPoop",15,1739931098,"WW",0.127,2603804,1716757600.69671,9118
"Maiden Voyage","1.08b","kasmersensei",90,1079161174,"WW",0.651,2631250,1717664789.64243,9118
"Maiden Voyage","788.01m","GinoMontero",89,788007265,"WW",4.573,2637154,1716627989.10529,9118
"Maiden Voyage","75.78m","Kaurik",65,75776179,"WW",0.18,2640629,1717449225.68708,9118
"Maiden Voyage","512.23m","Strath",72,512229501,"WW",0.41,2649535,1718442382.106,9118
"Maiden Voyage","16.55m","Parhelion",38,16554951,"WW",0.172,2655261,1716714382.81286,9118
"Maiden Voyage","1.7b","Llynie",91,1702797123,"WW",0.217,2666693,1718053675.45723,9118
"Maiden Voyage","492.34k","iarp",50,492340,"WW",0.406,2672785,1716930438.83649,9118
"Maiden Voyage","4.89m","Monique123",60,4887029,"WW",0.29,2675525,1717837588.82962,9118
"Maiden Voyage","1.32m","cryptocronic",50,1315669,"WW",0.789,2695966,1717751225.31149,9118
"Maiden Voyage","509.54k","Mollyrose22",31,509540,"WW",0.066,2820473,1718744807.10811,9118
"Maiden Voyage","1.21m","Garth_Brooks",47,1210872,"WW",0.146,2821443,1717751225.31149,9118
"Maiden Voyage","323.17k","Altsi",43,323170,"WW",0.439,2827349,1718442382.106,9118
"Maiden Voyage","462.22k","CannonFodder71",40,462223,"WW",0.379,2828869,1716541677.85069,9118
"Maiden Voyage","355.83k","OneHotLlama",40,355832,"WW",0.221,2874367,1716757600.69671,9118
"Maiden Voyage","588.08k","Kyle300",35,588079,"WW",0.17,2887749,1718442382.106,9118
"Maiden Voyage","469.87m","Hevel",50,469866416,"WW",0.227,19219,1718874388.64975,9118
"Maiden Voyage","965.31m","Cycorus",66,965309666,"WW",0.059,242718,1718874388.64975,9118
"Maiden Voyage","204.08m","OG_Hades",50,204080094,"WW",0.054,484516,1718874388.64975,9118
"Maiden Voyage","7.46b","Mike_The_Mouth",90,7462428978,"WW",0.088,1178454,1718874388.64975,9118
"Maiden Voyage","1.09b","andy3331",75,1088706259,"WW",0.116,1724446,1718874388.64975,9118
"Maiden Voyage","2.29b","Ekuz",40,2287149061,"WW",0.468,2000872,1718874388.64975,9118
"Maiden Voyage","1.55b","btan",71,1552235923,"WW",0.42,2080577,1718874388.64975,9118
"Malaysia","34.48m","1CRE4TEMY0WN1D",40,34478675,"Other",0.145,164466,1716627989.10529,7680
"Malaysia","1.21b","Kerex",46,1209379035,"Other",0.026,187714,1716325591.7635,7680
"Malaysia","1.69b","BloodyCat",40,1691198373,"Other",0.058,245840,1716757600.69671,7680
"Malaysia","35.48m","LadyDianne",36,35482007,"Other",0.052,286369,1718442382.106,7680
"Malaysia","546.27m","NeSh",58,546272274,"Other",0.032,469408,1717967205.0065,7680
"Malaysia","1.04b","Watatau",35,1035302161,"Other",0.38,573079,1718615186.31814,7680
"Malaysia","2.88b","-HangJebat-",78,2882019626,"Other",0.142,573083,1717967205.0065,7680
"Malaysia","134.64m","Awan",45,134635077,"Other",0.057,583039,1717449225.68708,7680
"Malaysia","1.21b","Bedos",56,1211342343,"Other",0.025,584706,1718615186.31814,7680
"Malaysia","783.33m","DieNoAir",68,783329770,"Other",0.031,595419,1717837588.82962,7680
"Malaysia","94.41m","PaRaMEsWaRa",51,94405133,"Other",0.012,690625,1717751225.31149,7680
"Malaysia","88.11m","snizan",50,88109849,"Other",0.09,860637,1716757600.69671,7680
"Malaysia","1.15b","mario7",68,1152958700,"Other",0.024,944288,1716757600.69671,7680
"Malaysia","1.39b","roxanna",88,1386265074,"Other",0.039,1001908,1716627989.10529,7680
"Malaysia","1.26b","Lamelynamed",65,1258156960,"Other",0.064,1041243,1718442382.106,7680
"Malaysia","361.39m","Neikichi",50,361385448,"Other",0.191,1042589,1717449225.68708,7680
"Malaysia","22.73m","harry17",41,22733783,"Other",0.144,1045623,1718442382.106,7680
"Malaysia","1.64b","Gilleco",70,1639832088,"Other",0.034,1186619,1716930438.83649,7680
"Malaysia","5.24b","ASAK",89,5243971114,"Other",0.056,1283666,1717103221.09932,7680
"Malaysia","71.57m","TEH-O-AIS-LAICI",50,71570860,"Other",0.054,1373939,1718787987.99409,7680
"Malaysia","2.62b","theoldmen",75,2619419161,"Other",0.332,1420993,1716757600.69671,7680
"Malaysia","741.14m","trafalgar_law",55,741143569,"Other",0.091,1578867,1718442382.106,7680
"Malaysia","86.28m","-pami-",50,86282674,"Other",0.213,1607373,1717319204.46127,7680
"Malaysia","897.9m","allxblackz",49,897904926,"Other",0.018,1611098,1717362412.99191,7680
"Malaysia","123.1m","mypesa",57,123104093,"Other",0.567,1652358,1718442382.106,7680
"Malaysia","153.12m","CygnusLeo",44,153120893,"Other",0.077,1804244,1717449225.68708,7680
"Malaysia","305.02m","vorschit",55,305020668,"Other",0.075,1864524,1716325591.7635,7680
"Malaysia","50.57m","Cronos_",48,50565674,"Other",0.145,1886499,1717103221.09932,7680
"Malaysia","9.95m","puven17",52,9946706,"Other",0.078,1973007,1718615186.31814,7680
"Malaysia","13.04m","wanjie",45,13037205,"Other",0.048,1999213,1718053675.45723,7680
"Malaysia","59.13k","daresaint82",14,59127,"Other",0.047,2004019,1716325591.7635,7680
"Malaysia","630.38m","Apie89",48,630382681,"Other",0.066,2059636,1718442382.106,7680
"Malaysia","104.68m","Intan-anne",53,104684723,"Other",0.002,2095238,1718744807.10811,7680
"Malaysia","20.54m","dwolve",26,20538125,"Other",0.15,2106214,1718442382.106,7680
"Malaysia","99.39m","pixar",49,99393051,"Other",0.034,2111036,1716757600.69671,7680
"Malaysia","376.81k","Scret",31,376813,"Other",0.018,2118507,1716800787.79728,7680
"Malaysia","9.07m","Bebii_Luv_3000",42,9066972,"Other",0.049,2122912,1717751225.31149,7680
"Malaysia","57.66m","Madjuwe",30,57656987,"Other",0.029,2123688,1717621592.49914,7680
"Malaysia","1.82b","Johan",50,1824389850,"Other",0.045,2125711,1718571973.25892,7680
"Malaysia","1.31b","gekota",58,1313513947,"Other",0.158,2135466,1716541677.85069,7680
